weekday;day;month;year;time;EA+ GERAL MAT (KWh);EA+ AVAC IT MAT (KWh);EA+ IT MAT (KWh)
Fri;27;5;2016;04:45;46.0;12.62;35.51
Fri;27;5;2016;05:00;48.0;13.52;36.53
Fri;27;5;2016;05:15;47.0;12.36;35.47
Fri;27;5;2016;05:30;47.0;13.61;35.49
Fri;27;5;2016;05:45;46.0;12.45;36.58
Fri;27;5;2016;06:00;48.0;13.57;35.42
Fri;27;5;2016;06:15;46.0;12.55;35.55
Fri;27;5;2016;06:30;47.0;13.38;35.55
Fri;27;5;2016;06:45;48.0;13.4;36.52
Fri;27;5;2016;07:00;47.0;12.89;35.57
Fri;27;5;2016;07:15;61.0;26.77;35.58
Fri;27;5;2016;07:30;61.0;27.97;35.5
Fri;27;5;2016;07:45;60.0;25.97;36.65
Fri;27;5;2016;08:00;58.0;23.57;35.58
Fri;27;5;2016;08:15;59.0;24.92;35.67
Fri;27;5;2016;08:30;61.0;26.41;35.68
Fri;27;5;2016;08:45;60.0;26.48;36.7
Fri;27;5;2016;09:00;61.0;26.49;35.75
Fri;27;5;2016;09:15;61.0;26.44;35.71
Fri;27;5;2016;09:30;61.0;26.47;35.8
Fri;27;5;2016;09:45;61.0;26.49;36.75
Fri;27;5;2016;10:00;64.0;26.55;35.79
Fri;27;5;2016;10:15;68.0;29.34;35.91
Fri;27;5;2016;10:30;64.0;26.56;36.7
Fri;27;5;2016;10:45;68.0;29.96;35.84
Fri;27;5;2016;11:00;64.0;26.57;35.8
Fri;27;5;2016;11:15;65.0;26.94;35.82
Fri;27;5;2016;11:30;67.0;29.76;36.95
Fri;27;5;2016;11:45;64.0;26.6;35.86
Fri;27;5;2016;12:00;67.0;29.32;35.78
Fri;27;5;2016;12:15;63.0;26.61;35.87
Fri;27;5;2016;12:30;62.0;26.53;36.81
Fri;27;5;2016;12:45;62.0;26.58;35.85
Fri;27;5;2016;13:00;61.0;26.62;35.86
Fri;27;5;2016;13:15;60.0;26.58;35.74
Fri;27;5;2016;13:30;61.0;26.58;36.81
Fri;27;5;2016;13:45;61.0;26.48;35.8
Fri;27;5;2016;14:00;61.0;26.47;35.85
Fri;27;5;2016;14:15;60.0;26.49;35.83
Fri;27;5;2016;14:30;61.0;26.45;36.93
Fri;27;5;2016;14:45;59.0;24.57;35.8
Fri;27;5;2016;15:00;60.0;26.23;35.83
Fri;27;5;2016;15:15;61.0;26.58;35.91
Fri;27;5;2016;15:30;61.0;26.63;36.92
Fri;27;5;2016;15:45;61.0;26.6;35.83
Fri;27;5;2016;16:00;60.0;26.25;35.92
Fri;27;5;2016;16:15;59.0;25.08;36.8
Fri;27;5;2016;16:30;61.0;26.61;35.88
Fri;27;5;2016;16:45;61.0;26.67;35.92
Fri;27;5;2016;17:00;61.0;26.6;35.84
Fri;27;5;2016;17:15;60.0;26.58;36.82
Fri;27;5;2016;17:30;61.0;26.63;35.94
Fri;27;5;2016;17:45;59.0;24.73;35.8
Fri;27;5;2016;18:00;61.0;26.32;35.88
Fri;27;5;2016;18:15;61.0;26.55;36.95
Fri;27;5;2016;18:30;60.0;26.51;35.91
Fri;27;5;2016;18:45;61.0;26.49;35.87
Fri;27;5;2016;19:00;61.0;26.52;35.85
Fri;27;5;2016;19:15;59.0;25.21;36.91
Fri;27;5;2016;19:30;60.0;25.37;35.87
Fri;27;5;2016;19:45;60.0;26.43;35.91
Fri;27;5;2016;20:00;61.0;26.4;35.91
Fri;27;5;2016;20:15;61.0;26.34;36.95
Fri;27;5;2016;20:30;59.0;25.66;35.77
Fri;27;5;2016;20:45;59.0;24.38;35.82
Fri;27;5;2016;21:00;60.0;26.09;36.94
Fri;27;5;2016;21:15;61.0;26.25;35.89
Fri;27;5;2016;21:30;61.0;26.26;35.9
Fri;27;5;2016;21:45;59.0;25.04;35.84
Fri;27;5;2016;22:00;51.0;17.15;36.89
Fri;27;5;2016;22:15;49.0;14.87;35.88
Fri;27;5;2016;22:30;51.0;16.5;35.97
Fri;27;5;2016;22:45;51.0;16.52;35.92
Fri;27;5;2016;23:00;51.0;16.5;36.87
Fri;27;5;2016;23:15;50.0;16.3;35.92
Fri;27;5;2016;23:30;52.0;17.35;35.76
Fri;27;5;2016;23:45;51.0;17.33;35.85
Sat;28;5;2016;00:00;52.0;17.23;36.82
Sat;28;5;2016;00:15;51.0;17.24;35.78
Sat;28;5;2016;00:30;51.0;17.28;35.84
Sat;28;5;2016;00:45;52.0;16.96;36.72
Sat;28;5;2016;01:00;49.0;15.05;35.83
Sat;28;5;2016;01:15;50.0;15.1;35.77
Sat;28;5;2016;01:30;49.0;15.08;35.67
Sat;28;5;2016;01:45;49.0;15.1;36.71
Sat;28;5;2016;02:00;49.0;15.09;35.59
Sat;28;5;2016;02:15;49.0;15.12;35.7
Sat;28;5;2016;02:30;49.0;15.11;35.62
Sat;28;5;2016;02:45;50.0;15.14;36.74
Sat;28;5;2016;03:00;49.0;15.1;35.51
Sat;28;5;2016;03:15;49.0;15.14;35.62
Sat;28;5;2016;03:30;49.0;15.13;35.62
Sat;28;5;2016;03:45;48.0;13.75;36.57
Sat;28;5;2016;04:00;48.0;13.64;35.62
Sat;28;5;2016;04:15;46.0;12.22;35.6
Sat;28;5;2016;04:30;48.0;13.66;36.68
Sat;28;5;2016;04:45;46.0;12.21;35.58
Sat;28;5;2016;05:00;47.0;13.46;35.58
Sat;28;5;2016;05:15;46.0;12.02;35.52
Sat;28;5;2016;05:30;47.0;13.07;36.65
Sat;28;5;2016;05:45;46.0;11.42;35.51
Sat;28;5;2016;06:00;47.0;13.56;35.53
Sat;28;5;2016;06:15;46.0;12.17;35.55
Sat;28;5;2016;06:30;47.0;13.16;36.57
Sat;28;5;2016;06:45;46.0;11.07;35.53
Sat;28;5;2016;07:00;46.0;11.88;35.56
Sat;28;5;2016;07:15;44.0;11.26;36.58
Sat;28;5;2016;07:30;45.0;10.97;35.46
Sat;28;5;2016;07:45;46.0;11.94;35.56
Sat;28;5;2016;08:00;46.0;11.22;35.62
Sat;28;5;2016;08:15;45.0;11.93;36.49
Sat;28;5;2016;08:30;46.0;11.85;35.57
Sat;28;5;2016;08:45;46.0;11.7;35.63
Sat;28;5;2016;09:00;47.0;12.4;35.66
Sat;28;5;2016;09:15;47.0;12.83;36.87
Sat;28;5;2016;09:30;52.0;17.82;35.71
Sat;28;5;2016;09:45;64.0;30.49;35.81
Sat;28;5;2016;10:00;61.0;26.38;36.76
Sat;28;5;2016;10:15;63.0;28.7;35.81
Sat;28;5;2016;10:30;58.0;24.78;35.7
Sat;28;5;2016;10:45;59.0;24.64;35.81
Sat;28;5;2016;11:00;61.0;26.25;36.89
Sat;28;5;2016;11:15;60.0;26.34;35.81
Sat;28;5;2016;11:30;59.0;24.49;35.72
Sat;28;5;2016;11:45;59.0;25.39;35.86
Sat;28;5;2016;12:00;61.0;26.44;36.88
Sat;28;5;2016;12:15;61.0;26.46;35.82
Sat;28;5;2016;12:30;60.0;26.49;35.77
Sat;28;5;2016;12:45;60.0;25.87;36.79
Sat;28;5;2016;13:00;59.0;24.69;35.84
Sat;28;5;2016;13:15;60.0;26.42;35.86
Sat;28;5;2016;13:30;61.0;26.55;35.93
Sat;28;5;2016;13:45;61.0;26.51;36.84
Sat;28;5;2016;14:00;61.0;26.51;35.85
Sat;28;5;2016;14:15;59.0;25.53;35.81
Sat;28;5;2016;14:30;59.0;25.0;35.85
Sat;28;5;2016;14:45;61.0;26.43;36.86
Sat;28;5;2016;15:00;61.0;26.41;35.98
Sat;28;5;2016;15:15;60.0;26.45;35.91
Sat;28;5;2016;15:30;60.0;26.04;36.83
Sat;28;5;2016;15:45;59.0;24.74;35.87
Sat;28;5;2016;16:00;61.0;26.43;35.83
Sat;28;5;2016;16:15;60.0;26.47;35.8
Sat;28;5;2016;16:30;61.0;26.42;36.79
Sat;28;5;2016;16:45;60.0;26.4;35.82
Sat;28;5;2016;17:00;59.0;24.5;35.83
Sat;28;5;2016;17:15;60.0;25.72;36.83
Sat;28;5;2016;17:30;61.0;26.47;35.89
Sat;28;5;2016;17:45;60.0;26.43;35.79
Sat;28;5;2016;18:00;60.0;25.68;35.9
Sat;28;5;2016;18:15;59.0;24.65;36.79
Sat;28;5;2016;18:30;60.0;26.4;35.87
Sat;28;5;2016;18:45;61.0;26.37;35.89
Sat;28;5;2016;19:00;59.0;25.16;35.84
Sat;28;5;2016;19:15;59.0;25.07;36.82
Sat;28;5;2016;19:30;61.0;26.4;35.9
Sat;28;5;2016;19:45;59.0;24.58;35.79
Sat;28;5;2016;20:00;48.0;14.67;36.88
Sat;28;5;2016;20:15;49.0;14.25;35.91
Sat;28;5;2016;20:30;50.0;15.16;35.9
Sat;28;5;2016;20:45;48.0;14.04;35.73
Sat;28;5;2016;21:00;47.0;12.99;36.87
Sat;28;5;2016;21:15;47.0;12.97;35.8
Sat;28;5;2016;21:30;48.0;14.02;35.91
Sat;28;5;2016;21:45;48.0;13.91;35.87
Sat;28;5;2016;22:00;48.0;12.94;36.8
Sat;28;5;2016;22:15;48.0;14.21;35.83
Sat;28;5;2016;22:30;49.0;15.0;35.91
Sat;28;5;2016;22:45;48.0;13.08;36.82
Sat;28;5;2016;23:00;47.0;13.03;35.74
Sat;28;5;2016;23:15;47.0;13.02;35.82
Sat;28;5;2016;23:30;49.0;14.68;35.84
Sat;28;5;2016;23:45;47.0;13.13;36.79
Sun;29;5;2016;00:00;47.0;12.69;35.82
Sun;29;5;2016;00:15;48.0;13.6;35.82
Sun;29;5;2016;00:30;47.0;13.1;35.71
Sun;29;5;2016;00:45;47.0;13.14;36.75
Sun;29;5;2016;01:00;48.0;13.11;35.72
Sun;29;5;2016;01:15;47.0;13.07;35.65
Sun;29;5;2016;01:30;47.0;13.08;35.78
Sun;29;5;2016;01:45;47.0;13.37;36.71
Sun;29;5;2016;02:00;48.0;13.2;35.66
Sun;29;5;2016;02:15;46.0;12.34;35.66
Sun;29;5;2016;02:30;47.0;12.64;36.7
Sun;29;5;2016;02:45;48.0;13.33;35.7
Sun;29;5;2016;03:00;45.0;11.87;35.57
Sun;29;5;2016;03:15;47.0;12.98;35.66
Sun;29;5;2016;03:30;46.0;11.71;36.64
Sun;29;5;2016;03:45;47.0;13.04;35.65
Sun;29;5;2016;04:00;46.0;11.63;35.56
Sun;29;5;2016;04:15;47.0;12.92;35.64
Sun;29;5;2016;04:30;45.0;11.84;36.55
Sun;29;5;2016;04:45;47.0;12.74;35.65
Sun;29;5;2016;05:00;46.0;11.73;35.55
Sun;29;5;2016;05:15;47.0;12.67;35.69
Sun;29;5;2016;05:30;45.0;11.57;36.6
Sun;29;5;2016;05:45;47.0;12.85;35.43
Sun;29;5;2016;06:00;45.0;11.46;35.52
Sun;29;5;2016;06:15;47.0;12.93;36.55
Sun;29;5;2016;06:30;46.0;11.71;35.59
Sun;29;5;2016;06:45;46.0;12.33;35.51
Sun;29;5;2016;07:00;46.0;12.01;35.58
Sun;29;5;2016;07:15;46.0;11.1;36.57
Sun;29;5;2016;07:30;63.0;29.32;35.69
Sun;29;5;2016;07:45;61.0;26.86;35.66
Sun;29;5;2016;08:00;60.0;26.35;35.6
Sun;29;5;2016;08:15;61.0;26.33;36.56
Sun;29;5;2016;08:30;58.0;24.9;35.62
Sun;29;5;2016;08:45;58.0;24.42;35.71
Sun;29;5;2016;09:00;59.0;25.08;35.53
Sun;29;5;2016;09:15;61.0;26.33;36.63
Sun;29;5;2016;09:30;59.0;25.61;35.69
Sun;29;5;2016;09:45;59.0;24.44;35.71
Sun;29;5;2016;10:00;59.0;25.55;35.76
Sun;29;5;2016;10:15;60.0;26.34;36.73
Sun;29;5;2016;10:30;61.0;26.3;35.77
Sun;29;5;2016;10:45;58.0;24.47;35.76
Sun;29;5;2016;11:00;60.0;25.81;35.7
Sun;29;5;2016;11:15;60.0;26.47;36.85
Sun;29;5;2016;11:30;61.0;26.45;35.86
Sun;29;5;2016;11:45;60.0;26.36;35.77
Sun;29;5;2016;12:00;61.0;26.2;36.79
Sun;29;5;2016;12:15;58.0;24.46;35.79
Sun;29;5;2016;12:30;60.0;25.89;35.81
Sun;29;5;2016;12:45;61.0;26.56;35.83
Sun;29;5;2016;13:00;60.0;26.49;36.79
Sun;29;5;2016;13:15;61.0;26.48;35.79
Sun;29;5;2016;13:30;60.0;26.28;35.82
Sun;29;5;2016;13:45;59.0;24.58;35.7
Sun;29;5;2016;14:00;60.0;25.98;36.94
Sun;29;5;2016;14:15;60.0;26.46;35.76
Sun;29;5;2016;14:30;61.0;26.47;35.79
Sun;29;5;2016;14:45;60.0;26.46;35.8
Sun;29;5;2016;15:00;61.0;26.53;36.86
Sun;29;5;2016;15:15;59.0;25.72;35.82
Sun;29;5;2016;15:30;59.0;25.19;35.77
Sun;29;5;2016;15:45;61.0;26.6;35.76
Sun;29;5;2016;16:00;61.0;26.65;36.85
Sun;29;5;2016;16:15;60.0;26.58;35.8
Sun;29;5;2016;16:30;61.0;26.53;35.81
Sun;29;5;2016;16:45;61.0;26.57;36.85
Sun;29;5;2016;17:00;59.0;25.03;35.74
Sun;29;5;2016;17:15;60.0;25.53;35.83
Sun;29;5;2016;17:30;60.0;26.55;35.82
Sun;29;5;2016;17:45;61.0;26.54;36.9
Sun;29;5;2016;18:00;61.0;26.49;35.8
Sun;29;5;2016;18:15;58.0;24.78;35.83
Sun;29;5;2016;18:30;60.0;25.75;35.8
Sun;29;5;2016;18:45;61.0;26.5;36.92
Sun;29;5;2016;19:00;60.0;26.52;35.88
Sun;29;5;2016;19:15;61.0;26.44;35.81
Sun;29;5;2016;19:30;59.0;25.59;35.83
Sun;29;5;2016;19:45;59.0;24.77;36.91
Sun;29;5;2016;20:00;61.0;26.4;35.97
Sun;29;5;2016;20:15;60.0;26.29;35.81
Sun;29;5;2016;20:30;61.0;26.3;36.97
Sun;29;5;2016;20:45;60.0;25.9;35.89
Sun;29;5;2016;21:00;58.0;24.33;35.84
Sun;29;5;2016;21:15;55.0;20.86;35.81
Sun;29;5;2016;21:30;46.0;12.13;36.9
Sun;29;5;2016;21:45;50.0;14.84;35.96
Sun;29;5;2016;22:00;49.0;15.26;35.82
Sun;29;5;2016;22:15;49.0;15.09;35.91
Sun;29;5;2016;22:30;47.0;12.49;36.83
Sun;29;5;2016;22:45;47.0;12.24;35.85
Sun;29;5;2016;23:00;46.0;12.21;35.77
Sun;29;5;2016;23:15;47.0;13.0;35.83
Sun;29;5;2016;23:30;49.0;14.55;36.8
Sun;29;5;2016;23:45;46.0;12.29;35.76
Mon;30;5;2016;00:00;47.0;12.3;35.74
Mon;30;5;2016;00:15;46.0;12.31;35.65
Mon;30;5;2016;00:30;46.0;12.3;36.7
Mon;30;5;2016;00:45;49.0;14.12;35.79
Mon;30;5;2016;01:00;46.0;11.62;35.62
Mon;30;5;2016;01:15;45.0;11.53;36.65
Mon;30;5;2016;01:30;46.0;12.28;35.72
Mon;30;5;2016;01:45;46.0;11.94;35.57
Mon;30;5;2016;02:00;46.0;11.34;35.64
Mon;30;5;2016;02:15;46.0;12.27;36.66
Mon;30;5;2016;02:30;45.0;11.15;35.6
Mon;30;5;2016;02:45;46.0;12.29;35.62
Mon;30;5;2016;03:00;46.0;11.24;35.55
Mon;30;5;2016;03:15;46.0;12.05;36.64
Mon;30;5;2016;03:30;45.0;11.39;35.6
Mon;30;5;2016;03:45;46.0;11.76;35.56
Mon;30;5;2016;04:00;45.0;11.14;36.6
Mon;30;5;2016;04:15;46.0;11.99;35.63
Mon;30;5;2016;04:30;45.0;10.78;35.48
Mon;30;5;2016;04:45;46.0;12.04;36.61
Mon;30;5;2016;05:00;45.0;10.74;35.46
Mon;30;5;2016;05:15;46.0;11.84;35.55
Mon;30;5;2016;05:30;45.0;10.89;35.56
Mon;30;5;2016;05:45;45.0;11.28;36.48
Mon;30;5;2016;06:00;44.0;11.05;35.45
Mon;30;5;2016;06:15;45.0;10.87;35.52
Mon;30;5;2016;06:30;46.0;11.0;36.5
Mon;30;5;2016;06:45;45.0;11.04;35.57
Mon;30;5;2016;07:00;44.0;10.43;35.46
Mon;30;5;2016;07:15;60.0;26.32;36.67
Mon;30;5;2016;07:30;57.0;22.6;35.56
Mon;30;5;2016;07:45;57.0;22.61;35.67
Mon;30;5;2016;08:00;56.0;22.58;36.58
Mon;30;5;2016;08:15;59.0;24.96;35.73
Mon;30;5;2016;08:30;61.0;26.43;35.69
Mon;30;5;2016;08:45;61.0;26.43;35.78
Mon;30;5;2016;09:00;60.0;26.37;36.68
Mon;30;5;2016;09:15;62.0;26.4;35.77
Mon;30;5;2016;09:30;61.0;24.63;35.74
Mon;30;5;2016;09:45;63.0;26.19;35.82
Mon;30;5;2016;10:00;62.0;26.4;36.87
Mon;30;5;2016;10:15;63.0;26.36;35.78
Mon;30;5;2016;10:30;63.0;26.47;35.85
Mon;30;5;2016;10:45;63.0;26.44;36.79
Mon;30;5;2016;11:00;64.0;26.47;35.9
Mon;30;5;2016;11:15;63.0;26.5;35.79
Mon;30;5;2016;11:30;63.0;26.6;35.91
Mon;30;5;2016;11:45;63.0;26.64;36.84
Mon;30;5;2016;12:00;61.0;26.55;35.87
Mon;30;5;2016;12:15;61.0;26.6;35.95
Mon;30;5;2016;12:30;61.0;26.56;35.86
Mon;30;5;2016;12:45;60.0;26.55;36.95
Mon;30;5;2016;13:00;61.0;26.44;35.91
Mon;30;5;2016;13:15;60.0;26.53;35.82
Mon;30;5;2016;13:30;61.0;26.63;36.86
Mon;30;5;2016;13:45;61.0;26.68;35.85
Mon;30;5;2016;14:00;61.0;26.7;35.97
Mon;30;5;2016;14:15;61.0;26.65;36.96
Mon;30;5;2016;14:30;61.0;26.73;35.95
Mon;30;5;2016;14:45;59.0;24.86;35.87
Mon;30;5;2016;15:00;61.0;26.34;35.83
Mon;30;5;2016;15:15;61.0;26.71;36.92
Mon;30;5;2016;15:30;61.0;26.72;35.93
Mon;30;5;2016;15:45;63.0;26.73;35.9
Mon;30;5;2016;16:00;63.0;26.75;36.93
Mon;30;5;2016;16:15;64.0;26.63;35.9
Mon;30;5;2016;16:30;64.0;26.68;35.95
Mon;30;5;2016;16:45;63.0;26.69;35.94
Mon;30;5;2016;17:00;62.0;26.69;36.9
Mon;30;5;2016;17:15;63.0;26.7;35.99
Mon;30;5;2016;17:30;61.0;26.66;35.88
Mon;30;5;2016;17:45;62.0;26.67;37.0
Mon;30;5;2016;18:00;61.0;26.63;35.96
Mon;30;5;2016;18:15;60.0;26.58;35.93
Mon;30;5;2016;18:30;61.0;26.55;35.92
Mon;30;5;2016;18:45;61.0;26.45;36.97
Mon;30;5;2016;19:00;59.0;24.56;35.86
Mon;30;5;2016;19:15;61.0;26.16;35.95
Mon;30;5;2016;19:30;62.0;26.46;36.96
Mon;30;5;2016;19:45;60.0;26.44;35.98
Mon;30;5;2016;20:00;59.0;24.67;35.85
Mon;30;5;2016;20:15;60.0;25.52;35.9
Mon;30;5;2016;20:30;61.0;26.38;36.94
Mon;30;5;2016;20:45;54.0;20.14;35.93
Mon;30;5;2016;21:00;48.0;13.27;35.94
Mon;30;5;2016;21:15;49.0;14.96;36.01
Mon;30;5;2016;21:30;50.0;14.55;36.88
Mon;30;5;2016;21:45;48.0;13.68;35.93
Mon;30;5;2016;22:00;49.0;13.68;35.86
Mon;30;5;2016;22:15;48.0;13.67;36.85
Mon;30;5;2016;22:30;48.0;13.68;35.85
Mon;30;5;2016;22:45;48.0;13.74;35.91
Mon;30;5;2016;23:00;47.0;12.6;35.73
Mon;30;5;2016;23:15;48.0;13.76;36.81
Mon;30;5;2016;23:30;49.0;13.73;35.76
Mon;30;5;2016;23:45;50.0;13.69;35.85
Tue;31;5;2016;00:00;50.0;12.56;35.73
Tue;31;5;2016;00:15;51.0;13.6;36.71
Tue;31;5;2016;00:30;48.0;13.64;35.72
Tue;31;5;2016;00:45;48.0;13.31;35.75
Tue;31;5;2016;01:00;47.0;12.71;36.64
Tue;31;5;2016;01:15;47.0;13.18;35.7
Tue;31;5;2016;01:30;47.0;12.48;35.62
Tue;31;5;2016;01:45;47.0;12.67;35.58
Tue;31;5;2016;02:00;46.0;12.14;36.68
Tue;31;5;2016;02:15;47.0;12.76;35.61
Tue;31;5;2016;02:30;46.0;12.37;35.57
Tue;31;5;2016;02:45;46.0;11.93;35.58
Tue;31;5;2016;03:00;47.0;12.2;36.54
Tue;31;5;2016;03:15;46.0;12.01;35.55
Tue;31;5;2016;03:30;46.0;12.21;35.62
Tue;31;5;2016;03:45;46.0;12.04;36.48
Tue;31;5;2016;04:00;46.0;11.91;35.56
Tue;31;5;2016;04:15;47.0;12.43;35.61
Tue;31;5;2016;04:30;45.0;11.25;35.44
Tue;31;5;2016;04:45;47.0;12.49;36.5
Tue;31;5;2016;05:00;45.0;11.12;35.54
Tue;31;5;2016;05:15;47.0;12.8;35.52
Tue;31;5;2016;05:30;45.0;11.08;35.56
Tue;31;5;2016;05:45;47.0;12.81;36.49
Tue;31;5;2016;06:00;45.0;11.07;35.44
Tue;31;5;2016;06:15;47.0;12.45;35.56
Tue;31;5;2016;06:30;45.0;11.35;35.43
Tue;31;5;2016;06:45;46.0;11.77;36.53
Tue;31;5;2016;07:00;44.0;10.31;35.52
Tue;31;5;2016;07:15;59.0;24.51;35.67
Tue;31;5;2016;07:30;61.0;26.47;36.72
Tue;31;5;2016;07:45;60.0;26.44;35.66
Tue;31;5;2016;08:00;59.0;24.8;35.57
Tue;31;5;2016;08:15;58.0;24.37;35.65
Tue;31;5;2016;08:30;59.0;24.39;36.67
Tue;31;5;2016;08:45;59.0;25.5;35.73
Tue;31;5;2016;09:00;61.0;26.37;35.81
Tue;31;5;2016;09:15;60.0;25.61;35.74
Tue;31;5;2016;09:30;59.0;24.53;36.77
Tue;31;5;2016;09:45;62.0;25.62;35.81
Tue;31;5;2016;10:00;63.0;26.42;35.81
Tue;31;5;2016;10:15;62.0;26.44;36.84
Tue;31;5;2016;10:30;62.0;25.68;35.87
Tue;31;5;2016;10:45;59.0;24.67;35.92
Tue;31;5;2016;11:00;62.0;26.47;35.85
Tue;31;5;2016;11:15;61.0;26.64;36.85
Tue;31;5;2016;11:30;62.0;26.62;35.92
Tue;31;5;2016;11:45;62.0;26.73;35.92
Tue;31;5;2016;12:00;61.0;26.74;35.84
Tue;31;5;2016;12:15;62.0;26.75;36.83
Tue;31;5;2016;12:30;63.0;26.78;35.85
Tue;31;5;2016;12:45;61.0;26.83;36.04
Tue;31;5;2016;13:00;62.0;26.75;36.85
Tue;31;5;2016;13:15;64.0;26.85;35.9
Tue;31;5;2016;13:30;64.0;26.73;35.77
Tue;31;5;2016;13:45;64.0;26.79;36.89
Tue;31;5;2016;14:00;64.0;26.87;35.89
Tue;31;5;2016;14:15;63.0;26.81;35.81
Tue;31;5;2016;14:30;63.0;26.84;35.86
Tue;31;5;2016;14:45;64.0;26.93;36.88
Tue;31;5;2016;15:00;62.0;26.84;35.81
Tue;31;5;2016;15:15;61.0;26.83;35.83
Tue;31;5;2016;15:30;61.0;26.86;36.88
Tue;31;5;2016;15:45;62.0;26.92;35.86
Tue;31;5;2016;16:00;62.0;26.93;35.88
Tue;31;5;2016;16:15;62.0;26.97;35.91
Tue;31;5;2016;16:30;61.0;27.04;36.79
Tue;31;5;2016;16:45;62.0;27.04;35.88
Tue;31;5;2016;17:00;62.0;26.99;35.87
Tue;31;5;2016;17:15;62.0;26.95;35.8
Tue;31;5;2016;17:30;61.0;26.97;36.85
Tue;31;5;2016;17:45;62.0;26.99;35.9
Tue;31;5;2016;18:00;62.0;27.01;35.88
Tue;31;5;2016;18:15;62.0;26.93;36.85
Tue;31;5;2016;18:30;62.0;27.01;35.87
Tue;31;5;2016;18:45;62.0;26.9;35.83
Tue;31;5;2016;19:00;61.0;26.9;35.86
Tue;31;5;2016;19:15;61.0;26.86;36.88
Tue;31;5;2016;19:30;62.0;26.82;35.87
Tue;31;5;2016;19:45;61.0;26.78;35.8
Tue;31;5;2016;20:00;62.0;26.72;36.92
Tue;31;5;2016;20:15;60.0;26.64;35.78
Tue;31;5;2016;20:30;61.0;26.59;35.86
Tue;31;5;2016;20:45;61.0;26.56;35.86
Tue;31;5;2016;21:00;61.0;26.51;36.94
Tue;31;5;2016;21:15;60.0;26.45;35.8
Tue;31;5;2016;21:30;60.0;25.21;35.87
Tue;31;5;2016;21:45;60.0;25.53;35.87
Tue;31;5;2016;22:00;60.0;26.36;36.87
Tue;31;5;2016;22:15;61.0;26.43;35.88
Tue;31;5;2016;22:30;61.0;26.41;35.86
Tue;31;5;2016;22:45;61.0;26.43;35.83
Tue;31;5;2016;23:00;59.0;25.22;36.75
Tue;31;5;2016;23:15;60.0;25.38;35.75
Tue;31;5;2016;23:30;60.0;26.41;35.75
Tue;31;5;2016;23:45;61.0;26.4;36.73
Wed;1;6;2016;00:00;59.0;25.09;35.7
Wed;1;6;2016;00:15;49.0;14.61;35.8
Wed;1;6;2016;00:30;49.0;14.9;35.68
Wed;1;6;2016;00:45;51.0;16.55;36.67
Wed;1;6;2016;01:00;48.0;14.72;35.64
Wed;1;6;2016;01:15;48.0;13.41;35.66
Wed;1;6;2016;01:30;46.0;12.36;35.54
Wed;1;6;2016;01:45;49.0;14.98;36.64
Wed;1;6;2016;02:00;52.0;17.04;35.64
Wed;1;6;2016;02:15;47.0;12.8;35.55
Wed;1;6;2016;02:30;46.0;12.31;35.57
Wed;1;6;2016;02:45;49.0;14.63;36.61
Wed;1;6;2016;03:00;49.0;14.92;35.64
Wed;1;6;2016;03:15;46.0;12.29;35.51
Wed;1;6;2016;03:30;47.0;12.43;36.55
Wed;1;6;2016;03:45;49.0;15.13;35.59
Wed;1;6;2016;04:00;49.0;15.18;35.63
Wed;1;6;2016;04:15;47.0;12.45;35.49
Wed;1;6;2016;04:30;46.0;12.26;36.52
Wed;1;6;2016;04:45;49.0;14.92;35.59
Wed;1;6;2016;05:00;48.0;14.19;35.52
Wed;1;6;2016;05:15;46.0;12.27;35.5
Wed;1;6;2016;05:30;47.0;12.29;36.53
Wed;1;6;2016;05:45;46.0;12.36;35.51
Wed;1;6;2016;06:00;49.0;15.09;35.59
Wed;1;6;2016;06:15;47.0;13.01;36.46
Wed;1;6;2016;06:30;46.0;12.29;35.47
Wed;1;6;2016;06:45;48.0;13.47;35.55
Wed;1;6;2016;07:00;68.0;33.99;35.57
Wed;1;6;2016;07:15;63.0;29.09;36.58
Wed;1;6;2016;07:30;61.0;27.48;35.62
Wed;1;6;2016;07:45;63.0;28.4;35.59
Wed;1;6;2016;08:00;61.0;26.32;35.65
Wed;1;6;2016;08:15;60.0;26.33;36.67
Wed;1;6;2016;08:30;59.0;24.81;35.55
Wed;1;6;2016;08:45;60.0;25.69;35.7
Wed;1;6;2016;09:00;60.0;26.5;36.79
Wed;1;6;2016;09:15;61.0;26.53;35.72
Wed;1;6;2016;09:30;61.0;26.58;35.74
Wed;1;6;2016;09:45;61.0;26.58;35.79
Wed;1;6;2016;10:00;60.0;26.58;36.74
Wed;1;6;2016;10:15;61.0;26.62;35.79
Wed;1;6;2016;10:30;63.0;26.67;35.76
Wed;1;6;2016;10:45;64.0;26.73;36.81
Wed;1;6;2016;11:00;66.0;28.89;35.82
Wed;1;6;2016;11:15;65.0;27.18;35.74
Wed;1;6;2016;11:30;65.0;28.56;35.82
Wed;1;6;2016;11:45;63.0;28.15;36.84
Wed;1;6;2016;12:00;62.0;26.95;35.83
Wed;1;6;2016;12:15;62.0;27.02;35.81
Wed;1;6;2016;12:30;63.0;29.25;36.92
Wed;1;6;2016;12:45;62.0;27.08;35.93
Wed;1;6;2016;13:00;61.0;27.05;35.77
Wed;1;6;2016;13:15;61.0;27.15;36.78
Wed;1;6;2016;13:30;61.0;27.14;35.83
