weekday;day;month;year;time;CONSUMO_TOTAL ALF1P-1;AVAC ALF1P-1;IT ALF1P-1
Wed;11;5;2016;02:00;86.0;29.5;52.12
Wed;11;5;2016;02:15;85.0;30.21;51.96
Wed;11;5;2016;02:30;81.0;26.92;52.06
Wed;11;5;2016;02:45;84.0;29.25;52.03
Wed;11;5;2016;03:00;84.0;30.04;52.0
Wed;11;5;2016;03:15;82.0;26.55;52.04
Wed;11;5;2016;03:30;82.0;27.73;52.03
Wed;11;5;2016;03:45;83.0;27.9;52.09
Wed;11;5;2016;04:00;81.0;27.37;52.03
Wed;11;5;2016;04:15;86.0;29.69;51.97
Wed;11;5;2016;04:30;86.0;31.33;52.1
Wed;11;5;2016;04:45;84.0;30.11;50.93
Wed;11;5;2016;05:00;85.0;30.87;52.01
Wed;11;5;2016;05:15;86.0;30.75;51.99
Wed;11;5;2016;05:30;85.0;30.24;52.01
Wed;11;5;2016;05:45;86.0;30.88;51.98
Wed;11;5;2016;06:00;85.0;30.7;52.02
Wed;11;5;2016;06:15;85.0;30.63;52.01
Wed;11;5;2016;06:30;86.0;30.44;51.96
Wed;11;5;2016;06:45;83.0;30.01;52.0
Wed;11;5;2016;07:00;87.0;30.54;52.08
Wed;11;5;2016;07:15;85.0;30.22;52.07
Wed;11;5;2016;07:30;83.0;28.7;51.99
Wed;11;5;2016;07:45;85.0;30.34;52.14
Wed;11;5;2016;08:00;86.0;30.29;52.22
Wed;11;5;2016;08:15;85.0;31.18;51.98
Wed;11;5;2016;08:30;85.0;30.46;52.22
Wed;11;5;2016;08:45;88.0;31.3;52.16
Wed;11;5;2016;09:00;87.0;31.38;52.43
Wed;11;5;2016;09:15;87.0;31.54;52.17
Wed;11;5;2016;09:30;86.0;30.13;52.34
Wed;11;5;2016;09:45;86.0;30.6;52.34
Wed;11;5;2016;10:00;88.0;31.41;52.3
Wed;11;5;2016;10:15;87.0;31.29;52.41
Wed;11;5;2016;10:30;88.0;30.53;52.39
Wed;11;5;2016;10:45;85.0;30.11;53.34
Wed;11;5;2016;11:00;87.0;29.85;52.29
Wed;11;5;2016;11:15;88.0;31.82;52.38
Wed;11;5;2016;11:30;88.0;32.69;52.29
Wed;11;5;2016;11:45;90.0;32.18;52.44
Wed;11;5;2016;12:00;84.0;29.06;52.39
Wed;11;5;2016;12:15;89.0;32.31;52.33
Wed;11;5;2016;12:30;88.0;31.59;52.28
Wed;11;5;2016;12:45;84.0;27.77;52.32
Wed;11;5;2016;13:00;84.0;27.77;52.24
Wed;11;5;2016;13:15;85.0;30.11;52.27
Wed;11;5;2016;13:30;86.0;29.68;52.29
Wed;11;5;2016;13:45;84.0;27.69;52.43
Wed;11;5;2016;14:00;85.0;29.63;52.38
Wed;11;5;2016;14:15;88.0;31.93;52.31
Wed;11;5;2016;14:30;85.0;28.19;52.41
Wed;11;5;2016;14:45;86.0;29.07;52.4
Wed;11;5;2016;15:00;89.0;32.69;53.36
Wed;11;5;2016;15:15;87.0;31.55;52.21
Wed;11;5;2016;15:30;85.0;29.11;52.39
Wed;11;5;2016;15:45;88.0;32.35;52.27
Wed;11;5;2016;16:00;87.0;30.61;52.41
Wed;11;5;2016;16:15;84.0;28.36;52.45
Wed;11;5;2016;16:30;86.0;29.87;52.4
Wed;11;5;2016;16:45;89.0;32.9;52.37
Wed;11;5;2016;17:00;84.0;30.06;52.33
Wed;11;5;2016;17:15;85.0;29.02;52.26
Wed;11;5;2016;17:30;87.0;31.72;53.33
Wed;11;5;2016;17:45;88.0;32.83;52.3
Wed;11;5;2016;18:00;84.0;29.26;52.32
Wed;11;5;2016;18:15;85.0;28.7;52.32
Wed;11;5;2016;18:30;89.0;34.1;52.4
Wed;11;5;2016;18:45;84.0;29.27;52.16
Wed;11;5;2016;19:00;84.0;28.37;52.35
Wed;11;5;2016;19:15;86.0;30.74;52.4
Wed;11;5;2016;19:30;87.0;32.21;52.19
Wed;11;5;2016;19:45;84.0;28.21;52.29
Wed;11;5;2016;20:00;83.0;28.08;52.34
Wed;11;5;2016;20:15;87.0;32.23;52.26
Wed;11;5;2016;20:30;85.0;29.82;52.28
Wed;11;5;2016;20:45;85.0;28.77;52.38
Wed;11;5;2016;21:00;83.0;28.36;52.26
Wed;11;5;2016;21:15;88.0;32.6;52.27
Wed;11;5;2016;21:30;84.0;28.91;53.23
Wed;11;5;2016;21:45;84.0;27.96;52.34
Wed;11;5;2016;22:00;84.0;28.89;52.23
Wed;11;5;2016;22:15;86.0;31.58;52.32
Wed;11;5;2016;22:30;86.0;30.35;52.25
Wed;11;5;2016;22:45;82.0;28.07;52.27
Wed;11;5;2016;23:00;84.0;27.48;52.34
Wed;11;5;2016;23:15;87.0;31.71;52.15
Wed;11;5;2016;23:30;84.0;29.71;52.19
Wed;11;5;2016;23:45;83.0;27.86;52.22
Thu;12;5;2016;00:00;82.0;27.93;52.23
Thu;12;5;2016;00:15;88.0;31.63;52.16
Thu;12;5;2016;00:30;83.0;28.94;52.15
Thu;12;5;2016;00:45;83.0;28.07;52.15
Thu;12;5;2016;01:00;82.0;27.74;52.11
Thu;12;5;2016;01:15;87.0;31.43;52.14
Thu;12;5;2016;01:30;85.0;29.91;52.02
Thu;12;5;2016;01:45;83.0;28.43;52.15
Thu;12;5;2016;02:00;83.0;27.98;52.12
Thu;12;5;2016;02:15;83.0;27.83;52.05
Thu;12;5;2016;02:30;87.0;31.74;52.12
Thu;12;5;2016;02:45;83.0;29.14;52.0
Thu;12;5;2016;03:00;83.0;27.8;52.05
Thu;12;5;2016;03:15;83.0;27.68;52.09
Thu;12;5;2016;03:30;83.0;28.4;52.05
Thu;12;5;2016;03:45;87.0;31.91;52.06
Thu;12;5;2016;04:00;83.0;28.5;52.05
Thu;12;5;2016;04:15;82.0;27.21;52.1
Thu;12;5;2016;04:30;83.0;28.43;52.03
Thu;12;5;2016;04:45;87.0;30.97;52.02
Thu;12;5;2016;05:00;85.0;30.75;52.03
Thu;12;5;2016;05:15;82.0;27.3;52.02
Thu;12;5;2016;05:30;83.0;28.28;52.12
Thu;12;5;2016;05:45;82.0;27.95;52.06
Thu;12;5;2016;06:00;87.0;30.8;52.06
Thu;12;5;2016;06:15;83.0;28.67;50.98
Thu;12;5;2016;06:30;83.0;28.07;52.06
Thu;12;5;2016;06:45;83.0;28.06;52.05
Thu;12;5;2016;07:00;82.0;27.46;52.15
Thu;12;5;2016;07:15;87.0;31.75;52.03
Thu;12;5;2016;07:30;84.0;28.75;52.08
Thu;12;5;2016;07:45;82.0;27.86;52.13
Thu;12;5;2016;08:00;83.0;27.84;52.18
Thu;12;5;2016;08:15;85.0;30.28;52.14
Thu;12;5;2016;08:30;87.0;31.4;52.24
Thu;12;5;2016;08:45;84.0;27.77;52.15
Thu;12;5;2016;09:00;83.0;28.03;52.21
Thu;12;5;2016;09:15;88.0;31.97;52.21
Thu;12;5;2016;09:30;85.0;29.21;53.22
Thu;12;5;2016;09:45;83.0;27.53;52.23
Thu;12;5;2016;10:00;88.0;31.01;52.43
Thu;12;5;2016;10:15;89.0;32.89;52.2
Thu;12;5;2016;10:30;87.0;30.58;52.34
Thu;12;5;2016;10:45;87.0;30.56;52.19
Thu;12;5;2016;11:00;84.0;28.65;52.32
Thu;12;5;2016;11:15;87.0;31.08;52.36
Thu;12;5;2016;11:30;86.0;30.17;52.28
Thu;12;5;2016;11:45;86.0;29.62;52.48
Thu;12;5;2016;12:00;89.0;31.88;52.43
Thu;12;5;2016;12:15;86.0;29.47;52.33
Thu;12;5;2016;12:30;86.0;30.4;52.31
Thu;12;5;2016;12:45;88.0;31.09;52.43
Thu;12;5;2016;13:00;86.0;30.39;52.36
Thu;12;5;2016;13:15;88.0;31.05;52.41
Thu;12;5;2016;13:30;86.0;29.81;53.55
Thu;12;5;2016;13:45;86.0;30.09;52.35
Thu;12;5;2016;14:00;87.0;29.88;52.53
Thu;12;5;2016;14:15;88.0;31.15;52.43
Thu;12;5;2016;14:30;86.0;30.18;52.55
Thu;12;5;2016;14:45;88.0;30.85;52.43
Thu;12;5;2016;15:00;88.0;31.54;52.47
Thu;12;5;2016;15:15;91.0;34.43;52.45
Thu;12;5;2016;15:30;86.0;29.15;52.42
Thu;12;5;2016;15:45;86.0;30.2;52.42
Thu;12;5;2016;16:00;88.0;30.28;53.41
Thu;12;5;2016;16:15;89.0;33.12;52.33
Thu;12;5;2016;16:30;89.0;32.53;52.46
Thu;12;5;2016;16:45;88.0;31.25;52.53
Thu;12;5;2016;17:00;88.0;31.96;52.33
Thu;12;5;2016;17:15;88.0;31.9;52.3
Thu;12;5;2016;17:30;87.0;31.8;52.4
Thu;12;5;2016;17:45;89.0;33.0;52.34
Thu;12;5;2016;18:00;85.0;28.55;52.43
Thu;12;5;2016;18:15;84.0;29.7;52.27
Thu;12;5;2016;18:30;86.0;29.71;52.38
Thu;12;5;2016;18:45;84.0;29.53;52.28
Thu;12;5;2016;19:00;87.0;31.35;53.39
Thu;12;5;2016;19:15;88.0;31.17;52.4
Thu;12;5;2016;19:30;86.0;31.49;52.23
Thu;12;5;2016;19:45;86.0;29.65;52.34
Thu;12;5;2016;20:00;87.0;31.75;52.34
Thu;12;5;2016;20:15;85.0;29.77;52.23
Thu;12;5;2016;20:30;84.0;29.18;52.3
Thu;12;5;2016;20:45;85.0;29.63;52.35
Thu;12;5;2016;21:00;86.0;30.44;52.3
Thu;12;5;2016;21:15;88.0;32.91;52.3
Thu;12;5;2016;21:30;83.0;28.52;52.23
Thu;12;5;2016;21:45;85.0;29.07;52.34
Thu;12;5;2016;22:00;84.0;28.65;52.27
Thu;12;5;2016;22:15;84.0;29.86;52.32
Thu;12;5;2016;22:30;87.0;31.51;53.44
Thu;12;5;2016;22:45;86.0;31.21;52.17
Thu;12;5;2016;23:00;85.0;29.42;52.33
Thu;12;5;2016;23:15;86.0;30.65;52.11
Thu;12;5;2016;23:30;85.0;30.6;52.19
Thu;12;5;2016;23:45;83.0;28.28;52.2
Fri;13;5;2016;00:00;85.0;29.7;52.25
Fri;13;5;2016;00:15;84.0;29.64;52.25
Fri;13;5;2016;00:30;85.0;29.49;52.18
Fri;13;5;2016;00:45;86.0;31.14;52.14
Fri;13;5;2016;01:00;86.0;31.41;52.16
Fri;13;5;2016;01:15;85.0;30.34;52.12
Fri;13;5;2016;01:30;85.0;30.06;52.02
Fri;13;5;2016;01:45;87.0;31.33;52.14
Fri;13;5;2016;02:00;81.0;27.17;52.12
Fri;13;5;2016;02:15;85.0;28.91;52.06
Fri;13;5;2016;02:30;84.0;29.59;52.11
Fri;13;5;2016;02:45;83.0;29.15;52.14
Fri;13;5;2016;03:00;85.0;29.07;52.12
Fri;13;5;2016;03:15;85.0;30.96;52.04
Fri;13;5;2016;03:30;86.0;31.07;52.11
Fri;13;5;2016;03:45;87.0;31.45;52.09
Fri;13;5;2016;04:00;84.0;29.27;52.02
Fri;13;5;2016;04:15;87.0;31.54;52.07
Fri;13;5;2016;04:30;83.0;29.47;52.01
Fri;13;5;2016;04:45;83.0;28.44;52.1
Fri;13;5;2016;05:00;84.0;28.83;52.1
Fri;13;5;2016;05:15;85.0;29.27;52.2
Fri;13;5;2016;05:30;82.0;28.18;52.05
Fri;13;5;2016;05:45;87.0;31.23;52.0
Fri;13;5;2016;06:00;86.0;31.76;52.08
Fri;13;5;2016;06:15;85.0;30.93;52.07
Fri;13;5;2016;06:30;85.0;29.74;52.0
Fri;13;5;2016;06:45;88.0;32.8;52.08
Fri;13;5;2016;07:00;82.0;26.75;52.1
Fri;13;5;2016;07:15;83.0;28.7;52.09
Fri;13;5;2016;07:30;83.0;28.72;52.19
Fri;13;5;2016;07:45;86.0;29.98;52.23
Fri;13;5;2016;08:00;86.0;30.52;52.06
Fri;13;5;2016;08:15;85.0;30.34;52.32
Fri;13;5;2016;08:30;87.0;30.25;52.31
Fri;13;5;2016;08:45;86.0;31.26;52.36
Fri;13;5;2016;09:00;86.0;30.35;52.14
Fri;13;5;2016;09:15;89.0;32.11;52.35
Fri;13;5;2016;09:30;88.0;32.33;52.35
Fri;13;5;2016;09:45;87.0;30.12;52.31
Fri;13;5;2016;10:00;86.0;30.43;52.32
Fri;13;5;2016;10:15;86.0;29.92;53.25
Fri;13;5;2016;10:30;88.0;31.26;52.54
Fri;13;5;2016;10:45;90.0;32.64;52.45
Fri;13;5;2016;11:00;87.0;31.36;52.43
Fri;13;5;2016;11:15;87.0;31.1;52.3
Fri;13;5;2016;11:30;87.0;30.04;52.4
Fri;13;5;2016;11:45;88.0;31.4;52.35
Fri;13;5;2016;12:00;88.0;32.2;52.35
Fri;13;5;2016;12:15;89.0;33.08;52.27
Fri;13;5;2016;12:30;88.0;31.5;52.34
Fri;13;5;2016;12:45;87.0;30.64;52.48
Fri;13;5;2016;13:00;88.0;31.62;52.43
Fri;13;5;2016;13:15;90.0;33.9;52.36
Fri;13;5;2016;13:30;88.0;31.36;52.42
Fri;13;5;2016;13:45;90.0;33.64;52.44
Fri;13;5;2016;14:00;88.0;31.94;53.39
Fri;13;5;2016;14:15;89.0;32.57;52.57
Fri;13;5;2016;14:30;70.0;22.12;44.26
Fri;13;5;2016;14:45;93.0;36.67;52.57
Fri;13;5;2016;15:00;92.0;36.18;52.41
Fri;13;5;2016;15:15;91.0;34.95;52.57
Fri;13;5;2016;15:30;92.0;35.43;52.4
Fri;13;5;2016;15:45;90.0;33.8;52.25
Fri;13;5;2016;16:00;89.0;32.64;52.5
Fri;13;5;2016;16:15;85.0;28.84;52.51
Fri;13;5;2016;16:30;91.0;34.71;52.42
Fri;13;5;2016;16:45;93.0;36.39;52.49
Fri;13;5;2016;17:00;88.0;31.17;52.25
Fri;13;5;2016;17:15;89.0;33.37;52.17
Fri;13;5;2016;17:30;90.0;34.15;52.16
Fri;13;5;2016;17:45;88.0;32.88;52.06
Fri;13;5;2016;18:00;86.0;31.4;52.05
Fri;13;5;2016;18:15;88.0;32.58;53.17
Fri;13;5;2016;18:30;90.0;34.36;52.03
Fri;13;5;2016;18:45;86.0;32.02;52.08
Fri;13;5;2016;19:00;87.0;31.74;52.11
Fri;13;5;2016;19:15;87.0;31.54;52.12
Fri;13;5;2016;19:30;87.0;32.93;51.95
Fri;13;5;2016;19:45;86.0;30.86;52.07
Fri;13;5;2016;20:00;86.0;30.82;52.06
Fri;13;5;2016;20:15;86.0;31.18;52.15
Fri;13;5;2016;20:30;85.0;30.15;51.98
Fri;13;5;2016;20:45;88.0;33.1;52.19
Fri;13;5;2016;21:00;86.0;31.66;51.9
Fri;13;5;2016;21:15;86.0;31.39;52.02
Fri;13;5;2016;21:30;86.0;31.26;52.07
Fri;13;5;2016;21:45;86.0;31.17;52.01
Fri;13;5;2016;22:00;86.0;30.98;52.08
Fri;13;5;2016;22:15;86.0;30.32;52.11
Fri;13;5;2016;22:30;85.0;30.92;51.97
Fri;13;5;2016;22:45;85.0;30.56;52.06
Fri;13;5;2016;23:00;87.0;30.75;52.11
Fri;13;5;2016;23:15;88.0;31.19;53.14
Fri;13;5;2016;23:30;89.0;33.19;52.07
Fri;13;5;2016;23:45;87.0;32.15;52.09
Sat;14;5;2016;00:00;88.0;31.78;52.2
Sat;14;5;2016;00:15;86.0;30.78;52.1
Sat;14;5;2016;00:30;86.0;31.17;52.12
Sat;14;5;2016;00:45;86.0;30.84;52.03
Sat;14;5;2016;01:00;86.0;31.23;52.1
Sat;14;5;2016;01:15;85.0;30.56;52.05
Sat;14;5;2016;01:30;86.0;30.74;52.03
Sat;14;5;2016;01:45;85.0;30.69;52.08
Sat;14;5;2016;02:00;85.0;30.12;51.97
Sat;14;5;2016;02:15;86.0;30.87;52.06
Sat;14;5;2016;02:30;85.0;30.52;51.99
Sat;14;5;2016;02:45;88.0;32.92;52.02
Sat;14;5;2016;03:00;86.0;31.47;52.01
Sat;14;5;2016;03:15;86.0;31.1;51.98
Sat;14;5;2016;03:30;84.0;29.89;50.94
Sat;14;5;2016;03:45;86.0;31.11;52.01
Sat;14;5;2016;04:00;86.0;30.88;51.98
Sat;14;5;2016;04:15;84.0;30.5;51.97
Sat;14;5;2016;04:30;85.0;30.44;51.99
Sat;14;5;2016;04:45;87.0;30.67;52.03
Sat;14;5;2016;05:00;85.0;30.6;51.96
Sat;14;5;2016;05:15;85.0;30.35;51.93
Sat;14;5;2016;05:30;85.0;30.12;52.02
Sat;14;5;2016;05:45;85.0;30.76;51.89
Sat;14;5;2016;06:00;86.0;30.39;51.98
Sat;14;5;2016;06:15;85.0;30.83;52.02
Sat;14;5;2016;06:30;85.0;30.55;51.87
Sat;14;5;2016;06:45;85.0;30.49;51.98
Sat;14;5;2016;07:00;85.0;31.1;51.96
Sat;14;5;2016;07:15;86.0;30.48;51.99
Sat;14;5;2016;07:30;85.0;30.59;52.05
Sat;14;5;2016;07:45;87.0;32.15;52.02
Sat;14;5;2016;08:00;87.0;31.74;51.89
Sat;14;5;2016;08:15;85.0;30.72;52.04
Sat;14;5;2016;08:30;85.0;30.75;52.05
Sat;14;5;2016;08:45;85.0;29.91;51.9
Sat;14;5;2016;09:00;84.0;31.08;52.01
Sat;14;5;2016;09:15;87.0;31.31;52.04
Sat;14;5;2016;09:30;86.0;31.09;52.13
Sat;14;5;2016;09:45;86.0;31.43;52.06
Sat;14;5;2016;10:00;84.0;30.75;52.04
Sat;14;5;2016;10:15;86.0;31.16;52.11
Sat;14;5;2016;10:30;87.0;32.5;52.1
Sat;14;5;2016;10:45;88.0;32.4;52.22
Sat;14;5;2016;11:00;85.0;31.02;52.05
Sat;14;5;2016;11:15;86.0;31.32;52.19
Sat;14;5;2016;11:30;85.0;30.55;52.06
Sat;14;5;2016;11:45;86.0;31.28;52.24
Sat;14;5;2016;12:00;88.0;31.99;52.08
Sat;14;5;2016;12:15;87.0;32.58;52.17
Sat;14;5;2016;12:30;84.0;31.04;51.96
Sat;14;5;2016;12:45;86.0;30.86;52.23
Sat;14;5;2016;13:00;86.0;31.24;52.21
Sat;14;5;2016;13:15;86.0;31.62;52.18
Sat;14;5;2016;13:30;89.0;33.54;52.07
Sat;14;5;2016;13:45;86.0;31.89;52.15
Sat;14;5;2016;14:00;86.0;31.01;52.13
Sat;14;5;2016;14:15;85.0;30.25;53.1
Sat;14;5;2016;14:30;86.0;31.7;52.28
Sat;14;5;2016;14:45;87.5;32.87;52.1
Sat;14;5;2016;15:00;87.5;32.85;52.08
Sat;14;5;2016;15:15;86.0;30.94;52.15
Sat;14;5;2016;15:30;86.0;31.0;52.17
Sat;14;5;2016;15:45;88.0;33.46;52.18
Sat;14;5;2016;16:00;88.0;33.28;52.15
Sat;14;5;2016;16:15;86.0;31.91;52.16
Sat;14;5;2016;16:30;86.0;31.37;52.15
Sat;14;5;2016;16:45;88.0;33.43;52.15
Sat;14;5;2016;17:00;88.0;32.98;52.25
Sat;14;5;2016;17:15;87.0;31.39;52.07
Sat;14;5;2016;17:30;86.0;31.14;52.16
Sat;14;5;2016;17:45;86.0;31.98;52.15
Sat;14;5;2016;18:00;89.0;33.39;52.2
Sat;14;5;2016;18:15;86.0;31.06;52.1
Sat;14;5;2016;18:30;85.0;30.96;52.13
Sat;14;5;2016;18:45;87.0;31.5;52.19
Sat;14;5;2016;19:00;86.0;30.69;52.13
Sat;14;5;2016;19:15;89.0;34.44;52.26
Sat;14;5;2016;19:30;86.0;31.66;52.09
Sat;14;5;2016;19:45;87.0;30.95;52.19
Sat;14;5;2016;20:00;86.0;31.55;52.15
Sat;14;5;2016;20:15;86.0;31.27;52.19
Sat;14;5;2016;20:30;86.0;30.48;52.09
Sat;14;5;2016;20:45;85.0;30.53;52.19
Sat;14;5;2016;21:00;86.0;31.29;53.24
Sat;14;5;2016;21:15;87.0;32.81;52.08
Sat;14;5;2016;21:30;87.0;31.03;52.17
Sat;14;5;2016;21:45;86.0;30.57;52.13
Sat;14;5;2016;22:00;86.0;30.78;52.17
Sat;14;5;2016;22:15;85.0;31.26;52.17
Sat;14;5;2016;22:30;85.0;30.49;52.18
Sat;14;5;2016;22:45;86.0;31.08;52.15
Sat;14;5;2016;23:00;86.0;30.78;52.15
Sat;14;5;2016;23:15;87.0;31.37;52.11
Sat;14;5;2016;23:30;86.0;30.77;52.12
Sat;14;5;2016;23:45;86.0;30.95;52.17
Sun;15;5;2016;00:00;85.0;30.46;52.14
Sun;15;5;2016;00:15;86.0;30.82;52.15
Sun;15;5;2016;00:30;86.0;30.67;52.15
Sun;15;5;2016;00:45;84.0;30.57;51.98
Sun;15;5;2016;01:00;86.0;30.75;52.1
Sun;15;5;2016;01:15;87.0;32.72;52.07
Sun;15;5;2016;01:30;87.0;32.17;51.99
Sun;15;5;2016;01:45;86.0;31.34;51.95
Sun;15;5;2016;02:00;86.0;30.88;52.09
Sun;15;5;2016;02:15;85.0;30.46;51.97
Sun;15;5;2016;02:30;86.0;31.17;52.0
Sun;15;5;2016;02:45;86.0;30.92;52.04
Sun;15;5;2016;03:00;85.0;30.47;52.04
Sun;15;5;2016;03:15;85.0;30.31;51.96
Sun;15;5;2016;03:30;84.0;30.46;51.99
Sun;15;5;2016;03:45;86.0;30.35;52.0
Sun;15;5;2016;04:00;85.0;30.21;52.01
Sun;15;5;2016;04:15;85.0;30.32;52.03
Sun;15;5;2016;04:30;86.0;30.74;52.0
Sun;15;5;2016;04:45;85.0;30.91;51.89
Sun;15;5;2016;05:00;88.0;33.53;52.04
Sun;15;5;2016;05:15;86.0;30.56;51.94
Sun;15;5;2016;05:30;85.0;31.14;51.88
Sun;15;5;2016;05:45;85.0;30.89;52.01
Sun;15;5;2016;06:00;86.0;30.24;51.88
Sun;15;5;2016;06:15;86.0;30.73;52.0
Sun;15;5;2016;06:30;85.0;30.19;51.95
Sun;15;5;2016;06:45;85.0;30.46;52.0
Sun;15;5;2016;07:00;85.0;30.46;50.81
Sun;15;5;2016;07:15;85.0;30.24;51.97
Sun;15;5;2016;07:30;85.0;30.87;52.04
Sun;15;5;2016;07:45;85.0;30.34;51.92
Sun;15;5;2016;08:00;86.0;30.57;51.98
Sun;15;5;2016;08:15;84.0;30.56;52.06
Sun;15;5;2016;08:30;86.0;30.83;51.95
Sun;15;5;2016;08:45;86.0;31.41;52.03
Sun;15;5;2016;09:00;85.0;31.63;51.96
Sun;15;5;2016;09:15;90.0;34.34;52.03
Sun;15;5;2016;09:30;84.0;31.0;51.94
Sun;15;5;2016;09:45;87.0;31.44;52.07
Sun;15;5;2016;10:00;86.0;31.13;52.01
Sun;15;5;2016;10:15;86.0;31.44;52.14
Sun;15;5;2016;10:30;88.0;32.85;52.1
Sun;15;5;2016;10:45;87.0;33.31;52.04
Sun;15;5;2016;11:00;87.0;31.94;52.07
Sun;15;5;2016;11:15;85.0;30.78;52.16
Sun;15;5;2016;11:30;87.0;31.88;52.18
Sun;15;5;2016;11:45;88.0;33.96;52.03
Sun;15;5;2016;12:00;88.0;32.93;52.03
Sun;15;5;2016;12:15;86.0;31.91;52.11
Sun;15;5;2016;12:30;87.0;31.85;52.1
Sun;15;5;2016;12:45;89.0;34.38;53.16
Sun;15;5;2016;13:00;88.0;34.44;52.06
Sun;15;5;2016;13:15;88.0;32.22;52.13
Sun;15;5;2016;13:30;86.0;31.19;52.11
Sun;15;5;2016;13:45;88.0;34.55;52.13
Sun;15;5;2016;14:00;89.0;34.05;52.12
Sun;15;5;2016;14:15;87.0;31.88;52.19
Sun;15;5;2016;14:30;88.0;33.2;52.18
Sun;15;5;2016;14:45;89.0;35.29;52.1
Sun;15;5;2016;15:00;89.0;33.82;52.12
Sun;15;5;2016;15:15;87.0;31.99;52.07
Sun;15;5;2016;15:30;90.0;35.14;52.16
Sun;15;5;2016;15:45;90.0;35.31;52.15
Sun;15;5;2016;16:00;88.0;34.23;52.16
Sun;15;5;2016;16:15;88.0;33.03;52.15
Sun;15;5;2016;16:30;89.0;34.75;52.18
Sun;15;5;2016;16:45;91.0;35.61;52.24
Sun;15;5;2016;17:00;87.0;32.37;51.94
Sun;15;5;2016;17:15;87.0;32.82;52.35
Sun;15;5;2016;17:30;89.0;34.03;52.17
Sun;15;5;2016;17:45;90.0;34.57;52.1
Sun;15;5;2016;18:00;85.0;31.53;52.12
Sun;15;5;2016;18:15;88.0;32.27;52.21
Sun;15;5;2016;18:30;90.0;34.66;52.13
Sun;15;5;2016;18:45;87.0;32.41;52.25
Sun;15;5;2016;19:00;87.0;31.2;52.1
Sun;15;5;2016;19:15;86.0;31.84;52.22
Sun;15;5;2016;19:30;89.0;33.96;52.16
Sun;15;5;2016;19:45;87.0;31.7;52.14
Sun;15;5;2016;20:00;85.0;30.82;52.16
Sun;15;5;2016;20:15;87.0;30.57;53.19
Sun;15;5;2016;20:30;85.0;31.45;52.16
Sun;15;5;2016;20:45;89.0;33.76;52.19
Sun;15;5;2016;21:00;86.0;30.32;52.11
Sun;15;5;2016;21:15;85.0;30.59;52.25
Sun;15;5;2016;21:30;86.0;31.16;52.13
Sun;15;5;2016;21:45;86.0;31.29;52.17
Sun;15;5;2016;22:00;87.0;31.13;52.14
Sun;15;5;2016;22:15;89.0;33.37;52.14
Sun;15;5;2016;22:30;86.0;31.56;52.09
Sun;15;5;2016;22:45;85.0;30.46;52.14
Sun;15;5;2016;23:00;86.0;30.68;52.12
Sun;15;5;2016;23:15;85.0;30.18;52.11
Sun;15;5;2016;23:30;81.0;25.59;52.3
Sun;15;5;2016;23:45;83.0;28.18;52.06
Mon;16;5;2016;00:00;81.0;27.21;52.11
Mon;16;5;2016;00:15;87.0;31.46;52.22
Mon;16;5;2016;00:30;87.0;32.24;51.97
Mon;16;5;2016;00:45;84.0;30.28;51.97
Mon;16;5;2016;01:00;84.0;29.09;52.06
Mon;16;5;2016;01:15;84.0;28.9;52.01
Mon;16;5;2016;01:30;84.0;28.96;51.99
Mon;16;5;2016;01:45;85.0;29.67;52.08
Mon;16;5;2016;02:00;84.0;29.32;51.96
Mon;16;5;2016;02:15;84.0;29.09;52.06
Mon;16;5;2016;02:30;83.0;28.65;52.0
Mon;16;5;2016;02:45;84.0;29.14;51.94
Mon;16;5;2016;03:00;87.0;32.85;52.02
Mon;16;5;2016;03:15;85.0;29.23;51.92
Mon;16;5;2016;03:30;83.0;29.39;52.1
Mon;16;5;2016;03:45;85.0;29.9;51.82
Mon;16;5;2016;04:00;84.0;29.81;51.94
Mon;16;5;2016;04:15;85.0;29.48;51.95
Mon;16;5;2016;04:30;84.0;29.17;52.03
Mon;16;5;2016;04:45;82.0;28.8;51.89
Mon;16;5;2016;05:00;85.0;29.53;51.98
Mon;16;5;2016;05:15;84.0;29.04;51.93
Mon;16;5;2016;05:30;84.0;29.72;51.98
Mon;16;5;2016;05:45;84.0;29.21;51.94
Mon;16;5;2016;06:00;84.0;29.28;52.05
Mon;16;5;2016;06:15;83.0;28.88;51.89
Mon;16;5;2016;06:30;85.0;29.65;52.01
Mon;16;5;2016;06:45;83.0;28.8;51.93
Mon;16;5;2016;07:00;84.0;29.45;51.96
Mon;16;5;2016;07:15;85.0;29.9;52.06
Mon;16;5;2016;07:30;87.0;31.35;52.01
Mon;16;5;2016;07:45;87.0;32.3;51.93
Mon;16;5;2016;08:00;84.0;29.2;52.07
Mon;16;5;2016;08:15;84.0;29.33;52.04
Mon;16;5;2016;08:30;87.0;30.39;52.1
Mon;16;5;2016;08:45;86.0;30.24;52.28
Mon;16;5;2016;09:00;89.0;33.58;52.17
Mon;16;5;2016;09:15;87.0;30.05;52.09
Mon;16;5;2016;09:30;86.0;30.48;52.15
Mon;16;5;2016;09:45;86.0;30.49;52.16
Mon;16;5;2016;10:00;90.0;33.14;52.18
Mon;16;5;2016;10:15;86.0;31.33;52.11
Mon;16;5;2016;10:30;87.0;31.32;52.2
Mon;16;5;2016;10:45;90.0;32.54;52.22
