weekday;day;month;year;time;EA+ GERAL FAR (KWh);EA+ AVAC IT FAR (KWh);EA+ IT FAR (KWh)
Fri;11;3;2016;00:15;14.0;3.33;11.06
Fri;11;3;2016;00:30;14.0;3.3;9.97
Fri;11;3;2016;00:45;14.0;3.32;10.02
Fri;11;3;2016;01:00;14.0;3.33;10.03
Fri;11;3;2016;01:15;14.0;3.34;11.04
Fri;11;3;2016;01:30;14.0;3.34;10.01
Fri;11;3;2016;01:45;15.0;3.42;10.04
Fri;11;3;2016;02:00;15.5;4.88;10.0
Fri;11;3;2016;02:15;17.5;5.8;11.05
Fri;11;3;2016;02:30;16.5;5.62;9.98
Fri;11;3;2016;02:45;16.5;5.15;10.01
Fri;11;3;2016;03:00;14.0;3.24;10.01
Fri;11;3;2016;03:15;14.0;3.27;9.99
Fri;11;3;2016;03:30;15.0;3.28;11.02
Fri;11;3;2016;03:45;14.0;3.27;9.99
Fri;11;3;2016;04:00;14.0;3.29;9.99
Fri;11;3;2016;04:15;14.0;3.28;9.88
Fri;11;3;2016;04:30;14.0;3.28;10.93
Fri;11;3;2016;04:45;14.0;3.31;9.93
Fri;11;3;2016;05:00;14.0;3.29;9.89
Fri;11;3;2016;05:15;13.5;3.31;9.93
Fri;11;3;2016;05:30;14.0;3.3;10.89
Fri;11;3;2016;05:45;13.5;3.32;9.9
Fri;11;3;2016;06:00;14.0;3.32;9.91
Fri;11;3;2016;06:15;14.0;3.3;9.94
Fri;11;3;2016;06:30;14.0;3.29;10.9
Fri;11;3;2016;06:45;13.5;3.31;9.93
Fri;11;3;2016;07:00;14.0;3.3;9.92
Fri;11;3;2016;07:15;14.0;3.32;9.93
Fri;11;3;2016;07:30;13.5;3.34;9.93
Fri;11;3;2016;07:45;15.0;3.85;10.92
Fri;11;3;2016;08:00;16.5;5.82;9.98
Fri;11;3;2016;08:15;16.5;5.66;9.88
Fri;11;3;2016;08:30;17.0;5.6;9.94
Fri;11;3;2016;08:45;15.0;3.82;10.45
Fri;11;3;2016;09:00;14.0;3.82;10.45
Fri;11;3;2016;09:15;14.5;3.29;9.94
Fri;11;3;2016;09:30;15.5;3.3;9.96
Fri;11;3;2016;09:45;14.0;3.32;10.93
Fri;11;3;2016;10:00;15.0;3.31;9.94
Fri;11;3;2016;10:15;14.5;3.32;9.97
Fri;11;3;2016;10:30;14.5;3.32;10.95
Fri;11;3;2016;10:45;15.0;3.32;9.97
Fri;11;3;2016;11:00;14.0;3.33;9.97
Fri;11;3;2016;11:15;15.0;3.34;10.47
Fri;11;3;2016;11:30;15.0;3.34;10.47
Fri;11;3;2016;11:45;14.5;3.35;9.96
Fri;11;3;2016;12:00;14.5;3.34;9.97
Fri;11;3;2016;12:15;15.0;3.34;10.95
Fri;11;3;2016;12:30;14.0;3.35;9.94
Fri;11;3;2016;12:45;15.0;3.39;9.91
Fri;11;3;2016;13:00;14.0;3.39;9.92
Fri;11;3;2016;13:15;14.5;3.41;10.94
Fri;11;3;2016;13:30;14.5;3.38;9.9
Fri;11;3;2016;13:45;14.5;3.47;9.93
Fri;11;3;2016;14:00;16.5;5.57;9.93
Fri;11;3;2016;14:15;17.0;5.84;10.91
Fri;11;3;2016;14:30;16.5;5.67;9.9
Fri;11;3;2016;14:45;16.5;5.53;9.9
Fri;11;3;2016;15:00;16.0;4.65;9.9
Fri;11;3;2016;15:15;14.0;3.24;10.9
Fri;11;3;2016;15:30;15.0;3.3;9.91
Fri;11;3;2016;15:45;14.0;3.32;9.94
Fri;11;3;2016;16:00;15.0;3.3;9.88
Fri;11;3;2016;16:15;14.0;3.32;10.94
Fri;11;3;2016;16:30;15.0;3.33;9.94
Fri;11;3;2016;16:45;14.5;3.3;9.86
Fri;11;3;2016;17:00;14.5;3.33;9.94
Fri;11;3;2016;17:15;14.0;3.3;10.87
Fri;11;3;2016;17:30;14.5;3.32;9.96
Fri;11;3;2016;17:45;13.5;3.3;9.88
Fri;11;3;2016;18:00;14.0;3.32;9.92
Fri;11;3;2016;18:15;14.0;3.3;10.89
Fri;11;3;2016;18:30;14.0;3.31;9.92
Fri;11;3;2016;18:45;14.5;3.31;9.92
Fri;11;3;2016;19:00;14.0;3.29;9.9
Fri;11;3;2016;19:15;13.5;3.3;10.9
Fri;11;3;2016;19:30;14.0;3.31;9.94
Fri;11;3;2016;19:45;14.0;3.31;9.92
Fri;11;3;2016;20:00;14.0;3.31;9.91
Fri;11;3;2016;20:15;13.5;3.42;10.92
Fri;11;3;2016;20:30;16.0;5.39;9.88
Fri;11;3;2016;20:45;16.5;5.68;9.91
Fri;11;3;2016;21:00;16.0;5.56;9.88
Fri;11;3;2016;21:15;14.0;3.32;9.91
Fri;11;3;2016;21:30;14.0;3.27;10.91
Fri;11;3;2016;21:45;13.0;3.28;9.94
Fri;11;3;2016;22:00;14.0;3.27;9.92
Fri;11;3;2016;22:15;14.0;3.29;9.94
Fri;11;3;2016;22:30;14.0;3.27;10.93
Fri;11;3;2016;22:45;13.5;3.28;9.9
Fri;11;3;2016;23:00;14.0;3.3;9.98
Fri;11;3;2016;23:15;14.0;3.28;9.93
Fri;11;3;2016;23:30;14.0;3.27;10.89
Fri;11;3;2016;23:45;13.5;3.28;9.93
Sat;12;3;2016;00:00;14.0;3.28;9.92
Sat;12;3;2016;00:15;14.0;3.29;9.94
Sat;12;3;2016;00:30;14.0;3.29;9.9
Sat;12;3;2016;00:45;13.0;3.29;10.97
Sat;12;3;2016;01:00;14.0;3.26;9.88
Sat;12;3;2016;01:15;14.0;3.28;9.92
Sat;12;3;2016;01:30;14.0;3.31;9.97
Sat;12;3;2016;01:45;14.0;3.28;10.89
Sat;12;3;2016;02:00;13.5;3.3;9.94
Sat;12;3;2016;02:15;13.5;3.29;9.89
Sat;12;3;2016;02:30;14.0;3.3;9.9
Sat;12;3;2016;02:45;14.0;3.33;10.95
Sat;12;3;2016;03:00;14.0;3.49;9.93
Sat;12;3;2016;03:15;16.0;5.47;9.91
Sat;12;3;2016;03:30;16.5;5.64;10.42
Sat;12;3;2016;03:45;16.0;5.64;10.42
Sat;12;3;2016;04:00;14.5;3.96;9.88
Sat;12;3;2016;04:15;14.0;3.27;9.9
Sat;12;3;2016;04:30;14.0;3.29;9.91
Sat;12;3;2016;04:45;13.5;3.29;9.93
Sat;12;3;2016;05:00;13.5;3.27;10.89
Sat;12;3;2016;05:15;14.0;3.29;9.94
Sat;12;3;2016;05:30;14.0;3.3;9.93
Sat;12;3;2016;05:45;13.5;3.28;9.88
Sat;12;3;2016;06:00;14.0;3.28;10.92
Sat;12;3;2016;06:15;13.5;3.28;9.93
Sat;12;3;2016;06:30;14.0;3.29;9.95
Sat;12;3;2016;06:45;14.0;3.27;9.88
Sat;12;3;2016;07:00;14.0;3.28;10.93
Sat;12;3;2016;07:15;13.0;3.3;9.96
Sat;12;3;2016;07:30;14.0;3.28;9.91
Sat;12;3;2016;07:45;14.0;3.28;9.93
Sat;12;3;2016;08:00;14.0;3.3;9.95
Sat;12;3;2016;08:15;13.5;3.31;10.93
Sat;12;3;2016;08:30;14.0;3.31;9.93
Sat;12;3;2016;08:45;13.5;3.34;9.93
Sat;12;3;2016;09:00;14.0;3.35;9.96
Sat;12;3;2016;09:15;14.0;3.35;10.94
Sat;12;3;2016;09:30;14.0;3.37;9.92
Sat;12;3;2016;09:45;14.5;4.1;9.97
Sat;12;3;2016;10:00;16.5;5.83;9.91
Sat;12;3;2016;10:15;16.0;5.72;10.92
Sat;12;3;2016;10:30;16.0;5.54;9.92
Sat;12;3;2016;10:45;14.0;3.67;9.93
Sat;12;3;2016;11:00;14.0;3.31;9.93
Sat;12;3;2016;11:15;14.0;3.32;10.9
Sat;12;3;2016;11:30;14.0;3.34;9.98
Sat;12;3;2016;11:45;13.5;3.32;9.92
Sat;12;3;2016;12:00;13.5;3.35;9.95
Sat;12;3;2016;12:15;14.0;3.33;9.9
Sat;12;3;2016;12:30;14.0;3.34;10.95
Sat;12;3;2016;12:45;14.0;3.34;9.93
Sat;12;3;2016;13:00;14.0;3.35;9.96
Sat;12;3;2016;13:15;14.0;3.34;9.94
Sat;12;3;2016;13:30;13.5;3.34;10.93
Sat;12;3;2016;13:45;14.0;3.35;9.92
Sat;12;3;2016;14:00;13.5;3.36;9.92
Sat;12;3;2016;14:15;14.0;3.34;9.91
Sat;12;3;2016;14:30;14.0;3.34;10.91
Sat;12;3;2016;14:45;14.0;3.35;9.91
Sat;12;3;2016;15:00;14.0;3.36;9.92
Sat;12;3;2016;15:15;13.5;3.34;9.92
Sat;12;3;2016;15:30;14.0;3.37;9.91
Sat;12;3;2016;15:45;14.0;3.52;10.93
Sat;12;3;2016;16:00;16.0;5.49;9.91
Sat;12;3;2016;16:15;16.5;5.76;9.91
Sat;12;3;2016;16:30;16.0;5.64;9.9
Sat;12;3;2016;16:45;15.0;4.58;10.89
Sat;12;3;2016;17:00;13.5;3.27;9.93
Sat;12;3;2016;17:15;13.5;3.29;9.96
Sat;12;3;2016;17:30;14.0;3.31;9.97
Sat;12;3;2016;17:45;14.0;3.28;10.93
Sat;12;3;2016;18:00;14.0;3.29;9.96
Sat;12;3;2016;18:15;14.0;3.29;9.95
Sat;12;3;2016;18:30;13.5;3.3;9.96
Sat;12;3;2016;18:45;13.5;3.3;10.97
Sat;12;3;2016;19:00;14.0;3.31;10.01
Sat;12;3;2016;19:15;14.0;3.29;9.94
Sat;12;3;2016;19:30;14.0;3.28;9.96
Sat;12;3;2016;19:45;14.0;3.29;9.97
Sat;12;3;2016;20:00;13.0;3.31;11.01
Sat;12;3;2016;20:15;14.0;2.92;9.94
Sat;12;3;2016;20:30;16.0;5.66;9.96
Sat;12;3;2016;20:45;15.5;4.74;9.98
Sat;12;3;2016;21:00;13.5;3.21;10.96
Sat;12;3;2016;21:15;14.0;3.21;9.96
Sat;12;3;2016;21:30;14.0;3.21;9.97
Sat;12;3;2016;21:45;14.0;3.21;9.96
Sat;12;3;2016;22:00;13.0;3.22;11.01
Sat;12;3;2016;22:15;14.0;3.21;9.94
Sat;12;3;2016;22:30;14.0;3.21;9.94
Sat;12;3;2016;22:45;13.5;3.23;9.98
Sat;12;3;2016;23:00;14.0;3.22;9.96
Sat;12;3;2016;23:15;13.5;3.22;10.95
Sat;12;3;2016;23:30;14.0;3.24;9.99
Sat;12;3;2016;23:45;14.0;3.21;9.94
Sun;13;3;2016;00:00;13.5;3.22;9.99
Sun;13;3;2016;00:15;13.5;3.21;10.95
Sun;13;3;2016;00:30;14.0;3.21;9.95
Sun;13;3;2016;00:45;14.0;3.21;9.96
Sun;13;3;2016;01:00;14.0;3.22;9.98
Sun;13;3;2016;01:15;13.0;3.21;10.96
Sun;13;3;2016;01:30;14.0;3.22;9.97
Sun;13;3;2016;01:45;14.0;3.21;9.95
Sun;13;3;2016;02:00;13.5;3.21;9.95
Sun;13;3;2016;02:15;14.0;3.22;11.01
Sun;13;3;2016;02:30;13.5;3.19;9.91
Sun;13;3;2016;02:45;14.0;3.2;9.96
Sun;13;3;2016;03:00;13.5;3.2;9.96
Sun;13;3;2016;03:15;13.5;3.21;9.98
Sun;13;3;2016;03:30;14.0;3.21;10.95
Sun;13;3;2016;03:45;14.0;3.2;9.99
Sun;13;3;2016;04:00;14.0;3.19;9.95
Sun;13;3;2016;04:15;13.0;3.21;9.97
Sun;13;3;2016;04:30;14.0;3.21;10.97
Sun;13;3;2016;04:45;14.0;3.21;9.96
Sun;13;3;2016;05:00;14.0;3.2;9.95
Sun;13;3;2016;05:15;13.0;3.21;9.98
Sun;13;3;2016;05:30;14.0;3.22;10.94
Sun;13;3;2016;05:45;14.0;3.24;9.97
Sun;13;3;2016;06:00;13.5;3.21;9.96
Sun;13;3;2016;06:15;14.0;3.24;10.0
Sun;13;3;2016;06:30;13.5;3.23;10.94
Sun;13;3;2016;06:45;14.0;3.24;10.0
Sun;13;3;2016;07:00;14.0;3.23;9.95
Sun;13;3;2016;07:15;13.0;3.23;10.01
Sun;13;3;2016;07:30;14.0;3.21;9.94
Sun;13;3;2016;07:45;14.0;3.24;10.98
Sun;13;3;2016;08:00;14.0;3.23;9.96
Sun;13;3;2016;08:15;13.0;3.22;9.98
Sun;13;3;2016;08:30;14.0;3.24;9.99
Sun;13;3;2016;08:45;14.0;3.24;10.97
Sun;13;3;2016;09:00;13.5;3.25;10.0
Sun;13;3;2016;09:15;14.0;3.23;9.96
Sun;13;3;2016;09:30;13.5;3.24;9.98
Sun;13;3;2016;09:45;14.0;3.24;10.99
Sun;13;3;2016;10:00;13.5;3.23;9.98
Sun;13;3;2016;10:15;14.0;3.27;10.01
Sun;13;3;2016;10:30;13.5;3.24;9.97
Sun;13;3;2016;10:45;14.0;3.26;9.97
Sun;13;3;2016;11:00;14.0;3.28;11.05
Sun;13;3;2016;11:15;14.0;3.27;9.94
Sun;13;3;2016;11:30;13.5;3.29;9.98
Sun;13;3;2016;11:45;13.5;3.3;9.96
Sun;13;3;2016;12:00;14.0;3.29;10.95
Sun;13;3;2016;12:15;14.0;3.29;9.94
Sun;13;3;2016;12:30;13.5;3.32;9.98
Sun;13;3;2016;12:45;14.0;3.29;9.91
Sun;13;3;2016;13:00;13.5;3.34;10.97
Sun;13;3;2016;13:15;14.0;3.36;9.92
Sun;13;3;2016;13:30;14.0;3.4;9.95
Sun;13;3;2016;13:45;14.0;3.42;9.97
Sun;13;3;2016;14:00;14.0;3.42;10.92
Sun;13;3;2016;14:15;13.5;3.45;9.94
Sun;13;3;2016;14:30;14.5;3.45;9.94
Sun;13;3;2016;14:45;14.0;3.46;9.96
Sun;13;3;2016;15:00;14.0;3.43;9.9
Sun;13;3;2016;15:15;14.0;3.45;10.28
Sun;13;3;2016;15:30;13.5;3.45;10.28
Sun;13;3;2016;15:45;14.0;3.45;10.28
Sun;13;3;2016;16:00;14.0;3.45;9.91
Sun;13;3;2016;16:15;14.0;3.52;10.99
Sun;13;3;2016;16:30;13.5;3.45;9.91
Sun;13;3;2016;16:45;15.0;3.53;9.94
Sun;13;3;2016;17:00;14.0;3.54;9.92
Sun;13;3;2016;17:15;14.0;3.6;10.98
Sun;13;3;2016;17:30;15.5;5.01;9.94
Sun;13;3;2016;17:45;16.0;5.58;9.92
Sun;13;3;2016;18:00;16.5;5.64;9.95
Sun;13;3;2016;18:15;14.5;4.3;10.9
Sun;13;3;2016;18:30;13.5;3.25;9.96
Sun;13;3;2016;18:45;14.0;3.24;9.91
Sun;13;3;2016;19:00;13.5;3.24;9.93
Sun;13;3;2016;19:15;14.0;3.26;9.99
Sun;13;3;2016;19:30;14.0;3.22;10.89
Sun;13;3;2016;19:45;13.5;3.24;9.97
Sun;13;3;2016;20:00;14.0;3.22;9.91
Sun;13;3;2016;20:15;13.0;3.22;9.92
Sun;13;3;2016;20:30;14.0;3.25;10.96
Sun;13;3;2016;20:45;14.0;3.23;9.94
Sun;13;3;2016;21:00;14.0;3.23;9.93
Sun;13;3;2016;21:15;14.0;3.22;9.94
Sun;13;3;2016;21:30;13.0;3.23;10.94
Sun;13;3;2016;21:45;14.0;3.24;9.98
Sun;13;3;2016;22:00;13.5;3.24;9.93
Sun;13;3;2016;22:15;14.0;3.22;9.91
Sun;13;3;2016;22:30;13.5;3.22;10.95
Sun;13;3;2016;22:45;14.0;3.23;9.92
Sun;13;3;2016;23:00;14.0;3.25;9.97
Sun;13;3;2016;23:15;13.5;3.24;9.92
Sun;13;3;2016;23:30;13.5;3.25;9.95
Sun;13;3;2016;23:45;14.0;3.22;10.91
Mon;14;3;2016;00:00;14.0;3.24;9.95
Mon;14;3;2016;00:15;14.0;3.4;9.93
Mon;14;3;2016;00:30;14.5;4.28;9.95
Mon;14;3;2016;00:45;14.0;3.24;10.94
Mon;14;3;2016;01:00;13.5;3.39;9.94
Mon;14;3;2016;01:15;15.0;4.28;9.94
Mon;14;3;2016;01:30;14.0;3.24;9.95
Mon;14;3;2016;01:45;13.5;3.32;10.96
Mon;14;3;2016;02:00;15.5;4.35;9.94
Mon;14;3;2016;02:15;13.0;3.24;9.93
Mon;14;3;2016;02:30;14.0;3.37;9.9
Mon;14;3;2016;02:45;15.0;4.33;9.97
Mon;14;3;2016;03:00;14.0;3.21;10.92
Mon;14;3;2016;03:15;14.0;3.22;9.95
Mon;14;3;2016;03:30;14.0;3.88;9.96
Mon;14;3;2016;03:45;13.5;3.2;9.9
Mon;14;3;2016;04:00;14.0;3.34;10.94
Mon;14;3;2016;04:15;14.5;3.9;9.95
Mon;14;3;2016;04:30;14.0;3.21;9.95
Mon;14;3;2016;04:45;14.0;3.23;9.96
Mon;14;3;2016;05:00;14.0;4.05;10.93
Mon;14;3;2016;05:15;14.0;3.21;9.95
Mon;14;3;2016;05:30;13.5;3.21;9.92
Mon;14;3;2016;05:45;14.0;3.33;9.95
Mon;14;3;2016;06:00;14.5;4.21;10.94
Mon;14;3;2016;06:15;14.0;3.21;9.94
Mon;14;3;2016;06:30;13.5;3.22;9.95
Mon;14;3;2016;06:45;14.0;3.36;9.96
Mon;14;3;2016;07:00;14.5;3.7;9.92
Mon;14;3;2016;07:15;13.0;3.21;10.94
Mon;14;3;2016;07:30;14.0;3.24;9.98
Mon;14;3;2016;07:45;14.5;4.06;9.95
Mon;14;3;2016;08:00;14.0;3.24;9.95
Mon;14;3;2016;08:15;15.5;3.25;10.98
Mon;14;3;2016;08:30;16.0;4.01;9.93
Mon;14;3;2016;08:45;14.5;3.23;9.93
Mon;14;3;2016;09:00;14.5;3.37;9.95
Mon;14;3;2016;09:15;16.0;4.16;11.0
Mon;14;3;2016;09:30;15.0;3.23;9.97
Mon;14;3;2016;09:45;15.5;3.9;9.99
Mon;14;3;2016;10:00;15.5;3.53;10.99
Mon;14;3;2016;10:15;15.0;3.25;10.0
Mon;14;3;2016;10:30;16.0;4.28;9.98
Mon;14;3;2016;10:45;14.5;3.25;10.0
Mon;14;3;2016;11:00;16.5;4.17;11.0
Mon;14;3;2016;11:15;16.0;3.27;9.97
Mon;14;3;2016;11:30;17.0;4.55;10.04
Mon;14;3;2016;11:45;16.0;3.69;11.02
Mon;14;3;2016;12:00;17.0;4.3;9.95
Mon;14;3;2016;12:15;15.5;3.48;9.96
Mon;14;3;2016;12:30;17.0;4.92;10.96
Mon;14;3;2016;12:45;15.5;3.36;9.93
Mon;14;3;2016;13:00;16.0;4.3;9.96
Mon;14;3;2016;13:15;17.0;4.69;9.94
Mon;14;3;2016;13:30;15.5;3.34;10.95
Mon;14;3;2016;13:45;14.5;3.98;9.95
Mon;14;3;2016;14:00;29.0;3.98;9.95
Mon;14;3;2016;14:15;16.0;3.31;10.95
Mon;14;3;2016;14:30;17.0;4.9;10.02
Mon;14;3;2016;14:45;16.0;3.54;9.99
Mon;14;3;2016;15:00;15.5;3.52;9.98
Mon;14;3;2016;15:15;16.5;4.34;10.98
Mon;14;3;2016;15:30;17.0;3.92;9.97
Mon;14;3;2016;15:45;17.0;4.44;9.97
Mon;14;3;2016;16:00;16.5;3.43;11.01
Mon;14;3;2016;16:15;17.5;4.98;9.94
Mon;14;3;2016;16:30;16.0;3.29;9.96
Mon;14;3;2016;16:45;17.0;4.03;9.93
Mon;14;3;2016;17:00;17.0;4.72;10.95
Mon;14;3;2016;17:15;16.0;3.26;9.93
Mon;14;3;2016;17:30;16.0;3.56;9.95
Mon;14;3;2016;17:45;17.0;4.75;10.95
Mon;14;3;2016;18:00;14.5;3.34;9.9
Mon;14;3;2016;18:15;16.5;4.43;9.93
Mon;14;3;2016;18:30;15.5;4.04;9.93
Mon;14;3;2016;18:45;15.0;4.08;10.41
Mon;14;3;2016;19:00;16.5;4.08;10.41
Mon;14;3;2016;19:15;15.0;3.58;9.93
Mon;14;3;2016;19:30;15.0;3.49;9.93
Mon;14;3;2016;19:45;16.0;4.91;10.95
Mon;14;3;2016;20:00;15.0;3.28;9.94
Mon;14;3;2016;20:15;15.0;3.58;9.95
Mon;14;3;2016;20:30;16.0;4.71;9.93
Mon;14;3;2016;20:45;14.5;3.34;9.93
Mon;14;3;2016;21:00;16.5;5.16;10.92
Mon;14;3;2016;21:15;14.5;3.68;9.92
Mon;14;3;2016;21:30;14.5;3.28;9.93
Mon;14;3;2016;21:45;15.5;4.12;9.96
Mon;14;3;2016;22:00;16.0;4.35;10.91
Mon;14;3;2016;22:15;14.5;3.28;9.95
Mon;14;3;2016;22:30;15.0;4.12;9.92
Mon;14;3;2016;22:45;15.5;3.89;9.94
Mon;14;3;2016;23:00;14.5;3.37;10.92
Mon;14;3;2016;23:15;16.0;5.13;9.95
Mon;14;3;2016;23:30;15.0;3.5;9.89
Mon;14;3;2016;23:45;15.0;3.27;9.93
Tue;15;3;2016;00:00;15.0;4.13;10.92
Tue;15;3;2016;00:15;15.5;3.91;9.91
Tue;15;3;2016;00:30;14.5;3.38;9.92
Tue;15;3;2016;00:45;16.0;4.44;9.92
Tue;15;3;2016;01:00;15.0;3.34;9.94
Tue;15;3;2016;01:15;16.0;4.84;10.9
Tue;15;3;2016;01:30;14.5;3.18;9.93
Tue;15;3;2016;01:45;15.5;3.8;9.92
Tue;15;3;2016;02:00;15.0;4.37;9.93
Tue;15;3;2016;02:15;15.0;3.34;10.92
Tue;15;3;2016;02:30;16.0;4.96;9.93
Tue;15;3;2016;02:45;15.0;3.18;9.93
Tue;15;3;2016;03:00;14.5;3.48;9.89
Tue;15;3;2016;03:15;16.5;5.09;10.92
Tue;15;3;2016;03:30;15.0;3.17;9.91
Tue;15;3;2016;03:45;14.5;3.5;9.96
Tue;15;3;2016;04:00;16.0;4.75;9.88
Tue;15;3;2016;04:15;14.5;3.27;10.9
Tue;15;3;2016;04:30;17.0;5.08;9.91
Tue;15;3;2016;04:45;15.0;3.34;9.92
Tue;15;3;2016;05:00;15.0;3.38;9.91
Tue;15;3;2016;05:15;17.0;5.13;9.94
Tue;15;3;2016;05:30;14.0;3.18;10.93
Tue;15;3;2016;05:45;15.0;3.39;9.9
Tue;15;3;2016;06:00;16.0;4.97;9.94
Tue;15;3;2016;06:15;15.0;3.36;9.91
Tue;15;3;2016;06:30;14.5;3.38;10.9
Tue;15;3;2016;06:45;16.0;4.82;9.93
Tue;15;3;2016;07:00;14.5;3.19;9.9
Tue;15;3;2016;07:15;15.0;3.54;9.93
Tue;15;3;2016;07:30;15.5;4.65;10.93
Tue;15;3;2016;07:45;14.5;3.28;9.9
Tue;15;3;2016;08:00;16.0;4.47;9.95
Tue;15;3;2016;08:15;17.0;4.43;9.95
Tue;15;3;2016;08:30;16.0;3.24;10.93
Tue;15;3;2016;08:45;16.0;3.84;9.96
Tue;15;3;2016;09:00;16.0;4.38;9.95
Tue;15;3;2016;09:15;15.5;3.36;9.93
Tue;15;3;2016;09:30;17.0;4.47;10.96
Tue;15;3;2016;09:45;16.0;4.03;10.01
Tue;15;3;2016;10:00;15.5;3.39;10.02
Tue;15;3;2016;10:15;17.0;4.59;10.96
Tue;15;3;2016;10:30;16.0;3.87;10.02
Tue;15;3;2016;10:45;15.0;3.41;9.93
Tue;15;3;2016;11:00;16.0;4.73;9.98
Tue;15;3;2016;11:15;15.5;3.62;10.99
Tue;15;3;2016;11:30;15.0;4.13;9.97
Tue;15;3;2016;11:45;17.5;4.13;9.97
Tue;15;3;2016;12:00;15.0;3.33;11.01
Tue;15;3;2016;12:15;15.5;3.92;9.96
Tue;15;3;2016;12:30;16.5;4.63;9.96
Tue;15;3;2016;12:45;15.0;3.37;10.96
Tue;15;3;2016;13:00;16.0;4.19;9.95
Tue;15;3;2016;13:15;16.5;4.6;9.99
Tue;15;3;2016;13:30;15.0;3.35;9.89
Tue;15;3;2016;13:45;15.5;3.96;10.92
Tue;15;3;2016;14:00;16.0;4.53;9.9
Tue;15;3;2016;14:15;15.0;3.39;9.91
Tue;15;3;2016;14:30;16.0;4.37;9.93
Tue;15;3;2016;14:45;15.0;4.0;10.93
Tue;15;3;2016;15:00;15.5;3.49;9.88
Tue;15;3;2016;15:15;16.5;5.07;9.93
Tue;15;3;2016;15:30;15.0;3.27;9.95
Tue;15;3;2016;15:45;15.5;3.64;10.96
Tue;15;3;2016;16:00;17.0;4.94;10.0
Tue;15;3;2016;16:15;15.5;3.28;9.91
Tue;15;3;2016;16:30;15.5;3.65;10.98
Tue;15;3;2016;16:45;16.5;4.61;9.96
Tue;15;3;2016;17:00;16.0;3.43;9.99
Tue;15;3;2016;17:15;17.0;4.69;9.94
Tue;15;3;2016;17:30;15.0;3.36;10.91
Tue;15;3;2016;17:45;17.5;4.81;9.98
Tue;15;3;2016;18:00;15.0;3.65;9.93
Tue;15;3;2016;18:15;15.5;3.41;9.93
Tue;15;3;2016;18:30;16.0;4.73;10.92
Tue;15;3;2016;18:45;15.0;3.5;9.9
Tue;15;3;2016;19:00;16.0;3.5;9.9
Tue;15;3;2016;19:15;16.0;4.83;9.93
Tue;15;3;2016;19:30;14.5;3.33;10.95
Tue;15;3;2016;19:45;15.5;4.37;9.86
Tue;15;3;2016;20:00;15.0;3.72;9.9
Tue;15;3;2016;20:15;15.0;3.56;9.94
Tue;15;3;2016;20:30;16.0;4.86;10.87
Tue;15;3;2016;20:45;14.0;3.31;9.88
Tue;15;3;2016;21:00;15.5;4.48;9.89
Tue;15;3;2016;21:15;14.5;3.67;9.89
Tue;15;3;2016;21:30;15.0;3.83;10.91
Tue;15;3;2016;21:45;16.0;4.73;9.88
Tue;15;3;2016;22:00;14.0;3.33;9.9
Tue;15;3;2016;22:15;16.0;4.48;9.87
Tue;15;3;2016;22:30;15.5;4.55;10.87
Tue;15;3;2016;22:45;14.5;3.26;9.93
Tue;15;3;2016;23:00;14.5;3.73;9.93
Tue;15;3;2016;23:15;16.0;4.51;9.89
Tue;15;3;2016;23:30;14.5;3.33;10.9
Tue;15;3;2016;23:45;16.0;4.84;9.93
Wed;16;3;2016;00:00;14.5;3.98;9.96
Wed;16;3;2016;00:15;14.5;3.25;9.85
Wed;16;3;2016;00:30;15.5;4.35;9.93
Wed;16;3;2016;00:45;14.5;3.78;10.88
Wed;16;3;2016;01:00;15.0;3.44;9.9
Wed;16;3;2016;01:15;15.5;4.67;9.89
Wed;16;3;2016;01:30;14.5;3.29;9.93
Wed;16;3;2016;01:45;16.0;4.64;10.87
Wed;16;3;2016;02:00;14.5;3.59;9.91
Wed;16;3;2016;02:15;14.5;3.48;9.95
Wed;16;3;2016;02:30;16.0;4.94;9.87
Wed;16;3;2016;02:45;15.0;3.2;10.9
Wed;16;3;2016;03:00;15.0;3.99;9.92
Wed;16;3;2016;03:15;15.0;4.26;9.88
Wed;16;3;2016;03:30;15.0;3.28;9.91
Wed;16;3;2016;03:45;15.0;4.77;9.92
Wed;16;3;2016;04:00;14.5;3.31;10.86
Wed;16;3;2016;04:15;15.5;3.77;9.91
Wed;16;3;2016;04:30;15.0;4.37;9.91
Wed;16;3;2016;04:45;15.0;3.29;9.9
Wed;16;3;2016;05:00;16.0;4.81;10.9
Wed;16;3;2016;05:15;14.0;3.49;9.92
Wed;16;3;2016;05:30;14.0;3.35;9.88
Wed;16;3;2016;05:45;16.0;4.83;9.92
Wed;16;3;2016;06:00;14.5;3.18;10.91
Wed;16;3;2016;06:15;15.5;3.9;9.91
Wed;16;3;2016;06:30;15.0;4.4;9.9
Wed;16;3;2016;06:45;15.0;3.26;9.9
Wed;16;3;2016;07:00;15.0;4.4;10.9
Wed;16;3;2016;07:15;16.0;4.26;9.91
Wed;16;3;2016;07:30;14.0;3.24;9.91
Wed;16;3;2016;07:45;15.0;4.18;9.9
Wed;16;3;2016;08:00;17.0;4.39;9.92
Wed;16;3;2016;08:15;16.0;3.27;10.93
Wed;16;3;2016;08:30;15.5;4.11;9.94
Wed;16;3;2016;08:45;15.5;4.04;9.93
Wed;16;3;2016;09:00;15.0;3.48;9.98
