weekday;day;month;year;time;EA+ GERAL CMB (KWh);EA+ AVAC CMB (KWh);EA+ IT CMB (KWh)
Sun;8;5;2016;21:15;21.0;4.5;15.55
Sun;8;5;2016;21:30;22.0;5.23;15.55
Sun;8;5;2016;21:45;22.0;5.21;15.55
Sun;8;5;2016;22:00;22.0;5.27;15.57
Sun;8;5;2016;22:15;21.0;4.75;15.55
Sun;8;5;2016;22:30;21.0;4.73;15.54
Sun;8;5;2016;22:45;22.0;5.17;15.53
Sun;8;5;2016;23:00;21.0;5.26;15.54
Sun;8;5;2016;23:15;22.0;5.24;15.54
Sun;8;5;2016;23:30;21.0;4.52;15.53
Sun;8;5;2016;23:45;22.0;4.92;15.53
Mon;9;5;2016;00:00;22.0;5.2;15.52
Mon;9;5;2016;00:15;21.0;5.24;15.53
Mon;9;5;2016;00:30;22.0;5.24;15.53
Mon;9;5;2016;00:45;21.0;4.41;15.51
Mon;9;5;2016;01:00;22.0;4.94;15.51
Mon;9;5;2016;01:15;21.0;5.13;15.5
Mon;9;5;2016;01:30;22.0;5.19;15.51
Mon;9;5;2016;01:45;22.0;5.21;15.5
Mon;9;5;2016;02:00;21.0;4.67;15.5
Mon;9;5;2016;02:15;21.0;4.7;15.48
Mon;9;5;2016;02:30;21.0;5.11;15.49
Mon;9;5;2016;02:45;22.0;5.19;15.49
Mon;9;5;2016;03:00;22.0;5.23;15.49
Mon;9;5;2016;03:15;21.0;5.14;15.48
Mon;9;5;2016;03:30;22.0;4.63;15.48
Mon;9;5;2016;03:45;21.0;4.73;15.48
Mon;9;5;2016;04:00;22.0;5.22;15.51
Mon;9;5;2016;04:15;21.0;5.18;15.48
Mon;9;5;2016;04:30;22.0;5.22;15.48
Mon;9;5;2016;04:45;21.0;4.72;15.48
Mon;9;5;2016;05:00;21.0;4.62;15.47
Mon;9;5;2016;05:15;22.0;5.14;15.5
Mon;9;5;2016;05:30;21.0;5.12;15.48
Mon;9;5;2016;05:45;22.0;5.17;15.48
Mon;9;5;2016;06:00;21.0;4.94;15.48
Mon;9;5;2016;06:15;21.0;4.46;15.5
Mon;9;5;2016;06:30;22.0;5.06;15.48
Mon;9;5;2016;06:45;21.0;5.13;15.48
Mon;9;5;2016;07:00;22.0;5.18;15.48
Mon;9;5;2016;07:15;22.0;5.15;15.48
Mon;9;5;2016;07:30;21.0;4.67;15.5
Mon;9;5;2016;07:45;22.0;4.61;15.49
Mon;9;5;2016;08:00;22.0;5.27;15.49
Mon;9;5;2016;08:15;21.0;4.28;15.51
Mon;9;5;2016;08:30;22.0;5.07;15.51
Mon;9;5;2016;08:45;21.0;4.64;15.52
Mon;9;5;2016;09:00;22.0;4.75;15.5
Mon;9;5;2016;09:15;22.0;5.1;15.52
Mon;9;5;2016;09:30;22.0;4.3;15.51
Mon;9;5;2016;09:45;23.0;5.19;15.51
Mon;9;5;2016;10:00;22.0;4.93;15.53
Mon;9;5;2016;10:15;22.0;4.67;15.52
Mon;9;5;2016;10:30;23.0;5.26;15.52
Mon;9;5;2016;10:45;21.0;4.62;15.52
Mon;9;5;2016;11:00;22.0;4.93;15.54
Mon;9;5;2016;11:15;23.0;5.33;15.52
Mon;9;5;2016;11:30;22.0;5.34;15.47
Mon;9;5;2016;11:45;22.0;4.31;15.51
Mon;9;5;2016;12:00;22.0;5.3;15.52
Mon;9;5;2016;12:15;23.0;5.36;15.54
Mon;9;5;2016;12:30;21.0;4.51;15.52
Mon;9;5;2016;12:45;23.0;5.36;15.52
Mon;9;5;2016;13:00;28.0;11.83;15.46
Mon;9;5;2016;13:15;27.0;10.75;15.36
Mon;9;5;2016;13:30;25.0;7.26;15.38
Mon;9;5;2016;13:45;25.0;8.13;15.39
Mon;9;5;2016;14:00;25.0;8.12;15.39
Mon;9;5;2016;14:15;25.0;8.1;15.39
Mon;9;5;2016;14:30;26.0;8.11;15.39
Mon;9;5;2016;14:45;24.0;7.57;15.41
Mon;9;5;2016;15:00;19.0;1.54;15.47
Mon;9;5;2016;15:15;21.0;3.96;15.53
Mon;9;5;2016;15:30;21.0;4.41;15.54
Mon;9;5;2016;15:45;22.0;4.37;15.55
Mon;9;5;2016;16:00;22.0;4.37;15.55
Mon;9;5;2016;16:15;21.0;4.37;15.55
Mon;9;5;2016;16:30;23.0;4.85;15.54
Mon;9;5;2016;16:45;21.0;3.27;15.51
Mon;9;5;2016;17:00;19.0;1.74;15.54
Mon;9;5;2016;17:15;19.0;1.56;15.55
Mon;9;5;2016;17:30;20.0;2.26;15.58
Mon;9;5;2016;17:45;20.0;3.26;15.56
Mon;9;5;2016;18:00;19.0;1.73;15.55
Mon;9;5;2016;18:15;19.0;1.72;15.57
Mon;9;5;2016;18:30;18.0;1.73;15.57
Mon;9;5;2016;18:45;18.5;1.74;15.56
Mon;9;5;2016;19:00;18.5;1.74;15.56
Mon;9;5;2016;19:15;18.0;1.8;15.57
Mon;9;5;2016;19:30;18.0;1.79;15.58
Mon;9;5;2016;19:45;19.0;2.07;15.56
Mon;9;5;2016;20:00;18.5;1.87;15.56
Mon;9;5;2016;20:15;18.5;1.87;15.56
Mon;9;5;2016;20:30;18.0;1.72;15.57
Mon;9;5;2016;20:45;19.0;1.7;15.56
Mon;9;5;2016;21:00;18.0;1.69;15.56
Mon;9;5;2016;21:15;18.0;1.68;15.55
Mon;9;5;2016;21:30;18.0;1.68;15.56
Mon;9;5;2016;21:45;18.0;1.66;15.56
Mon;9;5;2016;22:00;19.0;1.65;15.55
Mon;9;5;2016;22:15;18.0;1.64;15.55
Mon;9;5;2016;22:30;18.0;1.64;15.54
Mon;9;5;2016;22:45;18.0;1.64;15.55
Mon;9;5;2016;23:00;19.0;1.64;15.54
Mon;9;5;2016;23:15;18.0;1.63;15.53
Mon;9;5;2016;23:30;18.0;1.62;15.52
Mon;9;5;2016;23:45;18.0;1.61;15.52
Tue;10;5;2016;00:00;18.0;1.59;15.52
Tue;10;5;2016;00:15;18.0;1.6;15.53
Tue;10;5;2016;00:30;18.0;1.6;15.52
Tue;10;5;2016;00:45;18.0;1.59;15.51
Tue;10;5;2016;01:00;18.0;1.6;15.51
Tue;10;5;2016;01:15;18.0;1.58;15.49
Tue;10;5;2016;01:30;18.0;1.58;15.52
Tue;10;5;2016;01:45;19.0;1.59;15.49
Tue;10;5;2016;02:00;18.0;1.6;15.5
Tue;10;5;2016;02:15;18.0;1.61;15.49
Tue;10;5;2016;02:30;18.0;1.61;15.51
Tue;10;5;2016;02:45;18.0;1.62;15.48
Tue;10;5;2016;03:00;18.0;1.63;15.5
Tue;10;5;2016;03:15;18.0;1.63;15.49
Tue;10;5;2016;03:30;18.0;1.63;15.49
Tue;10;5;2016;03:45;18.0;1.64;15.51
Tue;10;5;2016;04:00;18.0;1.65;15.49
Tue;10;5;2016;04:15;18.5;1.65;15.49
Tue;10;5;2016;04:30;18.5;1.65;15.49
Tue;10;5;2016;04:45;18.0;1.65;15.49
Tue;10;5;2016;05:00;18.0;1.64;15.5
Tue;10;5;2016;05:15;18.0;1.64;15.49
Tue;10;5;2016;05:30;18.0;1.64;15.49
Tue;10;5;2016;05:45;18.0;1.63;15.48
Tue;10;5;2016;06:00;18.0;1.63;15.48
Tue;10;5;2016;06:15;18.0;1.61;15.49
Tue;10;5;2016;06:30;19.0;1.6;15.48
Tue;10;5;2016;06:45;18.0;1.59;15.49
Tue;10;5;2016;07:00;18.0;1.59;15.48
Tue;10;5;2016;07:15;18.0;1.59;15.5
Tue;10;5;2016;07:30;18.0;1.6;15.48
Tue;10;5;2016;07:45;19.0;1.61;15.5
Tue;10;5;2016;08:00;19.0;1.63;15.5
Tue;10;5;2016;08:15;18.0;1.62;15.52
Tue;10;5;2016;08:30;19.0;1.65;15.53
Tue;10;5;2016;08:45;19.0;1.66;15.52
Tue;10;5;2016;09:00;19.0;1.68;15.53
Tue;10;5;2016;09:15;19.0;1.69;15.53
Tue;10;5;2016;09:30;19.0;1.69;15.54
Tue;10;5;2016;09:45;19.0;1.69;15.55
Tue;10;5;2016;10:00;19.0;1.7;15.54
Tue;10;5;2016;10:15;18.0;1.7;15.53
Tue;10;5;2016;10:30;19.0;1.69;15.54
Tue;10;5;2016;10:45;19.0;1.69;15.53
Tue;10;5;2016;11:00;19.0;1.65;15.48
Tue;10;5;2016;11:15;18.0;1.63;15.4
Tue;10;5;2016;11:30;19.0;1.64;15.4
Tue;10;5;2016;11:45;19.0;1.64;15.4
Tue;10;5;2016;12:00;18.0;1.67;15.4
Tue;10;5;2016;12:15;19.0;1.71;15.42
Tue;10;5;2016;12:30;19.0;1.76;15.41
Tue;10;5;2016;12:45;18.0;1.82;15.41
Tue;10;5;2016;13:00;19.0;1.92;15.41
Tue;10;5;2016;13:15;21.0;4.31;15.42
Tue;10;5;2016;13:30;28.0;11.19;15.35
Tue;10;5;2016;13:45;29.0;11.83;15.26
Tue;10;5;2016;14:00;27.0;10.35;15.24
Tue;10;5;2016;14:15;25.0;7.52;15.26
Tue;10;5;2016;14:30;25.0;8.11;15.28
Tue;10;5;2016;14:45;25.0;8.12;15.27
Tue;10;5;2016;15:00;25.0;8.09;15.27
Tue;10;5;2016;15:15;24.0;7.18;15.27
Tue;10;5;2016;15:30;19.0;2.52;15.35
Tue;10;5;2016;15:45;22.0;4.47;15.42
Tue;10;5;2016;16:00;21.0;4.38;15.44
Tue;10;5;2016;16:15;23.0;6.09;15.42
Tue;10;5;2016;16:30;22.0;5.08;15.42
Tue;10;5;2016;16:45;22.0;5.04;15.4
Tue;10;5;2016;17:00;22.0;5.26;15.44
Tue;10;5;2016;17:15;21.0;4.35;15.41
Tue;10;5;2016;17:30;22.0;5.22;15.41
Tue;10;5;2016;17:45;21.0;4.37;15.42
Tue;10;5;2016;18:00;22.0;5.3;15.42
Tue;10;5;2016;18:15;22.0;5.29;15.45
Tue;10;5;2016;18:30;22.0;4.32;15.42
Tue;10;5;2016;18:45;22.0;5.28;15.43
Tue;10;5;2016;19:00;22.0;5.43;15.43
Tue;10;5;2016;19:15;21.0;4.8;15.44
Tue;10;5;2016;19:30;21.0;4.93;15.42
Tue;10;5;2016;19:45;22.0;5.43;15.41
Tue;10;5;2016;20:00;21.0;5.37;15.41
Tue;10;5;2016;20:15;22.0;5.37;15.42
Tue;10;5;2016;20:30;22.0;5.16;15.42
Tue;10;5;2016;20:45;21.0;4.78;15.41
Tue;10;5;2016;21:00;21.0;4.84;15.42
Tue;10;5;2016;21:15;22.0;5.18;15.42
Tue;10;5;2016;21:30;22.0;5.28;15.42
Tue;10;5;2016;21:45;21.5;5.23;15.42
Tue;10;5;2016;22:00;21.5;5.23;15.42
Tue;10;5;2016;22:15;21.0;5.14;15.41
Tue;10;5;2016;22:30;21.0;4.5;15.4
Tue;10;5;2016;22:45;22.0;5.09;15.41
Tue;10;5;2016;23:00;21.0;5.17;15.42
Tue;10;5;2016;23:15;22.0;5.2;15.41
Tue;10;5;2016;23:30;21.0;5.19;15.4
Tue;10;5;2016;23:45;22.0;5.25;15.4
Wed;11;5;2016;00:00;21.0;4.86;15.42
Wed;11;5;2016;00:15;21.0;4.57;15.39
Wed;11;5;2016;00:30;22.0;5.23;15.39
Wed;11;5;2016;00:45;22.0;5.24;15.39
Wed;11;5;2016;01:00;21.0;5.17;15.39
Wed;11;5;2016;01:15;22.0;5.26;15.4
Wed;11;5;2016;01:30;21.0;4.92;15.37
Wed;11;5;2016;01:45;21.0;4.78;15.37
Wed;11;5;2016;02:00;21.0;4.91;15.37
Wed;11;5;2016;02:15;22.0;5.16;15.37
Wed;11;5;2016;02:30;21.0;5.26;15.37
Wed;11;5;2016;02:45;22.0;5.2;15.37
Wed;11;5;2016;03:00;21.0;5.26;15.37
Wed;11;5;2016;03:15;21.0;4.59;15.37
Wed;11;5;2016;03:30;22.0;4.78;15.36
Wed;11;5;2016;03:45;21.0;5.22;15.37
Wed;11;5;2016;04:00;22.0;5.13;15.36
Wed;11;5;2016;04:15;21.0;5.2;15.36
Wed;11;5;2016;04:30;22.0;5.21;15.36
Wed;11;5;2016;04:45;21.0;4.98;15.36
Wed;11;5;2016;05:00;21.0;4.69;15.37
Wed;11;5;2016;05:15;21.0;4.81;15.36
Wed;11;5;2016;05:30;21.5;5.13;15.35
Wed;11;5;2016;05:45;21.5;5.13;15.35
Wed;11;5;2016;06:00;22.0;5.21;15.36
Wed;11;5;2016;06:15;22.0;5.25;15.35
Wed;11;5;2016;06:30;21.0;4.91;15.36
Wed;11;5;2016;06:45;21.0;4.7;15.36
Wed;11;5;2016;07:00;21.0;5.01;15.36
Wed;11;5;2016;07:15;22.0;5.19;15.37
Wed;11;5;2016;07:30;21.0;5.23;15.37
Wed;11;5;2016;07:45;23.0;5.22;15.37
Wed;11;5;2016;08:00;22.0;5.07;15.38
Wed;11;5;2016;08:15;21.0;4.27;15.38
Wed;11;5;2016;08:30;22.0;5.12;15.4
Wed;11;5;2016;08:45;21.0;4.33;15.38
Wed;11;5;2016;09:00;22.0;5.09;15.38
Wed;11;5;2016;09:15;22.0;5.23;15.39
Wed;11;5;2016;09:30;21.0;4.27;15.38
Wed;11;5;2016;09:45;23.0;5.22;15.41
Wed;11;5;2016;10:00;26.0;5.37;18.43
Wed;11;5;2016;10:15;22.0;5.0;15.41
Wed;11;5;2016;10:30;22.0;5.25;15.41
Wed;11;5;2016;10:45;21.0;4.31;15.4
Wed;11;5;2016;11:00;22.0;5.2;15.41
Wed;11;5;2016;11:15;23.0;5.28;15.41
Wed;11;5;2016;11:30;21.0;4.3;15.42
Wed;11;5;2016;11:45;23.0;5.28;15.4
Wed;11;5;2016;12:00;21.5;4.82;15.4
Wed;11;5;2016;12:15;21.5;4.82;15.4
Wed;11;5;2016;12:30;23.0;5.28;15.39
Wed;11;5;2016;12:45;21.0;5.32;15.41
Wed;11;5;2016;13:00;21.0;4.31;15.39
Wed;11;5;2016;13:15;22.0;5.28;15.39
Wed;11;5;2016;13:30;23.0;5.27;15.4
Wed;11;5;2016;13:45;21.0;4.62;15.42
Wed;11;5;2016;14:00;23.0;5.04;15.4
Wed;11;5;2016;14:15;23.0;5.4;15.4
Wed;11;5;2016;14:30;24.0;5.46;15.41
Wed;11;5;2016;14:45;23.0;5.57;15.4
Wed;11;5;2016;15:00;22.0;4.72;15.41
Wed;11;5;2016;15:15;23.0;5.0;15.39
Wed;11;5;2016;15:30;23.0;5.51;15.4
Wed;11;5;2016;15:45;24.0;5.48;15.39
Wed;11;5;2016;16:00;23.0;5.42;15.41
Wed;11;5;2016;16:15;22.0;4.74;15.41
Wed;11;5;2016;16:30;23.0;5.15;15.39
Wed;11;5;2016;16:45;24.0;5.55;15.39
Wed;11;5;2016;17:00;22.0;5.41;15.4
Wed;11;5;2016;17:15;23.0;5.26;15.4
Wed;11;5;2016;17:30;23.0;5.01;15.41
Wed;11;5;2016;17:45;23.0;5.19;15.39
Wed;11;5;2016;18:00;23.0;5.62;15.4
Wed;11;5;2016;18:15;23.0;5.35;15.41
Wed;11;5;2016;18:30;21.0;4.85;15.44
Wed;11;5;2016;18:45;22.0;4.84;15.41
Wed;11;5;2016;19:00;22.0;5.5;15.42
Wed;11;5;2016;19:15;22.0;5.45;15.41
Wed;11;5;2016;19:30;22.0;5.51;15.42
Wed;11;5;2016;19:45;21.0;5.03;15.42
Wed;11;5;2016;20:00;21.0;4.95;15.41
Wed;11;5;2016;20:15;22.0;5.21;15.41
Wed;11;5;2016;20:30;22.0;5.38;15.41
Wed;11;5;2016;20:45;22.0;5.38;15.41
Wed;11;5;2016;21:00;22.0;5.49;15.43
Wed;11;5;2016;21:15;21.0;5.39;15.43
Wed;11;5;2016;21:30;21.0;5.1;15.42
Wed;11;5;2016;21:45;22.0;4.85;15.41
Wed;11;5;2016;22:00;21.0;5.04;15.41
Wed;11;5;2016;22:15;22.0;5.44;15.42
Wed;11;5;2016;22:30;22.0;5.37;15.41
Wed;11;5;2016;22:45;22.0;5.43;15.41
Wed;11;5;2016;23:00;22.0;5.33;15.4
Wed;11;5;2016;23:15;21.0;5.1;15.42
Wed;11;5;2016;23:30;21.0;4.84;15.39
Wed;11;5;2016;23:45;22.0;4.94;15.4
Thu;12;5;2016;00:00;22.0;5.33;15.4
Thu;12;5;2016;00:15;21.0;5.3;15.39
Thu;12;5;2016;00:30;22.0;5.36;15.4
Thu;12;5;2016;00:45;22.0;5.32;15.37
Thu;12;5;2016;01:00;21.0;5.37;15.38
Thu;12;5;2016;01:15;22.0;4.86;15.38
Thu;12;5;2016;01:30;21.0;4.81;15.37
Thu;12;5;2016;01:45;21.0;5.18;15.38
Thu;12;5;2016;02:00;22.0;5.35;15.37
Thu;12;5;2016;02:15;21.0;5.32;15.35
Thu;12;5;2016;02:30;22.0;5.4;15.37
Thu;12;5;2016;02:45;22.0;5.32;15.36
Thu;12;5;2016;03:00;21.0;4.77;15.36
Thu;12;5;2016;03:15;21.0;4.83;15.35
Thu;12;5;2016;03:30;22.0;5.3;15.35
Thu;12;5;2016;03:45;22.0;5.29;15.36
Thu;12;5;2016;04:00;21.0;5.33;15.36
Thu;12;5;2016;04:15;22.0;5.34;15.36
Thu;12;5;2016;04:30;21.0;5.01;15.35
Thu;12;5;2016;04:45;22.0;4.94;15.36
Thu;12;5;2016;05:00;21.0;4.79;15.35
Thu;12;5;2016;05:15;21.0;5.28;15.37
Thu;12;5;2016;05:30;22.0;5.29;15.35
Thu;12;5;2016;05:45;22.0;5.27;15.35
Thu;12;5;2016;06:00;21.0;5.28;15.36
Thu;12;5;2016;06:15;22.0;5.22;15.35
Thu;12;5;2016;06:30;21.0;4.92;15.37
Thu;12;5;2016;06:45;21.0;4.71;15.35
Thu;12;5;2016;07:00;22.0;5.01;15.35
Thu;12;5;2016;07:15;22.0;5.32;15.35
Thu;12;5;2016;07:30;21.0;5.27;15.36
Thu;12;5;2016;07:45;22.0;5.27;15.38
Thu;12;5;2016;08:00;22.0;4.68;15.37
Thu;12;5;2016;08:15;21.0;4.75;15.38
Thu;12;5;2016;08:30;22.0;5.19;15.38
Thu;12;5;2016;08:45;22.0;4.84;15.41
Thu;12;5;2016;09:00;21.0;4.71;15.38
Thu;12;5;2016;09:15;23.0;5.3;15.39
Thu;12;5;2016;09:30;22.0;5.14;15.41
Thu;12;5;2016;09:45;22.0;4.46;15.4
Thu;12;5;2016;10:00;22.0;5.26;15.43
Thu;12;5;2016;10:15;23.0;5.42;15.41
Thu;12;5;2016;10:30;22.0;5.19;15.41
Thu;12;5;2016;10:45;22.0;4.46;15.41
Thu;12;5;2016;11:00;22.0;5.26;15.41
Thu;12;5;2016;11:15;22.0;5.5;15.43
Thu;12;5;2016;11:30;22.0;4.97;15.42
Thu;12;5;2016;11:45;22.0;4.83;15.41
Thu;12;5;2016;12:00;22.0;5.4;15.4
Thu;12;5;2016;12:15;23.0;5.35;15.41
Thu;12;5;2016;12:30;22.0;5.52;15.43
Thu;12;5;2016;12:45;21.0;4.71;15.4
Thu;12;5;2016;13:00;22.0;5.14;15.4
Thu;12;5;2016;13:15;22.0;5.53;15.4
Thu;12;5;2016;13:30;22.0;4.63;15.42
Thu;12;5;2016;13:45;22.0;4.77;15.41
Thu;12;5;2016;14:00;20.0;2.5;15.43
Thu;12;5;2016;14:15;20.0;1.72;15.39
Thu;12;5;2016;14:30;22.0;4.47;15.4
Thu;12;5;2016;14:45;27.0;9.84;15.32
Thu;12;5;2016;15:00;26.0;8.87;15.25
Thu;12;5;2016;15:15;26.0;8.42;15.25
Thu;12;5;2016;15:30;26.0;8.41;15.21
Thu;12;5;2016;15:45;26.0;8.71;15.01
Thu;12;5;2016;16:00;25.0;7.79;14.7
Thu;12;5;2016;16:15;24.0;6.79;14.6
Thu;12;5;2016;16:30;24.0;6.7;14.59
Thu;12;5;2016;16:45;23.0;6.64;14.58
Thu;12;5;2016;17:00;23.0;6.28;14.58
Thu;12;5;2016;17:15;24.0;6.24;14.61
Thu;12;5;2016;17:30;23.0;6.23;14.6
Thu;12;5;2016;17:45;23.0;6.22;14.59
Thu;12;5;2016;18:00;24.0;6.22;14.58
Thu;12;5;2016;18:15;23.0;6.22;14.58
Thu;12;5;2016;18:30;22.0;4.88;14.59
Thu;12;5;2016;18:45;22.0;5.19;14.6
Thu;12;5;2016;19:00;22.0;6.1;14.59
Thu;12;5;2016;19:15;21.0;5.14;14.59
Thu;12;5;2016;19:30;21.0;4.2;14.64
Thu;12;5;2016;19:45;20.0;4.59;14.6
Thu;12;5;2016;20:00;17.0;1.2;14.69
Thu;12;5;2016;20:15;17.5;1.38;14.73
Thu;12;5;2016;20:30;17.5;1.38;14.73
Thu;12;5;2016;20:45;17.0;1.46;14.75
Thu;12;5;2016;21:00;18.0;1.49;14.73
Thu;12;5;2016;21:15;17.0;1.51;14.74
Thu;12;5;2016;21:30;18.0;1.53;14.73
Thu;12;5;2016;21:45;18.0;1.54;14.73
Thu;12;5;2016;22:00;17.0;1.55;14.75
Thu;12;5;2016;22:15;18.0;1.55;14.74
Thu;12;5;2016;22:30;17.0;1.56;14.73
Thu;12;5;2016;22:45;18.0;1.57;14.73
Thu;12;5;2016;23:00;18.0;1.58;14.73
Thu;12;5;2016;23:15;17.0;1.58;14.74
Thu;12;5;2016;23:30;18.0;1.58;14.72
Thu;12;5;2016;23:45;17.0;1.57;14.72
Fri;13;5;2016;00:00;17.0;1.57;14.72
Fri;13;5;2016;00:15;18.0;1.57;14.71
Fri;13;5;2016;00:30;18.0;1.57;14.72
Fri;13;5;2016;00:45;17.0;1.55;14.7
Fri;13;5;2016;01:00;18.0;1.55;14.7
Fri;13;5;2016;01:15;17.0;1.54;14.69
Fri;13;5;2016;01:30;18.0;1.53;14.7
Fri;13;5;2016;01:45;17.0;1.52;14.68
Fri;13;5;2016;02:00;18.0;1.51;14.68
Fri;13;5;2016;02:15;17.0;1.51;14.67
Fri;13;5;2016;02:30;18.0;1.51;14.68
Fri;13;5;2016;02:45;17.0;1.51;14.69
Fri;13;5;2016;03:00;18.0;1.52;14.67
Fri;13;5;2016;03:15;17.0;1.51;14.67
Fri;13;5;2016;03:30;18.0;1.51;14.67
Fri;13;5;2016;03:45;17.0;1.52;14.67
Fri;13;5;2016;04:00;18.0;1.52;14.68
Fri;13;5;2016;04:15;17.0;1.52;14.67
Fri;13;5;2016;04:30;17.0;1.51;14.67
Fri;13;5;2016;04:45;17.0;1.52;14.67
Fri;13;5;2016;05:00;17.0;1.53;14.67
Fri;13;5;2016;05:15;17.0;1.53;14.68
Fri;13;5;2016;05:30;17.0;1.52;14.67
Fri;13;5;2016;05:45;18.0;1.53;14.67
Fri;13;5;2016;06:00;17.0;1.54;14.67
Fri;13;5;2016;06:15;17.0;1.53;14.67
Fri;13;5;2016;06:30;17.0;1.55;14.69
Fri;13;5;2016;06:45;18.0;1.55;14.67
Fri;13;5;2016;07:00;17.0;1.56;14.67
Fri;13;5;2016;07:15;17.0;1.57;14.67
Fri;13;5;2016;07:30;18.0;1.56;14.69
Fri;13;5;2016;07:45;18.0;1.57;14.68
Fri;13;5;2016;08:00;18.0;1.58;14.69
Fri;13;5;2016;08:15;17.0;1.57;14.7
Fri;13;5;2016;08:30;18.0;1.59;14.7
Fri;13;5;2016;08:45;18.0;1.62;14.72
Fri;13;5;2016;09:00;18.0;1.65;14.72
Fri;13;5;2016;09:15;18.0;1.67;14.71
Fri;13;5;2016;09:30;18.0;1.68;14.73
Fri;13;5;2016;09:45;18.0;1.69;14.73
Fri;13;5;2016;10:00;19.0;1.69;14.74
Fri;13;5;2016;10:15;18.0;1.71;14.73
Fri;13;5;2016;10:30;19.0;1.72;14.73
Fri;13;5;2016;10:45;18.0;1.71;14.73
Fri;13;5;2016;11:00;18.0;1.7;14.73
Fri;13;5;2016;11:15;18.0;1.7;14.75
Fri;13;5;2016;11:30;18.0;1.7;14.74
Fri;13;5;2016;11:45;19.0;1.7;14.73
Fri;13;5;2016;12:00;18.0;1.71;14.74
Fri;13;5;2016;12:15;18.0;1.72;14.73
Fri;13;5;2016;12:30;18.0;1.74;14.76
Fri;13;5;2016;12:45;17.0;1.75;14.73
Fri;13;5;2016;13:00;18.0;1.75;14.74
Fri;13;5;2016;13:15;18.0;1.77;14.74
Fri;13;5;2016;13:30;18.0;1.79;14.76
Fri;13;5;2016;13:45;18.0;1.8;14.76
Fri;13;5;2016;14:00;21.0;4.53;14.77
Fri;13;5;2016;14:15;22.0;5.96;14.74
Fri;13;5;2016;14:30;27.0;10.61;14.65
Fri;13;5;2016;14:45;24.0;8.47;14.62
Fri;13;5;2016;15:00;25.0;8.47;14.61
Fri;13;5;2016;15:15;25.0;8.5;14.61
Fri;13;5;2016;15:30;27.0;9.57;14.6
Fri;13;5;2016;15:45;24.0;7.12;14.6
Fri;13;5;2016;16:00;23.0;6.24;14.62
Fri;13;5;2016;16:15;24.0;6.83;14.61
Fri;13;5;2016;16:30;23.0;6.81;14.6
Fri;13;5;2016;16:45;24.0;6.68;14.6
Fri;13;5;2016;17:00;22.0;6.32;14.59
Fri;13;5;2016;17:15;23.0;6.25;14.6
Fri;13;5;2016;17:30;22.0;6.2;14.59
Fri;13;5;2016;17:45;22.0;6.17;14.6
Fri;13;5;2016;18:00;22.0;5.83;14.59
Fri;13;5;2016;18:15;20.0;3.85;14.64
Fri;13;5;2016;18:30;19.0;3.14;14.65
Fri;13;5;2016;18:45;17.0;1.44;14.72
Fri;13;5;2016;19:00;17.0;1.44;14.73
Fri;13;5;2016;19:15;17.0;1.49;14.73
Fri;13;5;2016;19:30;17.0;1.52;14.74
Fri;13;5;2016;19:45;18.0;1.57;14.73
Fri;13;5;2016;20:00;17.0;1.6;14.73
Fri;13;5;2016;20:15;18.0;1.62;14.74
Fri;13;5;2016;20:30;17.0;1.63;14.74
Fri;13;5;2016;20:45;17.0;1.62;14.75
Fri;13;5;2016;21:00;17.0;1.63;14.75
Fri;13;5;2016;21:15;18.0;1.63;14.74
Fri;13;5;2016;21:30;17.0;1.63;14.74
Fri;13;5;2016;21:45;18.0;1.63;14.73
Fri;13;5;2016;22:00;17.0;1.63;14.75
Fri;13;5;2016;22:15;17.0;1.63;14.73
Fri;13;5;2016;22:30;18.0;1.63;14.73
Fri;13;5;2016;22:45;17.0;1.61;14.73
Fri;13;5;2016;23:00;17.0;1.6;14.73
Fri;13;5;2016;23:15;18.0;1.59;14.74
Fri;13;5;2016;23:30;17.0;1.59;14.72
Fri;13;5;2016;23:45;17.0;1.58;14.72
Sat;14;5;2016;00:00;18.0;1.58;14.72
Sat;14;5;2016;00:15;17.0;1.57;14.71
Sat;14;5;2016;00:30;17.0;1.57;14.71
Sat;14;5;2016;00:45;17.0;1.55;14.7
Sat;14;5;2016;01:00;17.0;1.54;14.7
Sat;14;5;2016;01:15;17.0;1.54;14.69
Sat;14;5;2016;01:30;18.0;1.54;14.71
Sat;14;5;2016;01:45;17.0;1.53;14.69
Sat;14;5;2016;02:00;17.0;1.53;14.69
Sat;14;5;2016;02:15;17.0;1.55;14.69
Sat;14;5;2016;02:30;18.0;1.54;14.68
Sat;14;5;2016;02:45;17.0;1.56;14.69
Sat;14;5;2016;03:00;17.0;1.56;14.68
Sat;14;5;2016;03:15;17.0;1.55;14.67
Sat;14;5;2016;03:30;18.0;1.56;14.68
Sat;14;5;2016;03:45;16.0;1.57;14.68
Sat;14;5;2016;04:00;18.0;1.57;14.68
Sat;14;5;2016;04:15;17.0;1.57;14.67
Sat;14;5;2016;04:30;17.0;1.56;14.67
Sat;14;5;2016;04:45;17.0;1.57;14.67
Sat;14;5;2016;05:00;18.0;1.58;14.69
Sat;14;5;2016;05:15;17.0;1.57;14.67
Sat;14;5;2016;05:30;17.0;1.58;14.67
Sat;14;5;2016;05:45;18.0;1.58;14.67
Sat;14;5;2016;06:00;17.0;1.59;14.67
