weekday;day;month;year;time;CONSUMO_TOTAL CMB;AVAC CMB;IT CMB
Thu;10;8;2017;05:45;23.0;6.33;15.98
Thu;10;8;2017;06:00;23.0;6.33;16.0
Thu;10;8;2017;06:15;24.0;6.33;15.98
Thu;10;8;2017;06:30;23.0;6.34;15.98
Thu;10;8;2017;06:45;24.0;6.31;15.97
Thu;10;8;2017;07:00;23.0;6.35;15.97
Thu;10;8;2017;07:15;23.0;6.39;15.99
Thu;10;8;2017;07:30;24.0;6.39;15.98
Thu;10;8;2017;07:45;23.0;6.38;15.98
Thu;10;8;2017;08:00;23.0;6.38;16.0
Thu;10;8;2017;08:15;24.0;6.38;16.0
Thu;10;8;2017;08:30;23.0;6.38;16.02
Thu;10;8;2017;08:45;24.0;6.38;16.01
Thu;10;8;2017;09:00;24.0;6.47;16.02
Thu;10;8;2017;09:15;24.0;6.51;16.03
Thu;10;8;2017;09:30;25.0;6.51;16.05
Thu;10;8;2017;09:45;24.0;6.52;16.04
Thu;10;8;2017;10:00;25.0;6.55;16.05
Thu;10;8;2017;10:15;24.0;6.56;16.05
Thu;10;8;2017;10:30;25.0;6.58;16.06
Thu;10;8;2017;10:45;24.0;6.6;16.06
Thu;10;8;2017;11:00;25.0;6.61;16.08
Thu;10;8;2017;11:15;24.0;6.62;16.07
Thu;10;8;2017;11:30;25.0;6.64;16.07
Thu;10;8;2017;11:45;25.0;6.66;16.07
Thu;10;8;2017;12:00;25.0;6.68;16.07
Thu;10;8;2017;12:15;24.0;6.69;16.09
Thu;10;8;2017;12:30;25.0;6.72;16.07
Thu;10;8;2017;12:45;24.0;6.73;16.07
Thu;10;8;2017;13:00;25.0;6.79;16.07
Thu;10;8;2017;13:15;25.0;6.88;16.07
Thu;10;8;2017;13:30;25.0;7.22;16.08
Thu;10;8;2017;13:45;25.0;7.31;16.08
Thu;10;8;2017;14:00;26.0;7.38;16.08
Thu;10;8;2017;14:15;26.0;7.43;16.09
Thu;10;8;2017;14:30;26.0;7.5;16.09
Thu;10;8;2017;14:45;26.0;7.58;16.11
Thu;10;8;2017;15:00;27.0;7.66;16.09
Thu;10;8;2017;15:15;26.0;7.72;16.09
Thu;10;8;2017;15:30;27.0;8.05;16.1
Thu;10;8;2017;15:45;26.0;8.2;16.09
Thu;10;8;2017;16:00;27.0;8.32;16.1
Thu;10;8;2017;16:15;27.0;8.39;16.08
Thu;10;8;2017;16:30;27.0;8.38;16.09
Thu;10;8;2017;16:45;27.0;8.37;16.09
Thu;10;8;2017;17:00;26.0;8.38;16.09
Thu;10;8;2017;17:15;27.0;8.41;16.11
Thu;10;8;2017;17:30;27.0;8.2;16.1
Thu;10;8;2017;17:45;26.0;8.02;16.1
Thu;10;8;2017;18:00;27.0;7.98;16.1
Thu;10;8;2017;18:15;26.0;7.96;16.11
Thu;10;8;2017;18:30;26.0;7.95;16.08
Thu;10;8;2017;18:45;26.0;7.94;16.1
Thu;10;8;2017;19:00;26.0;7.77;16.09
Thu;10;8;2017;19:15;25.0;7.65;16.08
Thu;10;8;2017;19:30;26.0;7.55;16.07
Thu;10;8;2017;19:45;25.0;7.5;16.09
Thu;10;8;2017;20:00;25.0;7.12;16.07
Thu;10;8;2017;20:15;24.0;6.98;16.07
Thu;10;8;2017;20:30;24.0;6.92;16.07
Thu;10;8;2017;20:45;24.0;6.85;16.07
Thu;10;8;2017;21:00;24.0;6.75;16.09
Thu;10;8;2017;21:15;24.0;6.71;16.07
Thu;10;8;2017;21:30;23.0;6.66;16.07
Thu;10;8;2017;21:45;24.0;6.64;16.07
Thu;10;8;2017;22:00;24.0;6.57;16.07
Thu;10;8;2017;22:15;23.0;6.53;16.09
Thu;10;8;2017;22:30;24.0;6.47;16.07
Thu;10;8;2017;22:45;24.0;6.45;16.08
Thu;10;8;2017;23:00;23.0;6.39;16.07
Thu;10;8;2017;23:15;24.0;6.39;16.07
Thu;10;8;2017;23:30;23.0;6.37;16.07
Thu;10;8;2017;23:45;24.0;6.36;16.08
Fri;11;8;2017;00:00;23.0;6.31;16.06
Fri;11;8;2017;00:15;23.0;6.31;16.05
Fri;11;8;2017;00:30;24.0;6.3;16.05
Fri;11;8;2017;00:45;23.0;6.32;16.05
Fri;11;8;2017;01:00;23.0;6.31;16.03
Fri;11;8;2017;01:15;24.0;6.31;16.03
Fri;11;8;2017;01:30;23.0;6.3;16.02
Fri;11;8;2017;01:45;23.0;6.3;16.01
Fri;11;8;2017;02:00;24.0;6.29;16.01
Fri;11;8;2017;02:15;23.0;6.34;16.02
Fri;11;8;2017;02:30;24.0;6.33;16.0
Fri;11;8;2017;02:45;23.0;6.32;16.0
Fri;11;8;2017;03:00;23.0;6.32;16.01
Fri;11;8;2017;03:15;24.0;6.31;15.98
Fri;11;8;2017;03:30;23.0;6.31;16.0
Fri;11;8;2017;03:45;23.0;6.31;15.98
Fri;11;8;2017;04:00;24.0;6.3;15.98
Fri;11;8;2017;04:15;23.0;6.3;15.99
Fri;11;8;2017;04:30;23.0;6.32;15.98
Fri;11;8;2017;04:45;23.0;6.29;16.0
Fri;11;8;2017;05:00;24.0;6.3;15.98
Fri;11;8;2017;05:15;23.0;6.29;15.98
Fri;11;8;2017;05:30;23.0;6.3;15.98
Fri;11;8;2017;05:45;24.0;6.3;15.98
Fri;11;8;2017;06:00;23.0;6.3;15.99
Fri;11;8;2017;06:15;24.0;6.28;15.98
Fri;11;8;2017;06:30;23.0;6.29;15.98
Fri;11;8;2017;06:45;23.0;6.29;15.98
Fri;11;8;2017;07:00;23.0;6.31;16.0
Fri;11;8;2017;07:15;24.0;6.32;15.99
Fri;11;8;2017;07:30;23.0;6.33;15.99
Fri;11;8;2017;07:45;24.0;6.34;16.0
Fri;11;8;2017;08:00;23.0;6.41;16.01
Fri;11;8;2017;08:15;23.0;6.42;16.02
Fri;11;8;2017;08:30;25.0;6.54;16.02
Fri;11;8;2017;08:45;24.0;6.58;16.03
Fri;11;8;2017;09:00;25.0;6.6;16.04
Fri;11;8;2017;09:15;24.0;6.6;16.05
Fri;11;8;2017;09:30;25.0;6.6;16.06
Fri;11;8;2017;09:45;25.0;6.65;16.05
Fri;11;8;2017;10:00;25.0;6.67;16.05
Fri;11;8;2017;10:15;24.0;6.72;16.05
Fri;11;8;2017;10:30;25.0;6.78;16.05
Fri;11;8;2017;10:45;25.0;6.8;16.07
Fri;11;8;2017;11:00;25.0;6.85;16.06
Fri;11;8;2017;11:15;25.0;7.02;16.06
Fri;11;8;2017;11:30;26.0;7.36;16.07
Fri;11;8;2017;11:45;25.0;7.42;16.07
Fri;11;8;2017;12:00;26.0;7.49;16.09
Fri;11;8;2017;12:15;25.0;7.61;16.07
Fri;11;8;2017;12:30;26.0;7.74;16.07
Fri;11;8;2017;12:45;27.0;8.04;16.07
Fri;11;8;2017;13:00;26.0;8.16;16.07
Fri;11;8;2017;13:15;27.0;8.3;16.08
Fri;11;8;2017;13:30;27.0;8.34;16.07
Fri;11;8;2017;13:45;28.0;8.5;16.07
Fri;11;8;2017;14:00;27.0;8.54;16.09
Fri;11;8;2017;14:15;27.0;8.63;16.09
Fri;11;8;2017;14:30;28.0;8.67;16.11
Fri;11;8;2017;14:45;27.0;8.68;16.09
Fri;11;8;2017;15:00;28.0;8.65;16.1
Fri;11;8;2017;15:15;27.0;8.71;16.1
Fri;11;8;2017;15:30;28.0;8.95;16.1
Fri;11;8;2017;15:45;29.0;10.52;16.09
Fri;11;8;2017;16:00;27.0;8.54;16.08
Fri;11;8;2017;16:15;27.0;8.63;16.09
Fri;11;8;2017;16:30;27.0;8.65;16.09
Fri;11;8;2017;16:45;28.0;10.17;16.1
Fri;11;8;2017;17:00;28.0;9.49;16.09
Fri;11;8;2017;17:15;27.0;8.59;16.09
Fri;11;8;2017;17:30;27.0;8.56;16.09
Fri;11;8;2017;17:45;27.0;8.52;16.1
Fri;11;8;2017;18:00;28.0;9.23;16.1
Fri;11;8;2017;18:15;29.0;10.36;16.09
Fri;11;8;2017;18:30;27.0;8.4;16.09
Fri;11;8;2017;18:45;26.0;8.42;16.1
Fri;11;8;2017;19:00;26.0;8.3;16.1
Fri;11;8;2017;19:15;26.0;8.29;16.09
Fri;11;8;2017;19:30;26.0;8.26;16.09
Fri;11;8;2017;19:45;26.0;8.04;16.1
Fri;11;8;2017;20:00;25.0;7.91;16.08
Fri;11;8;2017;20:15;25.0;7.87;16.08
Fri;11;8;2017;20:30;25.0;7.82;16.08
Fri;11;8;2017;20:45;25.0;7.73;16.08
Fri;11;8;2017;21:00;24.0;7.69;16.1
Fri;11;8;2017;21:15;25.0;7.62;16.09
Fri;11;8;2017;21:30;24.0;7.62;16.08
Fri;11;8;2017;21:45;25.0;7.51;16.08
Fri;11;8;2017;22:00;24.0;7.48;16.09
Fri;11;8;2017;22:15;25.0;7.42;16.09
Fri;11;8;2017;22:30;24.0;7.16;16.09
Fri;11;8;2017;22:45;24.0;6.99;16.08
Fri;11;8;2017;23:00;24.0;6.89;16.08
Fri;11;8;2017;23:15;23.0;6.85;16.08
Fri;11;8;2017;23:30;24.0;6.82;16.09
Fri;11;8;2017;23:45;24.0;6.74;16.07
Sat;12;8;2017;00:00;24.0;6.69;16.07
Sat;12;8;2017;00:15;23.0;6.66;16.06
Sat;12;8;2017;00:30;24.0;6.63;16.05
Sat;12;8;2017;00:45;24.0;6.61;16.07
Sat;12;8;2017;01:00;23.0;6.53;16.04
Sat;12;8;2017;01:15;24.0;6.51;16.03
Sat;12;8;2017;01:30;23.0;6.49;16.03
Sat;12;8;2017;01:45;24.0;6.45;16.03
Sat;12;8;2017;02:00;23.0;6.4;16.02
Sat;12;8;2017;02:15;23.0;6.37;16.01
Sat;12;8;2017;02:30;24.0;6.37;16.01
Sat;12;8;2017;02:45;23.0;6.36;16.01
Sat;12;8;2017;03:00;23.0;6.36;16.01
Sat;12;8;2017;03:15;24.0;6.35;16.0
Sat;12;8;2017;03:30;23.0;6.34;16.01
Sat;12;8;2017;03:45;24.0;6.36;15.99
Sat;12;8;2017;04:00;23.0;6.34;15.99
Sat;12;8;2017;04:15;23.0;6.32;15.98
Sat;12;8;2017;04:30;23.0;6.32;15.99
Sat;12;8;2017;04:45;24.0;6.32;16.0
Sat;12;8;2017;05:00;23.0;6.31;15.98
Sat;12;8;2017;05:15;23.0;6.32;15.98
Sat;12;8;2017;05:30;24.0;6.31;15.98
Sat;12;8;2017;05:45;23.0;6.31;15.97
Sat;12;8;2017;06:00;23.0;6.32;15.99
Sat;12;8;2017;06:15;24.0;6.3;15.97
Sat;12;8;2017;06:30;23.0;6.29;15.98
Sat;12;8;2017;06:45;23.0;6.28;15.97
Sat;12;8;2017;07:00;23.0;6.28;16.0
Sat;12;8;2017;07:15;24.0;6.28;15.99
Sat;12;8;2017;07:30;23.0;6.3;15.99
Sat;12;8;2017;07:45;23.0;6.31;15.99
Sat;12;8;2017;08:00;24.0;6.32;15.99
Sat;12;8;2017;08:15;23.0;6.34;16.02
Sat;12;8;2017;08:30;23.0;6.37;16.0
Sat;12;8;2017;08:45;23.0;6.38;16.01
Sat;12;8;2017;09:00;24.0;6.41;16.01
Sat;12;8;2017;09:15;23.0;6.44;16.01
Sat;12;8;2017;09:30;24.0;6.49;16.01
Sat;12;8;2017;09:45;23.0;6.53;16.03
Sat;12;8;2017;10:00;24.0;6.55;16.02
Sat;12;8;2017;10:15;23.0;6.58;16.02
Sat;12;8;2017;10:30;24.0;6.61;16.03
Sat;12;8;2017;10:45;23.0;6.65;16.05
Sat;12;8;2017;11:00;24.0;6.81;16.04
Sat;12;8;2017;11:15;24.0;7.04;16.04
Sat;12;8;2017;11:30;24.0;7.09;16.04
Sat;12;8;2017;11:45;24.0;7.13;16.04
Sat;12;8;2017;12:00;24.0;7.23;16.06
Sat;12;8;2017;12:15;24.0;7.54;16.05
Sat;12;8;2017;12:30;25.0;7.59;16.05
Sat;12;8;2017;12:45;24.0;7.16;16.04
Sat;12;8;2017;13:00;24.0;7.84;16.06
Sat;12;8;2017;13:15;26.0;8.83;16.05
Sat;12;8;2017;13:30;26.0;8.85;16.08
Sat;12;8;2017;13:45;26.0;8.84;16.06
Sat;12;8;2017;14:00;25.0;8.87;16.07
Sat;12;8;2017;14:15;26.0;8.9;16.07
Sat;12;8;2017;14:30;26.0;8.9;16.09
Sat;12;8;2017;14:45;26.0;8.89;16.08
Sat;12;8;2017;15:00;25.0;8.82;16.09
Sat;12;8;2017;15:15;26.0;8.81;16.09
Sat;12;8;2017;15:30;26.0;8.79;16.09
Sat;12;8;2017;15:45;25.0;8.82;16.1
Sat;12;8;2017;16:00;26.0;8.85;16.09
Sat;12;8;2017;16:15;26.0;8.82;16.09
Sat;12;8;2017;16:30;25.0;8.76;16.09
Sat;12;8;2017;16:45;28.0;10.77;16.09
Sat;12;8;2017;17:00;27.0;9.57;16.09
Sat;12;8;2017;17:15;25.0;8.67;16.08
Sat;12;8;2017;17:30;26.0;8.65;16.08
Sat;12;8;2017;17:45;25.0;8.6;16.09
Sat;12;8;2017;18:00;26.0;8.6;16.09
Sat;12;8;2017;18:15;25.0;8.63;16.1
Sat;12;8;2017;18:30;29.0;11.42;16.07
Sat;12;8;2017;18:45;25.0;8.53;16.07
Sat;12;8;2017;19:00;25.0;8.48;16.08
Sat;12;8;2017;19:15;26.0;8.44;16.08
Sat;12;8;2017;19:30;25.0;8.39;16.09
Sat;12;8;2017;19:45;25.0;8.38;16.09
Sat;12;8;2017;20:00;26.0;8.37;16.08
Sat;12;8;2017;20:15;27.0;9.75;16.08
Sat;12;8;2017;20:30;24.0;7.63;16.07
Sat;12;8;2017;20:45;25.0;7.57;16.09
Sat;12;8;2017;21:00;24.0;7.5;16.08
Sat;12;8;2017;21:15;24.0;7.41;16.08
Sat;12;8;2017;21:30;25.0;7.38;16.08
Sat;12;8;2017;21:45;24.0;7.29;16.08
Sat;12;8;2017;22:00;24.0;7.27;16.09
Sat;12;8;2017;22:15;24.0;7.22;16.09
Sat;12;8;2017;22:30;25.0;7.15;16.08
Sat;12;8;2017;22:45;24.0;7.11;16.08
Sat;12;8;2017;23:00;23.0;6.77;16.08
Sat;12;8;2017;23:15;24.0;6.68;16.09
Sat;12;8;2017;23:30;24.0;6.64;16.07
Sat;12;8;2017;23:45;23.0;6.6;16.07
Sun;13;8;2017;00:00;24.0;6.58;16.07
Sun;13;8;2017;00:15;23.0;6.53;16.05
Sun;13;8;2017;00:30;24.0;6.5;16.08
Sun;13;8;2017;00:45;23.0;6.48;16.05
Sun;13;8;2017;01:00;24.0;6.44;16.04
Sun;13;8;2017;01:15;23.0;6.43;16.05
Sun;13;8;2017;01:30;24.0;6.42;16.05
Sun;13;8;2017;01:45;23.0;6.41;16.05
Sun;13;8;2017;02:00;24.0;6.41;16.04
Sun;13;8;2017;02:15;23.0;6.38;16.02
Sun;13;8;2017;02:30;23.0;6.36;16.02
Sun;13;8;2017;02:45;24.0;6.36;16.03
Sun;13;8;2017;03:00;23.0;6.35;16.03
Sun;13;8;2017;03:15;24.0;6.31;16.01
Sun;13;8;2017;03:30;23.0;6.3;16.01
Sun;13;8;2017;03:45;23.0;6.29;16.0
Sun;13;8;2017;04:00;23.0;6.3;15.99
Sun;13;8;2017;04:15;24.0;6.31;16.01
Sun;13;8;2017;04:30;23.0;6.3;15.99
Sun;13;8;2017;04:45;23.0;6.3;15.98
Sun;13;8;2017;05:00;24.0;6.31;15.98
Sun;13;8;2017;05:15;23.0;6.3;15.98
Sun;13;8;2017;05:30;23.0;6.28;15.98
Sun;13;8;2017;05:45;23.0;6.29;15.98
Sun;13;8;2017;06:00;24.0;6.28;15.97
Sun;13;8;2017;06:15;23.0;6.28;15.97
Sun;13;8;2017;06:30;23.0;6.29;15.97
Sun;13;8;2017;06:45;23.0;6.29;15.97
Sun;13;8;2017;07:00;24.0;6.28;15.99
Sun;13;8;2017;07:15;23.0;6.28;15.97
Sun;13;8;2017;07:30;23.0;6.27;15.98
Sun;13;8;2017;07:45;23.0;6.29;15.98
Sun;13;8;2017;08:00;24.0;6.32;16.0
Sun;13;8;2017;08:15;22.0;4.78;16.01
Sun;13;8;2017;08:30;23.0;6.06;16.08
Sun;13;8;2017;08:45;24.0;7.2;16.03
Sun;13;8;2017;09:00;24.0;7.23;16.03
Sun;13;8;2017;09:15;24.0;7.24;16.04
Sun;13;8;2017;09:30;25.0;7.24;16.04
Sun;13;8;2017;09:45;24.0;7.24;16.03
Sun;13;8;2017;10:00;24.0;7.27;16.04
Sun;13;8;2017;10:15;24.0;7.29;16.04
Sun;13;8;2017;10:30;25.0;7.28;16.06
Sun;13;8;2017;10:45;24.0;7.29;16.05
Sun;13;8;2017;11:00;24.0;7.33;16.05
Sun;13;8;2017;11:15;25.0;7.4;16.06
Sun;13;8;2017;11:30;24.0;7.44;16.05
Sun;13;8;2017;11:45;24.0;7.49;16.06
Sun;13;8;2017;12:00;25.0;7.55;16.07
Sun;13;8;2017;12:15;25.0;7.6;16.07
Sun;13;8;2017;12:30;24.0;7.77;16.06
Sun;13;8;2017;12:45;25.0;8.03;16.07
Sun;13;8;2017;13:00;25.0;8.08;16.08
Sun;13;8;2017;13:15;25.0;8.11;16.06
Sun;13;8;2017;13:30;26.0;8.46;16.06
Sun;13;8;2017;13:45;25.0;8.52;16.06
Sun;13;8;2017;14:00;25.0;8.54;16.07
Sun;13;8;2017;14:15;26.0;8.57;16.09
Sun;13;8;2017;14:30;25.0;8.6;16.06
Sun;13;8;2017;14:45;26.0;8.57;16.1
Sun;13;8;2017;15:00;25.0;8.56;16.08
Sun;13;8;2017;15:15;26.0;8.55;16.08
Sun;13;8;2017;15:30;25.0;8.53;16.1
Sun;13;8;2017;15:45;26.0;8.48;16.09
Sun;13;8;2017;16:00;25.0;8.47;16.09
Sun;13;8;2017;16:15;25.0;8.45;16.08
Sun;13;8;2017;16:30;26.0;8.45;16.09
Sun;13;8;2017;16:45;25.0;8.43;16.08
Sun;13;8;2017;17:00;26.0;8.4;16.1
Sun;13;8;2017;17:15;25.0;8.39;16.08
Sun;13;8;2017;17:30;25.0;8.39;16.09
Sun;13;8;2017;17:45;25.0;8.36;16.09
Sun;13;8;2017;18:00;26.0;8.34;16.09
Sun;13;8;2017;18:15;25.0;8.32;16.1
Sun;13;8;2017;18:30;25.0;8.33;16.09
Sun;13;8;2017;18:45;25.0;8.31;16.08
Sun;13;8;2017;19:00;26.0;8.28;16.09
Sun;13;8;2017;19:15;25.0;8.27;16.09
Sun;13;8;2017;19:30;25.0;8.21;16.1
Sun;13;8;2017;19:45;25.0;8.21;16.09
Sun;13;8;2017;20:00;25.0;8.06;16.08
Sun;13;8;2017;20:15;25.0;7.79;16.08
Sun;13;8;2017;20:30;24.0;7.73;16.08
Sun;13;8;2017;20:45;25.0;7.67;16.1
Sun;13;8;2017;21:00;24.0;7.33;16.09
Sun;13;8;2017;21:15;25.0;7.31;16.09
Sun;13;8;2017;21:30;24.0;7.3;16.1
Sun;13;8;2017;21:45;24.0;7.28;16.1
Sun;13;8;2017;22:00;25.0;7.27;16.11
Sun;13;8;2017;22:15;24.0;7.26;16.1
Sun;13;8;2017;22:30;24.0;7.25;16.1
Sun;13;8;2017;22:45;25.0;7.24;16.1
Sun;13;8;2017;23:00;24.0;7.24;16.1
Sun;13;8;2017;23:15;24.0;7.23;16.1
Sun;13;8;2017;23:30;24.0;7.23;16.09
Sun;13;8;2017;23:45;25.0;7.23;16.08
Mon;14;8;2017;00:00;24.0;7.28;16.08
Mon;14;8;2017;00:15;24.0;7.27;16.07
Mon;14;8;2017;00:30;24.0;7.26;16.09
Mon;14;8;2017;00:45;25.0;7.26;16.07
Mon;14;8;2017;01:00;24.0;7.23;16.07
Mon;14;8;2017;01:15;24.0;7.22;16.06
Mon;14;8;2017;01:30;25.0;7.21;16.05
Mon;14;8;2017;01:45;24.0;7.22;16.06
Mon;14;8;2017;02:00;24.0;7.21;16.04
Mon;14;8;2017;02:15;24.0;7.22;16.04
Mon;14;8;2017;02:30;25.0;7.22;16.03
Mon;14;8;2017;02:45;24.0;7.21;16.03
Mon;14;8;2017;03:00;24.0;7.2;16.04
Mon;14;8;2017;03:15;24.0;7.2;16.02
Mon;14;8;2017;03:30;25.0;7.18;16.02
Mon;14;8;2017;03:45;24.0;7.2;16.02
Mon;14;8;2017;04:00;24.0;7.21;16.02
Mon;14;8;2017;04:15;24.0;7.2;16.02
Mon;14;8;2017;04:30;25.0;7.21;16.03
Mon;14;8;2017;04:45;24.0;7.2;16.01
Mon;14;8;2017;05:00;24.0;7.2;16.01
Mon;14;8;2017;05:15;24.0;7.19;16.03
Mon;14;8;2017;05:30;25.0;7.19;16.01
Mon;14;8;2017;05:45;24.0;7.18;16.0
Mon;14;8;2017;06:00;24.0;7.21;16.01
Mon;14;8;2017;06:15;24.0;7.19;16.01
Mon;14;8;2017;06:30;24.0;7.19;16.0
Mon;14;8;2017;06:45;25.0;7.2;16.01
Mon;14;8;2017;07:00;24.0;7.21;16.02
Mon;14;8;2017;07:15;24.0;7.22;16.0
Mon;14;8;2017;07:30;24.0;7.21;16.01
Mon;14;8;2017;07:45;25.0;7.2;16.01
Mon;14;8;2017;08:00;24.0;7.2;16.02
Mon;14;8;2017;08:15;24.0;7.2;16.04
Mon;14;8;2017;08:30;24.0;7.26;16.03
Mon;14;8;2017;08:45;25.0;7.33;16.04
Mon;14;8;2017;09:00;25.0;7.34;16.06
Mon;14;8;2017;09:15;25.0;7.35;16.05
Mon;14;8;2017;09:30;25.0;7.34;16.06
Mon;14;8;2017;09:45;26.0;7.37;16.06
Mon;14;8;2017;10:00;25.0;7.36;16.07
Mon;14;8;2017;10:15;25.0;7.37;16.07
Mon;14;8;2017;10:30;25.0;7.41;16.09
Mon;14;8;2017;10:45;25.0;7.42;16.07
Mon;14;8;2017;11:00;25.0;7.44;16.08
Mon;14;8;2017;11:15;25.0;7.46;16.08
Mon;14;8;2017;11:30;25.0;7.45;16.09
Mon;14;8;2017;11:45;26.0;7.46;16.1
Mon;14;8;2017;12:00;25.0;7.45;16.09
Mon;14;8;2017;12:15;26.0;7.5;16.09
Mon;14;8;2017;12:30;25.0;7.52;16.09
Mon;14;8;2017;12:45;25.0;7.53;16.09
Mon;14;8;2017;13:00;25.0;7.56;16.11
Mon;14;8;2017;13:15;26.0;7.61;16.12
Mon;14;8;2017;13:30;26.0;7.62;16.12
Mon;14;8;2017;13:45;26.0;7.64;16.13
Mon;14;8;2017;14:00;26.0;7.66;16.13
Mon;14;8;2017;14:15;26.0;7.68;16.15
Mon;14;8;2017;14:30;27.0;7.68;16.14
Mon;14;8;2017;14:45;27.0;7.95;16.14
Mon;14;8;2017;15:00;26.0;8.01;16.14
Mon;14;8;2017;15:15;27.0;8.02;16.15
Mon;14;8;2017;15:30;26.0;8.02;16.16
Mon;14;8;2017;15:45;26.0;8.02;16.14
Mon;14;8;2017;16:00;26.0;8.02;16.15
Mon;14;8;2017;16:15;27.0;8.02;16.15
Mon;14;8;2017;16:30;29.0;10.66;16.11
Mon;14;8;2017;16:45;26.0;7.96;16.1
Mon;14;8;2017;17:00;27.0;7.96;16.14
Mon;14;8;2017;17:15;26.0;7.94;16.14
Mon;14;8;2017;17:30;26.0;7.92;16.14
Mon;14;8;2017;17:45;26.0;7.91;16.15
Mon;14;8;2017;18:00;26.0;7.91;16.16
Mon;14;8;2017;18:15;27.0;7.9;16.15
Mon;14;8;2017;18:30;26.0;7.9;16.15
Mon;14;8;2017;18:45;26.0;7.88;16.15
Mon;14;8;2017;19:00;25.0;7.61;16.15
Mon;14;8;2017;19:15;25.0;7.37;16.16
Mon;14;8;2017;19:30;25.0;7.36;16.13
Mon;14;8;2017;19:45;25.0;7.34;16.11
Mon;14;8;2017;20:00;24.0;7.32;16.09
Mon;14;8;2017;20:15;25.0;7.32;16.09
Mon;14;8;2017;20:30;24.0;7.31;16.1
Mon;14;8;2017;20:45;24.0;7.34;16.09
Mon;14;8;2017;21:00;25.0;7.32;16.09
Mon;14;8;2017;21:15;24.0;7.32;16.09
Mon;14;8;2017;21:30;25.0;7.32;16.09
Mon;14;8;2017;21:45;24.0;7.33;16.09
Mon;14;8;2017;22:00;25.0;7.33;16.11
Mon;14;8;2017;22:15;25.0;7.32;16.1
Mon;14;8;2017;22:30;25.0;7.31;16.1
Mon;14;8;2017;22:45;24.0;7.3;16.1
Mon;14;8;2017;23:00;24.0;7.3;16.11
Mon;14;8;2017;23:15;25.0;7.34;16.1
Mon;14;8;2017;23:30;24.0;7.3;16.1
Mon;14;8;2017;23:45;25.0;7.3;16.1
Tue;15;8;2017;00:00;24.0;7.27;16.1
Tue;15;8;2017;00:15;24.0;7.27;16.11
Tue;15;8;2017;00:30;25.0;7.27;16.09
Tue;15;8;2017;00:45;24.0;7.28;16.08
Tue;15;8;2017;01:00;24.0;7.27;16.07
Tue;15;8;2017;01:15;25.0;7.28;16.08
Tue;15;8;2017;01:30;24.0;7.29;16.06
Tue;15;8;2017;01:45;24.0;7.31;16.05
Tue;15;8;2017;02:00;25.0;7.31;16.05
Tue;15;8;2017;02:15;24.0;7.3;16.04
Tue;15;8;2017;02:30;24.0;7.3;16.04
Tue;15;8;2017;02:45;25.0;7.3;16.05
Tue;15;8;2017;03:00;24.0;7.29;16.04
Tue;15;8;2017;03:15;25.0;7.29;16.03
Tue;15;8;2017;03:30;24.0;7.28;16.03
Tue;15;8;2017;03:45;24.0;7.29;16.03
Tue;15;8;2017;04:00;25.0;7.29;16.01
Tue;15;8;2017;04:15;24.0;7.3;16.03
Tue;15;8;2017;04:30;25.0;7.3;16.02
Tue;15;8;2017;04:45;24.0;7.28;16.02
Tue;15;8;2017;05:00;24.0;7.28;16.02
Tue;15;8;2017;05:15;25.0;7.28;16.01
Tue;15;8;2017;05:30;24.0;7.27;16.03
Tue;15;8;2017;05:45;24.0;7.26;16.01
Tue;15;8;2017;06:00;25.0;7.27;16.02
Tue;15;8;2017;06:15;24.0;7.25;16.01
Tue;15;8;2017;06:30;24.0;7.26;16.02
Tue;15;8;2017;06:45;24.0;7.28;16.01
Tue;15;8;2017;07:00;25.0;7.28;16.01
Tue;15;8;2017;07:15;24.0;7.27;16.01
Tue;15;8;2017;07:30;24.0;7.26;16.01
Tue;15;8;2017;07:45;25.0;7.28;16.02
Tue;15;8;2017;08:00;24.0;7.28;16.01
Tue;15;8;2017;08:15;24.0;7.25;16.02
Tue;15;8;2017;08:30;24.0;7.25;16.02
Tue;15;8;2017;08:45;25.0;7.26;16.03
Tue;15;8;2017;09:00;24.0;7.27;16.04
Tue;15;8;2017;09:15;24.0;7.26;16.03
Tue;15;8;2017;09:30;25.0;7.26;16.04
Tue;15;8;2017;09:45;24.0;7.27;16.04
Tue;15;8;2017;10:00;24.0;7.26;16.06
Tue;15;8;2017;10:15;24.0;7.28;16.07
Tue;15;8;2017;10:30;25.0;7.28;16.07
Tue;15;8;2017;10:45;24.0;7.29;16.06
Tue;15;8;2017;11:00;24.0;7.3;16.07
Tue;15;8;2017;11:15;25.0;7.31;16.07
Tue;15;8;2017;11:30;24.0;7.31;16.09
Tue;15;8;2017;11:45;24.0;7.33;16.07
Tue;15;8;2017;12:00;25.0;7.33;16.07
Tue;15;8;2017;12:15;24.0;7.34;16.07
Tue;15;8;2017;12:30;25.0;7.36;16.07
Tue;15;8;2017;12:45;24.0;7.36;16.08
Tue;15;8;2017;13:00;24.0;7.4;16.07
Tue;15;8;2017;13:15;25.0;7.41;16.06
Tue;15;8;2017;13:30;24.0;7.43;16.07
Tue;15;8;2017;13:45;25.0;7.49;16.08
Tue;15;8;2017;14:00;24.0;7.55;16.07
Tue;15;8;2017;14:15;25.0;7.55;16.07
Tue;15;8;2017;14:30;24.0;7.56;16.08
