weekday;day;month;year;time;EA+ GERAL PTM (KWh);EA+ AVAC IT PTM (KWh);EA+ IT PTM (KWh)
Fri;6;5;2016;04:15;5.0;1.92;2.31
Fri;6;5;2016;04:30;6.0;1.48;2.31
Fri;6;5;2016;04:45;5.0;1.89;2.32
Fri;6;5;2016;05:00;6.0;1.89;2.3
Fri;6;5;2016;05:15;5.0;1.88;2.32
Fri;6;5;2016;05:30;6.0;1.88;2.31
Fri;6;5;2016;05:45;5.0;1.22;2.31
Fri;6;5;2016;06:00;5.0;1.93;2.31
Fri;6;5;2016;06:15;5.0;1.5;2.31
Fri;6;5;2016;06:30;5.0;1.89;2.31
Fri;6;5;2016;06:45;6.0;1.88;2.31
Fri;6;5;2016;07:00;5.0;1.88;2.32
Fri;6;5;2016;07:15;5.0;1.21;2.31
Fri;6;5;2016;07:30;5.0;1.76;2.31
Fri;6;5;2016;07:45;5.0;1.54;2.32
Fri;6;5;2016;08:00;6.0;1.88;2.32
Fri;6;5;2016;08:15;5.0;1.73;2.31
Fri;6;5;2016;08:30;5.0;1.3;2.31
Fri;6;5;2016;08:45;5.0;1.74;2.32
Fri;6;5;2016;09:00;6.0;1.41;2.34
Fri;6;5;2016;09:15;5.0;1.88;2.39
Fri;6;5;2016;09:30;6.0;1.88;2.39
Fri;6;5;2016;09:45;5.0;1.2;2.4
Fri;6;5;2016;10:00;6.0;1.69;2.38
Fri;6;5;2016;10:15;5.0;1.53;2.43
Fri;6;5;2016;10:30;6.0;1.88;2.44
Fri;6;5;2016;10:45;6.0;1.64;2.4
Fri;6;5;2016;11:00;5.0;1.37;2.41
Fri;6;5;2016;11:15;5.0;1.49;2.41
Fri;6;5;2016;11:30;6.0;1.72;2.4
Fri;6;5;2016;11:45;6.0;1.88;2.41
Fri;6;5;2016;12:00;5.0;1.46;2.41
Fri;6;5;2016;12:15;6.0;1.59;2.42
Fri;6;5;2016;12:30;5.0;1.58;2.41
Fri;6;5;2016;12:45;5.0;1.65;2.4
Fri;6;5;2016;13:00;6.0;1.89;2.4
Fri;6;5;2016;13:15;6.0;1.89;2.54
Fri;6;5;2016;13:30;5.0;1.32;2.48
Fri;6;5;2016;13:45;6.0;1.67;2.4
Fri;6;5;2016;14:00;7.0;1.73;2.47
Fri;6;5;2016;14:15;6.0;1.89;2.39
Fri;6;5;2016;14:30;7.0;1.88;2.4
Fri;6;5;2016;14:45;6.0;1.88;2.4
Fri;6;5;2016;15:00;6.0;1.88;2.41
Fri;6;5;2016;15:15;6.0;1.88;2.39
Fri;6;5;2016;15:30;6.0;1.88;2.41
Fri;6;5;2016;15:45;5.0;1.88;2.4
Fri;6;5;2016;16:00;6.0;1.88;2.4
Fri;6;5;2016;16:15;6.0;1.88;2.42
Fri;6;5;2016;16:30;6.0;1.88;2.52
Fri;6;5;2016;16:45;6.0;1.88;2.55
Fri;6;5;2016;17:00;6.0;1.88;2.55
Fri;6;5;2016;17:15;6.0;1.88;2.41
Fri;6;5;2016;17:30;6.0;1.88;2.43
Fri;6;5;2016;17:45;5.0;1.88;2.4
Fri;6;5;2016;18:00;6.0;1.88;2.41
Fri;6;5;2016;18:15;5.0;1.88;2.38
Fri;6;5;2016;18:30;6.0;1.88;2.39
Fri;6;5;2016;18:45;5.0;1.89;2.38
Fri;6;5;2016;19:00;6.0;1.89;2.38
Fri;6;5;2016;19:15;5.0;1.89;2.38
Fri;6;5;2016;19:30;5.5;1.88;2.38
Fri;6;5;2016;19:45;5.5;1.88;2.38
Fri;6;5;2016;20:00;5.0;1.88;2.38
Fri;6;5;2016;20:15;6.0;1.88;2.4
Fri;6;5;2016;20:30;5.0;1.88;2.37
Fri;6;5;2016;20:45;6.0;1.89;2.39
Fri;6;5;2016;21:00;6.0;1.88;2.38
Fri;6;5;2016;21:15;5.0;1.89;2.39
Fri;6;5;2016;21:30;6.0;1.89;2.38
Fri;6;5;2016;21:45;5.0;1.89;2.38
Fri;6;5;2016;22:00;6.0;1.88;2.39
Fri;6;5;2016;22:15;6.0;1.88;2.38
Fri;6;5;2016;22:30;5.0;1.88;2.33
Fri;6;5;2016;22:45;6.0;1.89;2.34
Fri;6;5;2016;23:00;5.0;1.88;2.33
Fri;6;5;2016;23:15;6.0;1.89;2.33
Fri;6;5;2016;23:30;5.0;1.89;2.34
Fri;6;5;2016;23:45;6.0;1.9;2.34
Sat;7;5;2016;00:00;5.0;1.11;2.34
Sat;7;5;2016;00:15;5.0;1.51;2.34
Sat;7;5;2016;00:30;5.0;1.3;2.34
Sat;7;5;2016;00:45;5.0;1.69;2.34
Sat;7;5;2016;01:00;6.0;1.51;2.33
Sat;7;5;2016;01:15;5.0;1.34;2.34
Sat;7;5;2016;01:30;5.0;1.54;2.33
Sat;7;5;2016;01:45;5.0;1.37;2.35
Sat;7;5;2016;02:00;5.0;1.53;2.33
Sat;7;5;2016;02:15;5.0;1.42;2.34
Sat;7;5;2016;02:30;5.0;1.14;2.33
Sat;7;5;2016;02:45;5.0;1.37;2.34
Sat;7;5;2016;03:00;5.0;1.23;2.34
Sat;7;5;2016;03:15;6.0;1.62;2.34
Sat;7;5;2016;03:30;5.0;1.36;2.33
Sat;7;5;2016;03:45;5.0;1.27;2.34
Sat;7;5;2016;04:00;4.0;1.17;2.33
Sat;7;5;2016;04:15;5.0;1.32;2.34
Sat;7;5;2016;04:30;6.0;1.61;2.33
Sat;7;5;2016;04:45;5.0;1.29;2.32
Sat;7;5;2016;05:00;5.0;1.18;2.34
Sat;7;5;2016;05:15;5.0;1.34;2.33
Sat;7;5;2016;05:30;5.0;1.14;2.34
Sat;7;5;2016;05:45;4.0;1.36;2.33
Sat;7;5;2016;06:00;5.0;1.2;2.33
Sat;7;5;2016;06:15;5.0;1.21;2.33
Sat;7;5;2016;06:30;5.0;1.3;2.33
Sat;7;5;2016;06:45;4.0;1.17;2.33
Sat;7;5;2016;07:00;5.0;1.36;2.34
Sat;7;5;2016;07:15;5.0;1.3;2.34
Sat;7;5;2016;07:30;5.0;1.13;2.33
Sat;7;5;2016;07:45;4.0;1.11;2.33
Sat;7;5;2016;08:00;5.0;1.11;2.34
Sat;7;5;2016;08:15;5.0;1.16;2.34
Sat;7;5;2016;08:30;4.0;1.07;2.34
Sat;7;5;2016;08:45;5.0;1.11;2.33
Sat;7;5;2016;09:00;4.0;1.07;2.34
Sat;7;5;2016;09:15;5.0;1.16;2.32
Sat;7;5;2016;09:30;5.0;1.24;2.33
Sat;7;5;2016;09:45;4.0;1.09;2.34
Sat;7;5;2016;10:00;5.0;1.3;2.33
Sat;7;5;2016;10:15;5.0;1.14;2.34
Sat;7;5;2016;10:30;5.0;1.17;2.34
Sat;7;5;2016;10:45;4.0;1.31;2.33
Sat;7;5;2016;11:00;5.0;1.37;2.34
Sat;7;5;2016;11:15;5.0;1.25;2.34
Sat;7;5;2016;11:30;5.0;1.4;2.33
Sat;7;5;2016;11:45;5.0;1.12;2.34
Sat;7;5;2016;12:00;4.0;1.2;2.33
Sat;7;5;2016;12:15;5.0;1.38;2.34
Sat;7;5;2016;12:30;5.0;1.2;2.33
Sat;7;5;2016;12:45;5.0;1.74;2.34
Sat;7;5;2016;13:00;5.0;1.26;2.32
Sat;7;5;2016;13:15;5.0;1.61;2.34
Sat;7;5;2016;13:30;5.0;1.99;2.33
Sat;7;5;2016;13:45;6.0;1.87;2.34
Sat;7;5;2016;14:00;5.0;1.87;2.32
Sat;7;5;2016;14:15;6.0;1.87;2.33
Sat;7;5;2016;14:30;4.0;1.35;2.34
Sat;7;5;2016;14:45;6.0;1.77;2.34
Sat;7;5;2016;15:00;5.0;1.91;2.33
Sat;7;5;2016;15:15;5.0;1.43;2.33
Sat;7;5;2016;15:30;5.0;1.87;2.33
Sat;7;5;2016;15:45;5.0;1.25;2.34
Sat;7;5;2016;16:00;6.0;1.91;2.33
Sat;7;5;2016;16:15;4.0;1.29;2.33
Sat;7;5;2016;16:30;6.0;1.87;2.33
Sat;7;5;2016;16:45;5.0;1.37;2.33
Sat;7;5;2016;17:00;5.0;1.91;2.33
Sat;7;5;2016;17:15;5.0;1.28;2.34
Sat;7;5;2016;17:30;5.0;1.88;2.33
Sat;7;5;2016;17:45;5.0;1.25;2.33
Sat;7;5;2016;18:00;5.0;1.82;2.33
Sat;7;5;2016;18:15;5.0;1.3;2.33
Sat;7;5;2016;18:30;6.0;1.88;2.34
Sat;7;5;2016;18:45;4.0;1.19;2.33
Sat;7;5;2016;19:00;6.0;1.91;2.34
Sat;7;5;2016;19:15;5.0;1.37;2.33
Sat;7;5;2016;19:30;5.0;1.8;2.34
Sat;7;5;2016;19:45;5.0;1.16;2.33
Sat;7;5;2016;20:00;5.0;1.81;2.33
Sat;7;5;2016;20:15;5.0;1.39;2.33
Sat;7;5;2016;20:30;5.0;1.47;2.34
Sat;7;5;2016;20:45;5.0;1.36;2.33
Sat;7;5;2016;21:00;5.0;1.75;2.34
Sat;7;5;2016;21:15;5.0;1.33;2.33
Sat;7;5;2016;21:30;6.0;1.63;2.34
Sat;7;5;2016;21:45;5.0;1.26;2.34
Sat;7;5;2016;22:00;5.0;1.62;2.33
Sat;7;5;2016;22:15;5.0;1.56;2.34
Sat;7;5;2016;22:30;5.0;1.33;2.34
Sat;7;5;2016;22:45;5.0;1.54;2.33
Sat;7;5;2016;23:00;6.0;1.44;2.33
Sat;7;5;2016;23:15;5.0;1.43;2.34
Sat;7;5;2016;23:30;5.0;1.59;2.33
Sat;7;5;2016;23:45;5.0;1.08;2.33
Sun;8;5;2016;00:00;5.0;1.53;2.33
Sun;8;5;2016;00:15;5.0;1.51;2.34
Sun;8;5;2016;00:30;5.0;1.12;2.33
Sun;8;5;2016;00:45;6.0;1.74;2.33
Sun;8;5;2016;01:00;5.0;1.41;2.33
Sun;8;5;2016;01:15;4.0;1.11;2.34
Sun;8;5;2016;01:30;6.0;1.5;2.33
Sun;8;5;2016;01:45;5.0;1.47;2.33
Sun;8;5;2016;02:00;5.0;1.1;2.33
Sun;8;5;2016;02:15;5.0;1.57;2.32
Sun;8;5;2016;02:30;5.0;1.14;2.34
Sun;8;5;2016;02:45;5.0;1.22;2.33
Sun;8;5;2016;03:00;5.0;1.65;2.33
Sun;8;5;2016;03:15;5.0;1.41;2.33
Sun;8;5;2016;03:30;5.0;1.13;2.33
Sun;8;5;2016;03:45;5.0;1.25;2.33
Sun;8;5;2016;04:00;5.0;1.7;2.33
Sun;8;5;2016;04:15;5.0;1.07;2.33
Sun;8;5;2016;04:30;5.0;1.17;2.32
Sun;8;5;2016;04:45;5.0;1.73;2.34
Sun;8;5;2016;05:00;5.0;0.9;2.32
Sun;8;5;2016;05:15;5.0;1.4;2.33
Sun;8;5;2016;05:30;5.0;1.61;2.33
Sun;8;5;2016;05:45;5.0;0.92;2.32
Sun;8;5;2016;06:00;5.0;1.3;2.34
Sun;8;5;2016;06:15;5.0;1.54;2.33
Sun;8;5;2016;06:30;4.0;0.92;2.32
Sun;8;5;2016;06:45;5.0;1.34;2.33
Sun;8;5;2016;07:00;5.0;1.5;2.33
Sun;8;5;2016;07:15;4.0;0.77;2.33
Sun;8;5;2016;07:30;5.0;1.38;2.33
Sun;8;5;2016;07:45;4.8;1.27;2.33
Sun;8;5;2016;08:00;4.8;1.27;2.33
Sun;8;5;2016;08:15;4.8;1.27;2.33
Sun;8;5;2016;08:30;4.8;1.27;2.33
Sun;8;5;2016;08:45;4.8;1.27;2.33
Sun;8;5;2016;09:00;4.0;1.0;2.33
Sun;8;5;2016;09:15;6.0;1.62;2.33
Sun;8;5;2016;09:30;4.0;1.2;2.33
Sun;8;5;2016;09:45;5.0;1.03;2.33
Sun;8;5;2016;10:00;5.0;1.52;2.33
Sun;8;5;2016;10:15;5.0;1.26;2.34
Sun;8;5;2016;10:30;4.0;1.13;2.33
Sun;8;5;2016;10:45;5.0;1.64;2.34
Sun;8;5;2016;11:00;5.0;1.09;2.32
Sun;8;5;2016;11:15;5.0;1.53;2.33
Sun;8;5;2016;11:30;5.0;1.39;2.33
Sun;8;5;2016;11:45;5.0;1.25;2.32
Sun;8;5;2016;12:00;5.0;1.63;2.32
Sun;8;5;2016;12:15;5.0;1.34;2.33
Sun;8;5;2016;12:30;5.0;1.53;2.33
Sun;8;5;2016;12:45;5.0;1.54;2.34
Sun;8;5;2016;13:00;5.0;1.62;2.33
Sun;8;5;2016;13:15;5.0;1.57;2.33
Sun;8;5;2016;13:30;5.0;1.6;2.33
Sun;8;5;2016;13:45;5.0;1.6;2.33
Sun;8;5;2016;14:00;6.0;1.92;2.34
Sun;8;5;2016;14:15;5.0;1.48;2.33
Sun;8;5;2016;14:30;5.0;1.82;2.34
Sun;8;5;2016;14:45;5.0;1.89;2.33
Sun;8;5;2016;15:00;6.0;1.89;2.34
Sun;8;5;2016;15:15;5.0;1.88;2.33
Sun;8;5;2016;15:30;6.0;1.88;2.33
Sun;8;5;2016;15:45;5.0;1.89;2.33
Sun;8;5;2016;16:00;5.0;1.89;2.33
Sun;8;5;2016;16:15;6.0;1.89;2.33
Sun;8;5;2016;16:30;5.0;1.88;2.32
Sun;8;5;2016;16:45;5.0;1.88;2.33
Sun;8;5;2016;17:00;6.0;1.88;2.33
Sun;8;5;2016;17:15;5.0;1.88;2.33
Sun;8;5;2016;17:30;6.0;1.88;2.34
Sun;8;5;2016;17:45;5.0;1.88;2.32
Sun;8;5;2016;18:00;5.0;1.88;2.34
Sun;8;5;2016;18:15;6.0;1.88;2.33
Sun;8;5;2016;18:30;5.0;1.88;2.33
Sun;8;5;2016;18:45;6.0;1.88;2.34
Sun;8;5;2016;19:00;5.0;1.88;2.33
Sun;8;5;2016;19:15;5.0;1.88;2.34
Sun;8;5;2016;19:30;6.0;2.23;2.34
Sun;8;5;2016;19:45;6.0;1.93;2.34
Sun;8;5;2016;20:00;5.0;1.92;2.33
Sun;8;5;2016;20:15;5.0;1.92;2.34
Sun;8;5;2016;20:30;6.0;1.91;2.33
Sun;8;5;2016;20:45;5.0;1.9;2.34
Sun;8;5;2016;21:00;6.0;1.91;2.33
Sun;8;5;2016;21:15;6.0;1.91;2.34
Sun;8;5;2016;21:30;5.0;1.91;2.34
Sun;8;5;2016;21:45;6.0;1.91;2.33
Sun;8;5;2016;22:00;6.0;1.91;2.33
Sun;8;5;2016;22:15;5.0;1.91;2.34
Sun;8;5;2016;22:30;6.0;1.91;2.34
Sun;8;5;2016;22:45;5.0;1.91;2.33
Sun;8;5;2016;23:00;6.0;1.92;2.33
Sun;8;5;2016;23:15;6.0;1.92;2.34
Sun;8;5;2016;23:30;5.0;1.91;2.33
Sun;8;5;2016;23:45;6.0;1.91;2.35
Mon;9;5;2016;00:00;5.0;1.92;2.34
Mon;9;5;2016;00:15;6.0;1.92;2.32
Mon;9;5;2016;00:30;6.0;1.92;2.34
Mon;9;5;2016;00:45;5.0;1.92;2.34
Mon;9;5;2016;01:00;6.0;1.92;2.32
Mon;9;5;2016;01:15;6.0;1.92;2.33
Mon;9;5;2016;01:30;5.0;1.92;2.34
Mon;9;5;2016;01:45;6.0;1.92;2.32
Mon;9;5;2016;02:00;6.0;1.92;2.33
Mon;9;5;2016;02:15;5.0;1.48;2.33
Mon;9;5;2016;02:30;5.0;1.89;2.33
Mon;9;5;2016;02:45;6.0;1.89;2.33
Mon;9;5;2016;03:00;5.0;1.89;2.33
Mon;9;5;2016;03:15;5.0;1.28;2.33
Mon;9;5;2016;03:30;6.0;1.81;2.32
Mon;9;5;2016;03:45;5.0;1.55;2.33
Mon;9;5;2016;04:00;6.0;1.89;2.33
Mon;9;5;2016;04:15;5.0;1.75;2.33
Mon;9;5;2016;04:30;5.0;1.21;2.33
Mon;9;5;2016;04:45;6.0;1.86;2.33
Mon;9;5;2016;05:00;5.0;1.42;2.32
Mon;9;5;2016;05:15;5.0;1.88;2.33
Mon;9;5;2016;05:30;5.0;1.15;2.33
Mon;9;5;2016;05:45;5.0;1.63;2.32
Mon;9;5;2016;06:00;6.0;1.74;2.33
Mon;9;5;2016;06:15;4.0;1.16;2.33
Mon;9;5;2016;06:30;6.0;1.92;2.33
Mon;9;5;2016;06:45;4.0;1.2;2.33
Mon;9;5;2016;07:00;6.0;1.75;2.34
Mon;9;5;2016;07:15;4.0;1.25;2.33
Mon;9;5;2016;07:30;5.0;1.42;2.37
Mon;9;5;2016;07:45;6.0;1.72;2.48
Mon;9;5;2016;08:00;4.0;1.2;2.48
Mon;9;5;2016;08:15;6.0;1.93;2.47
Mon;9;5;2016;08:30;5.0;1.21;2.34
Mon;9;5;2016;08:45;5.0;1.59;2.34
Mon;9;5;2016;09:00;5.0;1.31;2.35
Mon;9;5;2016;09:15;5.0;1.37;2.35
Mon;9;5;2016;09:30;6.0;1.82;2.36
Mon;9;5;2016;09:45;5.0;1.17;2.36
Mon;9;5;2016;10:00;5.0;1.51;2.46
Mon;9;5;2016;10:15;6.0;1.56;2.42
Mon;9;5;2016;10:30;5.0;1.32;2.42
Mon;9;5;2016;10:45;6.0;1.47;2.42
Mon;9;5;2016;11:00;6.0;1.71;2.41
Mon;9;5;2016;11:15;5.0;1.15;2.42
Mon;9;5;2016;11:30;7.0;1.92;2.42
Mon;9;5;2016;11:45;5.0;1.42;2.41
Mon;9;5;2016;12:00;6.0;1.74;2.42
Mon;9;5;2016;12:15;5.0;1.43;2.41
Mon;9;5;2016;12:30;6.0;1.92;2.4
Mon;9;5;2016;12:45;6.0;1.31;2.4
Mon;9;5;2016;13:00;6.0;1.89;2.39
Mon;9;5;2016;13:15;6.0;1.89;2.39
Mon;9;5;2016;13:30;5.0;1.88;2.39
Mon;9;5;2016;13:45;6.0;1.88;2.4
Mon;9;5;2016;14:00;5.0;1.89;2.38
Mon;9;5;2016;14:15;6.0;1.88;2.4
Mon;9;5;2016;14:30;6.0;1.88;2.41
Mon;9;5;2016;14:45;5.0;1.89;2.4
Mon;9;5;2016;15:00;6.0;1.89;2.4
Mon;9;5;2016;15:15;6.0;1.88;2.39
Mon;9;5;2016;15:30;6.0;1.89;2.36
Mon;9;5;2016;15:45;6.0;1.89;2.36
Mon;9;5;2016;16:00;5.0;1.89;2.36
Mon;9;5;2016;16:15;6.0;1.89;2.36
Mon;9;5;2016;16:30;6.0;1.89;2.35
Mon;9;5;2016;16:45;6.0;2.59;2.36
Mon;9;5;2016;17:00;6.0;1.93;2.36
Mon;9;5;2016;17:15;6.0;1.92;2.44
Mon;9;5;2016;17:30;7.0;2.61;2.42
Mon;9;5;2016;17:45;6.0;2.1;2.4
Mon;9;5;2016;18:00;6.0;2.3;2.39
Mon;9;5;2016;18:15;6.0;2.4;2.36
Mon;9;5;2016;18:30;6.0;2.53;2.42
Mon;9;5;2016;18:45;6.0;2.05;2.5
Mon;9;5;2016;19:00;8.0;3.01;2.52
Mon;9;5;2016;19:15;7.0;2.32;2.42
Mon;9;5;2016;19:30;8.0;3.03;2.36
Mon;9;5;2016;19:45;8.0;2.34;2.37
Mon;9;5;2016;20:00;7.0;2.85;2.36
Mon;9;5;2016;20:15;7.0;2.8;2.37
Mon;9;5;2016;20:30;5.0;2.02;2.36
Mon;9;5;2016;20:45;6.0;2.17;2.36
Mon;9;5;2016;21:00;7.0;2.45;2.37
Mon;9;5;2016;21:15;6.0;2.59;2.37
Mon;9;5;2016;21:30;6.0;1.94;2.37
Mon;9;5;2016;21:45;6.0;2.12;2.36
Mon;9;5;2016;22:00;6.0;2.27;2.36
Mon;9;5;2016;22:15;6.0;2.61;2.32
Mon;9;5;2016;22:30;6.0;1.92;2.32
Mon;9;5;2016;22:45;6.0;1.92;2.32
Mon;9;5;2016;23:00;6.0;2.49;2.31
Mon;9;5;2016;23:15;6.0;1.89;2.32
Mon;9;5;2016;23:30;6.0;2.51;2.32
Mon;9;5;2016;23:45;6.0;1.93;2.32
Tue;10;5;2016;00:00;5.0;1.92;2.32
Tue;10;5;2016;00:15;6.0;1.92;2.31
Tue;10;5;2016;00:30;6.0;1.92;2.32
Tue;10;5;2016;00:45;6.0;1.92;2.32
Tue;10;5;2016;01:00;5.0;1.92;2.32
Tue;10;5;2016;01:15;6.0;1.92;2.31
Tue;10;5;2016;01:30;6.0;1.93;2.32
Tue;10;5;2016;01:45;5.0;1.93;2.31
Tue;10;5;2016;02:00;6.0;1.93;2.31
Tue;10;5;2016;02:15;6.0;1.93;2.32
Tue;10;5;2016;02:30;6.0;1.93;2.31
Tue;10;5;2016;02:45;5.0;1.93;2.31
Tue;10;5;2016;03:00;6.0;1.93;2.31
Tue;10;5;2016;03:15;6.0;1.94;2.33
Tue;10;5;2016;03:30;6.0;1.92;2.37
Tue;10;5;2016;03:45;5.0;1.92;2.31
Tue;10;5;2016;04:00;6.0;1.92;2.32
Tue;10;5;2016;04:15;6.0;1.92;2.32
Tue;10;5;2016;04:30;6.0;1.92;2.3
Tue;10;5;2016;04:45;5.0;1.92;2.31
Tue;10;5;2016;05:00;6.0;1.92;2.31
Tue;10;5;2016;05:15;6.0;1.92;2.31
Tue;10;5;2016;05:30;5.0;1.92;2.31
Tue;10;5;2016;05:45;6.0;1.67;2.32
Tue;10;5;2016;06:00;5.0;1.55;2.31
Tue;10;5;2016;06:15;5.0;1.88;2.31
Tue;10;5;2016;06:30;6.0;1.88;2.31
Tue;10;5;2016;06:45;5.0;1.21;2.31
Tue;10;5;2016;07:00;5.0;1.93;2.31
Tue;10;5;2016;07:15;5.0;1.37;2.32
Tue;10;5;2016;07:30;6.0;1.89;2.31
Tue;10;5;2016;07:45;5.0;1.88;2.46
Tue;10;5;2016;08:00;5.0;1.1;2.46
Tue;10;5;2016;08:15;5.0;1.23;2.43
Tue;10;5;2016;08:30;5.0;1.33;2.31
Tue;10;5;2016;08:45;5.0;1.31;2.33
Tue;10;5;2016;09:00;5.0;1.27;2.33
Tue;10;5;2016;09:15;5.0;1.38;2.32
Tue;10;5;2016;09:30;6.0;1.36;2.33
Tue;10;5;2016;09:45;5.0;1.31;2.36
Tue;10;5;2016;10:00;5.0;1.31;2.36
Tue;10;5;2016;10:15;6.0;1.18;2.36
Tue;10;5;2016;10:30;5.0;1.32;2.36
Tue;10;5;2016;10:45;5.0;1.38;2.35
Tue;10;5;2016;11:00;6.0;1.56;2.35
Tue;10;5;2016;11:15;5.0;1.45;2.35
Tue;10;5;2016;11:30;6.0;1.22;2.35
Tue;10;5;2016;11:45;5.0;1.22;2.35
Tue;10;5;2016;12:00;5.0;1.41;2.35
Tue;10;5;2016;12:15;5.0;1.62;2.35
Tue;10;5;2016;12:30;6.0;1.35;2.35
Tue;10;5;2016;12:45;5.0;1.5;2.34
Tue;10;5;2016;13:00;5.0;1.43;2.35
Tue;10;5;2016;13:15;5.0;1.38;2.33
Tue;10;5;2016;13:30;6.0;2.09;2.33
Tue;10;5;2016;13:45;6.0;1.9;2.33
Tue;10;5;2016;14:00;5.0;1.89;2.33
Tue;10;5;2016;14:15;6.0;1.89;2.33
Tue;10;5;2016;14:30;6.0;1.89;2.35
Tue;10;5;2016;14:45;6.0;1.89;2.34
Tue;10;5;2016;15:00;5.0;1.89;2.34
Tue;10;5;2016;15:15;6.0;1.89;2.35
Tue;10;5;2016;15:30;6.0;1.89;2.34
Tue;10;5;2016;15:45;5.0;1.89;2.35
Tue;10;5;2016;16:00;6.0;1.88;2.34
Tue;10;5;2016;16:15;6.0;1.88;2.34
Tue;10;5;2016;16:30;6.0;1.88;2.35
Tue;10;5;2016;16:45;5.0;1.88;2.34
Tue;10;5;2016;17:00;6.0;1.88;2.36
Tue;10;5;2016;17:15;6.0;1.88;2.36
Tue;10;5;2016;17:30;6.0;2.53;2.35
Tue;10;5;2016;17:45;6.0;1.92;2.36
Tue;10;5;2016;18:00;5.0;1.92;2.33
Tue;10;5;2016;18:15;5.8;2.15;2.33
Tue;10;5;2016;18:30;5.8;2.15;2.33
Tue;10;5;2016;18:45;5.8;2.15;2.33
Tue;10;5;2016;19:00;5.8;2.15;2.33
Tue;10;5;2016;19:15;5.8;2.15;2.33
Tue;10;5;2016;19:30;6.0;1.92;2.32
Tue;10;5;2016;19:45;6.0;2.48;2.32
Tue;10;5;2016;20:00;5.0;1.88;2.32
Tue;10;5;2016;20:15;6.0;2.32;2.33
Tue;10;5;2016;20:30;6.0;2.15;2.31
Tue;10;5;2016;20:45;5.0;1.92;2.32
Tue;10;5;2016;21:00;6.0;1.91;2.31
Tue;10;5;2016;21:15;5.0;1.92;2.32
Tue;10;5;2016;21:30;6.0;1.92;2.31
Tue;10;5;2016;21:45;6.0;1.92;2.33
Tue;10;5;2016;22:00;5.0;1.92;2.31
Tue;10;5;2016;22:15;6.0;1.92;2.31
Tue;10;5;2016;22:30;5.0;1.92;2.32
Tue;10;5;2016;22:45;6.0;1.92;2.32
Tue;10;5;2016;23:00;6.0;1.92;2.32
Tue;10;5;2016;23:15;5.0;1.92;2.32
Tue;10;5;2016;23:30;6.0;1.92;2.32
Tue;10;5;2016;23:45;5.0;1.92;2.31
Wed;11;5;2016;00:00;6.0;1.92;2.32
Wed;11;5;2016;00:15;6.0;1.92;2.32
Wed;11;5;2016;00:30;5.0;1.93;2.32
Wed;11;5;2016;00:45;6.0;1.93;2.32
Wed;11;5;2016;01:00;6.0;1.92;2.31
Wed;11;5;2016;01:15;5.0;1.92;2.31
Wed;11;5;2016;01:30;6.0;1.92;2.31
Wed;11;5;2016;01:45;5.0;1.93;2.32
Wed;11;5;2016;02:00;6.0;1.92;2.32
Wed;11;5;2016;02:15;5.0;1.31;2.31
Wed;11;5;2016;02:30;6.0;1.9;2.32
Wed;11;5;2016;02:45;5.0;1.9;2.31
Wed;11;5;2016;03:00;6.0;1.89;2.41
Wed;11;5;2016;03:15;5.0;1.34;2.31
Wed;11;5;2016;03:30;5.0;1.57;2.32
Wed;11;5;2016;03:45;5.0;1.36;2.31
Wed;11;5;2016;04:00;6.0;1.89;2.31
Wed;11;5;2016;04:15;5.0;1.3;2.32
Wed;11;5;2016;04:30;5.0;1.75;2.31
Wed;11;5;2016;04:45;5.0;1.47;2.31
Wed;11;5;2016;05:00;6.0;1.83;2.31
Wed;11;5;2016;05:15;5.0;1.08;2.32
Wed;11;5;2016;05:30;5.0;1.65;2.3
Wed;11;5;2016;05:45;5.0;1.44;2.32
Wed;11;5;2016;06:00;5.0;1.54;2.32
Wed;11;5;2016;06:15;5.0;1.49;2.3
Wed;11;5;2016;06:30;5.0;1.25;2.31
Wed;11;5;2016;06:45;5.0;1.6;2.31
Wed;11;5;2016;07:00;5.0;1.37;2.32
Wed;11;5;2016;07:15;4.0;1.17;2.3
Wed;11;5;2016;07:30;6.0;1.72;2.32
Wed;11;5;2016;07:45;4.0;1.22;2.32
Wed;11;5;2016;08:00;5.0;1.31;2.33
Wed;11;5;2016;08:15;5.0;1.14;2.31
Wed;11;5;2016;08:30;5.0;1.56;2.31
Wed;11;5;2016;08:45;5.0;1.48;2.31
Wed;11;5;2016;09:00;4.0;0.93;2.33
Wed;11;5;2016;09:15;6.0;1.73;2.33
Wed;11;5;2016;09:30;5.0;1.27;2.34
Wed;11;5;2016;09:45;5.0;1.0;2.35
Wed;11;5;2016;10:00;5.0;1.49;2.36
Wed;11;5;2016;10:15;5.0;1.47;2.36
Wed;11;5;2016;10:30;5.0;0.93;2.36
Wed;11;5;2016;10:45;6.0;1.74;2.37
Wed;11;5;2016;11:00;6.0;1.32;2.36
Wed;11;5;2016;11:15;5.0;1.16;2.37
Wed;11;5;2016;11:30;5.0;1.52;2.4
Wed;11;5;2016;11:45;5.33;1.33;2.4
Wed;11;5;2016;12:00;5.33;1.33;2.4
Wed;11;5;2016;12:15;5.33;1.33;2.4
Wed;11;5;2016;12:30;5.0;1.22;2.41
Wed;11;5;2016;12:45;5.0;1.82;2.4
Wed;11;5;2016;13:00;5.0;1.02;2.4
