weekday;day;month;year;time;EA+ GERAL PDG (KWh);EA+ AVAC PDG (KWh);EA+ IT PDG (KWh)
Sat;30;1;2016;09:45;7.0;2.98;3.9
Sat;30;1;2016;10:00;5.0;0.79;3.9
Sat;30;1;2016;10:15;7.0;3.32;3.9
Sat;30;1;2016;10:30;6.0;1.91;3.9
Sat;30;1;2016;10:45;5.0;1.56;3.9
Sat;30;1;2016;11:00;8.0;3.33;3.91
Sat;30;1;2016;11:15;5.0;0.92;3.9
Sat;30;1;2016;11:30;6.0;2.73;3.91
Sat;30;1;2016;11:45;6.0;2.4;3.9
Sat;30;1;2016;12:00;6.0;1.46;3.91
Sat;30;1;2016;12:15;7.0;3.33;3.9
Sat;30;1;2016;12:30;5.0;0.98;3.9
Sat;30;1;2016;12:45;7.0;2.64;3.9
Sat;30;1;2016;13:00;6.0;2.29;3.91
Sat;30;1;2016;13:15;5.0;1.54;3.9
Sat;30;1;2016;13:30;6.0;2.1;3.91
Sat;30;1;2016;13:45;7.0;2.32;3.9
Sat;30;1;2016;14:00;6.0;2.41;3.91
Sat;30;1;2016;14:15;6.0;2.23;3.9
Sat;30;1;2016;14:30;6.0;2.23;3.91
Sat;30;1;2016;14:45;6.0;2.14;3.9
Sat;30;1;2016;15:00;6.0;1.93;3.91
Sat;30;1;2016;15:15;6.0;2.07;3.9
Sat;30;1;2016;15:30;6.0;2.24;3.91
Sat;30;1;2016;15:45;7.0;2.54;3.9
Sat;30;1;2016;16:00;6.0;2.17;3.9
Sat;30;1;2016;16:15;6.0;2.03;3.9
Sat;30;1;2016;16:30;5.0;1.96;3.91
Sat;30;1;2016;16:45;7.0;2.25;3.9
Sat;30;1;2016;17:00;5.0;1.83;3.91
Sat;30;1;2016;17:15;7.0;2.69;3.91
Sat;30;1;2016;17:30;6.0;2.3;3.91
Sat;30;1;2016;17:45;6.0;1.94;3.9
Sat;30;1;2016;18:00;6.0;1.92;3.91
Sat;30;1;2016;18:15;6.0;2.0;3.91
Sat;30;1;2016;18:30;6.0;2.52;3.9
Sat;30;1;2016;18:45;7.0;2.36;3.91
Sat;30;1;2016;19:00;5.0;1.95;3.91
Sat;30;1;2016;19:15;6.0;1.95;3.9
Sat;30;1;2016;19:30;6.0;2.07;3.91
Sat;30;1;2016;19:45;7.0;2.52;3.9
Sat;30;1;2016;20:00;6.0;2.3;3.91
Sat;30;1;2016;20:15;6.0;1.85;3.9
Sat;30;1;2016;20:30;6.0;1.99;3.91
Sat;30;1;2016;20:45;6.0;2.21;3.9
Sat;30;1;2016;21:00;6.0;2.47;3.9
Sat;30;1;2016;21:15;6.0;2.35;3.9
Sat;30;1;2016;21:30;6.0;1.69;3.91
Sat;30;1;2016;21:45;6.0;1.94;3.9
Sat;30;1;2016;22:00;7.0;2.72;3.91
Sat;30;1;2016;22:15;5.0;2.01;3.9
Sat;30;1;2016;22:30;6.0;1.91;3.91
Sat;30;1;2016;22:45;6.0;2.05;3.9
Sat;30;1;2016;23:00;7.0;2.31;3.91
Sat;30;1;2016;23:15;6.0;2.26;3.91
Sat;30;1;2016;23:30;6.0;2.26;3.91
Sat;30;1;2016;23:45;6.0;1.75;3.9
Sun;31;1;2016;00:00;5.0;2.0;3.91
Sun;31;1;2016;00:15;7.0;2.44;3.9
Sun;31;1;2016;00:30;6.0;2.43;3.91
Sun;31;1;2016;00:45;6.0;1.77;3.9
Sun;31;1;2016;01:00;6.0;1.83;3.91
Sun;31;1;2016;01:15;6.0;2.48;3.9
Sun;31;1;2016;01:30;6.0;2.22;3.91
Sun;31;1;2016;01:45;7.0;2.63;3.9
Sun;31;1;2016;02:00;5.0;1.16;3.91
Sun;31;1;2016;02:15;7.0;3.33;3.9
Sun;31;1;2016;02:30;5.0;1.16;3.9
Sun;31;1;2016;02:45;7.0;2.96;3.9
Sun;31;1;2016;03:00;6.0;1.6;3.9
Sun;31;1;2016;03:15;6.0;2.05;3.9
Sun;31;1;2016;03:30;6.0;2.6;3.9
Sun;31;1;2016;03:45;5.0;1.38;3.9
Sun;31;1;2016;04:00;8.0;3.3;3.9
Sun;31;1;2016;04:15;4.0;0.75;3.9
Sun;31;1;2016;04:30;7.0;3.17;3.9
Sun;31;1;2016;04:45;6.0;1.39;3.89
Sun;31;1;2016;05:00;6.0;2.87;3.9
Sun;31;1;2016;05:15;6.0;1.47;3.9
Sun;31;1;2016;05:30;6.0;2.42;3.9
Sun;31;1;2016;05:45;6.0;2.25;3.89
Sun;31;1;2016;06:00;6.0;1.76;3.91
Sun;31;1;2016;06:15;7.0;2.8;3.9
Sun;31;1;2016;06:30;5.0;1.23;3.9
Sun;31;1;2016;06:45;7.0;3.33;3.9
Sun;31;1;2016;07:00;5.0;0.8;3.9
Sun;31;1;2016;07:15;7.0;3.2;3.9
Sun;31;1;2016;07:30;5.0;1.3;3.9
Sun;31;1;2016;07:45;7.0;2.72;3.9
Sun;31;1;2016;08:00;6.0;2.58;3.9
Sun;31;1;2016;08:15;5.0;1.23;3.89
Sun;31;1;2016;08:30;8.0;3.32;3.9
Sun;31;1;2016;08:45;5.0;0.95;3.9
Sun;31;1;2016;09:00;6.0;2.82;3.9
Sun;31;1;2016;09:15;6.0;1.93;3.9
Sun;31;1;2016;09:30;6.0;1.95;3.91
Sun;31;1;2016;09:45;6.0;2.39;3.89
Sun;31;1;2016;10:00;6.0;1.87;3.91
Sun;31;1;2016;10:15;7.0;2.81;3.9
Sun;31;1;2016;10:30;5.0;0.95;3.91
Sun;31;1;2016;10:45;7.0;3.33;3.9
Sun;31;1;2016;11:00;5.0;1.34;3.91
Sun;31;1;2016;11:15;7.0;2.48;3.9
Sun;31;1;2016;11:30;6.0;1.99;3.9
Sun;31;1;2016;11:45;6.0;2.07;3.9
Sun;31;1;2016;12:00;6.0;2.19;3.91
Sun;31;1;2016;12:15;5.0;1.95;3.9
Sun;31;1;2016;12:30;7.0;2.95;3.9
Sun;31;1;2016;12:45;5.0;0.87;3.9
Sun;31;1;2016;13:00;7.0;2.91;3.91
Sun;31;1;2016;13:15;6.0;1.91;3.9
Sun;31;1;2016;13:30;6.0;2.05;3.91
Sun;31;1;2016;13:45;6.0;2.18;3.9
Sun;31;1;2016;14:00;6.0;2.55;3.9
Sun;31;1;2016;14:15;7.0;2.21;3.9
Sun;31;1;2016;14:30;5.0;1.83;3.91
Sun;31;1;2016;14:45;6.0;2.04;3.9
Sun;31;1;2016;15:00;6.0;2.17;3.9
Sun;31;1;2016;15:15;7.0;2.67;3.92
Sun;31;1;2016;15:30;6.0;2.09;3.91
Sun;31;1;2016;15:45;6.0;2.14;3.9
Sun;31;1;2016;16:00;6.0;1.73;3.91
Sun;31;1;2016;16:15;6.0;2.45;3.9
Sun;31;1;2016;16:30;6.0;2.41;3.9
Sun;31;1;2016;16:45;6.0;2.07;3.9
Sun;31;1;2016;17:00;6.0;1.89;3.91
Sun;31;1;2016;17:15;6.0;2.1;3.9
Sun;31;1;2016;17:30;7.0;2.88;3.91
Sun;31;1;2016;17:45;5.0;1.62;3.9
Sun;31;1;2016;18:00;6.0;2.04;3.91
Sun;31;1;2016;18:15;7.0;2.56;3.9
Sun;31;1;2016;18:30;6.0;2.28;3.91
Sun;31;1;2016;18:45;6.0;2.12;3.9
Sun;31;1;2016;19:00;6.0;1.73;3.9
Sun;31;1;2016;19:15;6.0;2.36;3.9
Sun;31;1;2016;19:30;6.0;2.48;3.91
Sun;31;1;2016;19:45;6.0;1.81;3.9
Sun;31;1;2016;20:00;6.0;1.83;3.91
Sun;31;1;2016;20:15;7.0;2.78;3.9
Sun;31;1;2016;20:30;6.0;2.04;3.91
Sun;31;1;2016;20:45;5.0;1.68;3.9
Sun;31;1;2016;21:00;7.0;2.71;3.91
Sun;31;1;2016;21:15;6.0;2.25;3.9
Sun;31;1;2016;21:30;6.0;1.85;3.9
Sun;31;1;2016;21:45;5.0;1.81;3.9
Sun;31;1;2016;22:00;7.0;2.22;3.91
Sun;31;1;2016;22:15;6.0;2.66;3.9
Sun;31;1;2016;22:30;6.0;1.92;3.9
Sun;31;1;2016;22:45;6.0;2.06;3.9
Sun;31;1;2016;23:00;6.0;1.94;3.91
Sun;31;1;2016;23:15;6.5;2.43;3.91
Sun;31;1;2016;23:30;6.5;2.43;3.91
Sun;31;1;2016;23:45;5.0;1.86;3.9
Mon;1;2;2016;00:00;6.0;2.05;3.91
Mon;1;2;2016;00:15;6.0;2.08;3.9
Mon;1;2;2016;00:30;7.0;2.7;3.91
Mon;1;2;2016;00:45;6.0;2.21;3.9
Mon;1;2;2016;01:00;6.0;2.12;3.9
Mon;1;2;2016;01:15;6.0;1.69;3.9
Mon;1;2;2016;01:30;6.0;2.44;3.9
Mon;1;2;2016;01:45;6.0;2.4;3.9
Mon;1;2;2016;02:00;6.0;1.44;3.9
Mon;1;2;2016;02:15;7.0;3.02;3.9
Mon;1;2;2016;02:30;5.0;1.25;3.9
Mon;1;2;2016;02:45;7.0;3.34;3.89
Mon;1;2;2016;03:00;5.0;1.19;3.9
Mon;1;2;2016;03:15;7.0;2.73;3.9
Mon;1;2;2016;03:30;6.0;2.0;3.9
Mon;1;2;2016;03:45;6.0;2.54;3.89
Mon;1;2;2016;04:00;6.0;2.01;3.9
Mon;1;2;2016;04:15;6.0;2.17;3.9
Mon;1;2;2016;04:30;6.0;2.15;3.89
Mon;1;2;2016;04:45;7.0;2.33;3.9
Mon;1;2;2016;05:00;6.0;2.0;3.9
Mon;1;2;2016;05:15;6.0;1.99;3.89
Mon;1;2;2016;05:30;6.0;2.65;3.9
Mon;1;2;2016;05:45;7.0;2.55;3.9
Mon;1;2;2016;06:00;5.0;1.12;3.9
Mon;1;2;2016;06:15;7.0;3.08;3.89
Mon;1;2;2016;06:30;4.0;0.98;3.9
Mon;1;2;2016;06:45;8.0;3.33;3.9
Mon;1;2;2016;07:00;5.0;1.76;3.9
Mon;1;2;2016;07:15;6.0;1.84;3.9
Mon;1;2;2016;07:30;7.0;3.15;3.9
Mon;1;2;2016;07:45;5.0;0.75;3.89
Mon;1;2;2016;08:00;7.0;3.26;3.9
Mon;1;2;2016;08:15;5.0;1.44;3.9
Mon;1;2;2016;08:30;7.0;2.2;3.9
Mon;1;2;2016;08:45;6.0;2.05;3.9
Mon;1;2;2016;09:00;6.0;3.01;3.9
Mon;1;2;2016;09:15;6.0;1.22;3.9
Mon;1;2;2016;09:30;7.0;2.92;3.9
Mon;1;2;2016;09:45;5.0;1.02;3.9
Mon;1;2;2016;10:00;8.0;3.33;3.93
Mon;1;2;2016;10:15;5.0;0.9;3.93
Mon;1;2;2016;10:30;7.0;3.0;3.92
Mon;1;2;2016;10:45;7.0;1.91;3.92
Mon;1;2;2016;11:00;6.0;1.59;3.96
Mon;1;2;2016;11:15;7.0;3.33;3.96
Mon;1;2;2016;11:30;6.0;0.79;3.98
Mon;1;2;2016;11:45;7.0;2.99;3.97
Mon;1;2;2016;12:00;6.0;2.06;3.96
Mon;1;2;2016;12:15;6.0;1.47;3.96
Mon;1;2;2016;12:30;8.0;3.33;3.96
Mon;1;2;2016;12:45;5.0;1.18;3.96
Mon;1;2;2016;13:00;7.0;2.3;3.95
Mon;1;2;2016;13:15;7.0;2.98;3.91
Mon;1;2;2016;13:30;6.0;1.84;3.91
Mon;1;2;2016;13:45;5.0;1.76;3.9
Mon;1;2;2016;14:00;8.0;3.16;3.91
Mon;1;2;2016;14:15;5.0;1.42;3.91
Mon;1;2;2016;14:30;7.0;3.16;3.92
Mon;1;2;2016;14:45;7.0;2.03;3.91
Mon;1;2;2016;15:00;6.0;2.35;3.93
Mon;1;2;2016;15:15;8.0;2.87;3.92
Mon;1;2;2016;15:30;5.0;1.34;3.92
Mon;1;2;2016;15:45;8.0;3.15;3.92
Mon;1;2;2016;16:00;6.0;1.42;3.96
Mon;1;2;2016;16:15;7.0;2.82;3.95
Mon;1;2;2016;16:30;6.0;2.13;3.96
Mon;1;2;2016;16:45;7.0;2.07;3.95
Mon;1;2;2016;17:00;7.0;3.14;3.95
Mon;1;2;2016;17:15;6.0;1.07;3.94
Mon;1;2;2016;17:30;7.0;3.16;3.96
Mon;1;2;2016;17:45;6.0;1.81;3.95
Mon;1;2;2016;18:00;7.0;2.26;3.96
Mon;1;2;2016;18:15;7.0;2.63;3.92
Mon;1;2;2016;18:30;6.0;1.45;3.92
Mon;1;2;2016;18:45;7.0;2.51;3.9
Mon;1;2;2016;19:00;6.0;2.05;3.91
Mon;1;2;2016;19:15;5.0;1.68;3.9
Mon;1;2;2016;19:30;7.0;2.66;3.91
Mon;1;2;2016;19:45;6.0;2.04;3.9
Mon;1;2;2016;20:00;6.0;1.91;3.91
Mon;1;2;2016;20:15;6.0;2.92;3.91
Mon;1;2;2016;20:30;6.0;1.72;3.91
Mon;1;2;2016;20:45;6.0;2.04;3.9
Mon;1;2;2016;21:00;7.0;2.79;3.91
Mon;1;2;2016;21:15;5.0;1.54;3.91
Mon;1;2;2016;21:30;7.0;2.81;3.9
Mon;1;2;2016;21:45;6.0;2.04;3.9
Mon;1;2;2016;22:00;5.0;1.71;3.93
Mon;1;2;2016;22:15;7.0;2.9;3.9
Mon;1;2;2016;22:30;6.0;1.65;3.91
Mon;1;2;2016;22:45;6.0;2.18;3.9
Mon;1;2;2016;23:00;7.0;2.79;3.91
Mon;1;2;2016;23:15;6.0;2.02;3.91
Mon;1;2;2016;23:30;6.0;2.02;3.91
Mon;1;2;2016;23:45;6.0;2.2;3.91
Tue;2;2;2016;00:00;5.0;1.85;3.91
Tue;2;2;2016;00:15;7.0;2.41;3.9
Tue;2;2;2016;00:30;6.0;2.47;3.91
Tue;2;2;2016;00:45;6.0;1.74;3.9
Tue;2;2;2016;01:00;6.0;2.15;3.91
Tue;2;2;2016;01:15;6.0;2.69;3.9
Tue;2;2;2016;01:30;6.0;1.41;3.91
Tue;2;2;2016;01:45;7.0;3.37;3.9
Tue;2;2;2016;02:00;5.0;1.32;3.9
Tue;2;2;2016;02:15;7.0;2.54;3.9
Tue;2;2;2016;02:30;6.0;2.44;3.9
Tue;2;2;2016;02:45;6.0;1.37;3.9
Tue;2;2;2016;03:00;7.0;3.36;3.9
Tue;2;2;2016;03:15;5.0;1.58;3.9
Tue;2;2;2016;03:30;6.0;1.87;3.91
Tue;2;2;2016;03:45;7.0;3.3;3.9
Tue;2;2;2016;04:00;5.0;0.93;3.9
Tue;2;2;2016;04:15;7.0;3.36;3.9
Tue;2;2;2016;04:30;6.0;1.16;3.9
Tue;2;2;2016;04:45;6.0;2.71;3.9
Tue;2;2;2016;05:00;6.0;2.15;3.9
Tue;2;2;2016;05:15;6.0;1.96;3.9
Tue;2;2;2016;05:30;7.0;3.14;3.9
Tue;2;2;2016;05:45;5.0;0.76;3.9
Tue;2;2;2016;06:00;7.0;3.22;3.91
Tue;2;2;2016;06:15;6.0;1.82;3.89
Tue;2;2;2016;06:30;6.0;2.19;3.91
Tue;2;2;2016;06:45;6.0;2.14;3.9
Tue;2;2;2016;07:00;6.0;1.99;3.91
Tue;2;2;2016;07:15;7.0;2.82;3.89
Tue;2;2;2016;07:30;5.0;1.18;3.91
Tue;2;2;2016;07:45;7.0;3.28;3.9
Tue;2;2;2016;08:00;5.0;0.78;3.9
Tue;2;2;2016;08:15;7.0;3.34;3.9
Tue;2;2;2016;08:30;5.0;1.25;3.91
Tue;2;2;2016;08:45;7.0;2.94;3.9
Tue;2;2;2016;09:00;5.0;1.76;3.91
Tue;2;2;2016;09:15;6.0;2.06;3.9
Tue;2;2;2016;09:30;7.0;2.3;3.91
Tue;2;2;2016;09:45;5.0;1.85;3.91
Tue;2;2;2016;10:00;7.0;2.89;3.91
Tue;2;2;2016;10:15;5.0;0.75;3.92
Tue;2;2;2016;10:30;8.0;3.25;3.93
Tue;2;2;2016;10:45;5.0;1.01;3.93
Tue;2;2;2016;11:00;8.0;3.19;3.94
Tue;2;2;2016;11:15;6.0;1.67;3.93
Tue;2;2;2016;11:30;6.0;1.92;3.93
Tue;2;2;2016;11:45;7.0;2.43;3.93
Tue;2;2;2016;12:00;5.0;1.31;3.93
Tue;2;2;2016;12:15;8.0;3.21;3.92
Tue;2;2;2016;12:30;5.0;0.72;3.93
Tue;2;2;2016;12:45;8.0;3.26;3.93
Tue;2;2;2016;13:00;6.0;1.89;3.93
Tue;2;2;2016;13:15;6.0;1.81;3.91
Tue;2;2;2016;13:30;6.0;2.5;3.92
Tue;2;2;2016;13:45;6.0;2.35;3.92
Tue;2;2;2016;14:00;6.0;1.88;3.92
Tue;2;2;2016;14:15;6.0;2.27;3.92
Tue;2;2;2016;14:30;7.0;2.48;3.92
Tue;2;2;2016;14:45;6.0;1.88;3.92
Tue;2;2;2016;15:00;7.0;3.09;3.94
Tue;2;2;2016;15:15;6.0;1.36;3.93
Tue;2;2;2016;15:30;7.0;3.09;3.93
Tue;2;2;2016;15:45;6.0;1.33;3.93
Tue;2;2;2016;16:00;7.0;3.09;3.93
Tue;2;2;2016;16:15;6.0;1.24;3.93
Tue;2;2;2016;16:30;7.0;2.98;3.93
Tue;2;2;2016;16:45;6.0;1.46;3.93
Tue;2;2;2016;17:00;8.0;3.11;3.93
Tue;2;2;2016;17:15;5.0;1.17;3.92
Tue;2;2;2016;17:30;8.0;3.11;3.93
Tue;2;2;2016;17:45;5.0;1.3;3.92
Tue;2;2;2016;18:00;8.0;3.1;3.93
Tue;2;2;2016;18:15;5.0;1.26;3.92
Tue;2;2;2016;18:30;8.0;3.04;3.92
Tue;2;2;2016;18:45;5.0;1.22;3.92
Tue;2;2;2016;19:00;6.0;2.12;3.91
Tue;2;2;2016;19:15;7.0;2.82;3.9
Tue;2;2;2016;19:30;6.0;1.67;3.91
Tue;2;2;2016;19:45;6.0;1.93;3.9
Tue;2;2;2016;20:00;6.0;2.47;3.9
Tue;2;2;2016;20:15;6.0;2.57;3.9
Tue;2;2;2016;20:30;6.0;1.61;3.91
Tue;2;2;2016;20:45;6.0;2.18;3.9
Tue;2;2;2016;21:00;6.0;2.51;3.91
Tue;2;2;2016;21:15;7.0;2.15;3.9
Tue;2;2;2016;21:30;5.0;1.86;3.9
Tue;2;2;2016;21:45;7.0;2.27;3.9
Tue;2;2;2016;22:00;6.0;2.56;3.91
Tue;2;2;2016;22:15;6.0;1.91;3.9
Tue;2;2;2016;22:30;6.0;2.03;3.9
Tue;2;2;2016;22:45;6.0;1.76;3.9
Tue;2;2;2016;23:00;6.0;2.67;3.91
Tue;2;2;2016;23:15;6.0;2.07;3.91
Tue;2;2;2016;23:30;6.0;2.07;3.91
Tue;2;2;2016;23:45;6.0;1.99;3.9
Wed;3;2;2016;00:00;6.0;1.95;3.91
Wed;3;2;2016;00:15;6.0;2.55;3.9
Wed;3;2;2016;00:30;7.0;2.48;3.91
Wed;3;2;2016;00:45;5.0;1.79;3.9
Wed;3;2;2016;01:00;6.0;2.07;3.91
Wed;3;2;2016;01:15;6.0;2.0;3.9
Wed;3;2;2016;01:30;7.0;2.27;3.91
Wed;3;2;2016;01:45;6.0;2.2;3.9
Wed;3;2;2016;02:00;5.0;1.39;3.91
Wed;3;2;2016;02:15;7.0;3.35;3.9
Wed;3;2;2016;02:30;6.0;1.63;3.9
Wed;3;2;2016;02:45;6.0;1.93;3.9
Wed;3;2;2016;03:00;7.0;3.35;3.9
Wed;3;2;2016;03:15;5.0;0.8;3.9
Wed;3;2;2016;03:30;6.0;2.81;3.9
Wed;3;2;2016;03:45;6.0;1.36;3.89
Wed;3;2;2016;04:00;7.0;3.34;3.9
Wed;3;2;2016;04:15;6.0;2.15;3.9
Wed;3;2;2016;04:30;6.0;1.96;3.9
Wed;3;2;2016;04:45;5.0;1.19;3.9
Wed;3;2;2016;05:00;7.0;3.34;3.9
Wed;3;2;2016;05:15;6.0;1.34;3.9
Wed;3;2;2016;05:30;6.0;2.35;3.9
Wed;3;2;2016;05:45;6.0;1.76;3.9
Wed;3;2;2016;06:00;6.0;2.67;3.9
Wed;3;2;2016;06:15;6.0;2.45;3.89
Wed;3;2;2016;06:30;5.0;1.07;3.9
Wed;3;2;2016;06:45;7.0;2.78;3.9
Wed;3;2;2016;07:00;6.0;1.65;3.9
Wed;3;2;2016;07:15;6.0;2.11;3.9
Wed;3;2;2016;07:30;6.0;2.37;3.91
Wed;3;2;2016;07:45;7.0;2.97;3.9
Wed;3;2;2016;08:00;5.0;0.75;3.9
Wed;3;2;2016;08:15;7.0;3.22;3.9
Wed;3;2;2016;08:30;5.0;1.46;3.9
Wed;3;2;2016;08:45;7.0;3.07;3.9
Wed;3;2;2016;09:00;5.0;1.28;3.91
Wed;3;2;2016;09:15;7.0;2.83;3.9
Wed;3;2;2016;09:30;5.0;1.34;3.91
Wed;3;2;2016;09:45;7.0;2.67;3.9
Wed;3;2;2016;10:00;6.0;1.33;3.93
Wed;3;2;2016;10:15;6.0;2.45;3.93
Wed;3;2;2016;10:30;7.0;1.86;3.94
Wed;3;2;2016;10:45;6.0;1.94;3.93
Wed;3;2;2016;11:00;6.0;2.09;3.94
Wed;3;2;2016;11:15;7.0;1.93;3.93
Wed;3;2;2016;11:30;6.0;2.25;3.93
Wed;3;2;2016;11:45;7.0;1.82;3.93
Wed;3;2;2016;12:00;6.0;2.31;3.94
Wed;3;2;2016;12:15;6.0;1.49;3.93
Wed;3;2;2016;12:30;7.0;2.26;3.94
Wed;3;2;2016;12:45;6.0;2.22;3.94
Wed;3;2;2016;13:00;7.0;1.91;3.93
Wed;3;2;2016;13:15;7.0;2.91;3.92
Wed;3;2;2016;13:30;6.0;1.95;3.92
Wed;3;2;2016;13:45;5.0;1.61;3.91
Wed;3;2;2016;14:00;7.0;2.32;3.92
Wed;3;2;2016;14:15;6.0;2.5;3.92
Wed;3;2;2016;14:30;6.0;2.23;3.92
Wed;3;2;2016;14:45;6.0;1.88;3.91
Wed;3;2;2016;15:00;6.0;2.17;3.93
Wed;3;2;2016;15:15;8.0;3.08;3.95
Wed;3;2;2016;15:30;6.0;1.33;3.96
Wed;3;2;2016;15:45;7.0;2.96;3.96
Wed;3;2;2016;16:00;6.0;1.54;3.96
Wed;3;2;2016;16:15;7.0;2.54;3.95
Wed;3;2;2016;16:30;6.0;2.0;3.96
Wed;3;2;2016;16:45;6.0;2.05;3.96
Wed;3;2;2016;17:00;7.0;2.43;3.96
Wed;3;2;2016;17:15;6.0;1.51;3.96
Wed;3;2;2016;17:30;7.0;2.85;3.96
Wed;3;2;2016;17:45;6.0;1.56;3.94
Wed;3;2;2016;18:00;8.0;2.91;3.96
Wed;3;2;2016;18:15;5.0;1.27;3.96
Wed;3;2;2016;18:30;8.0;3.11;3.94
Wed;3;2;2016;18:45;5.0;1.12;3.92
Wed;3;2;2016;19:00;8.0;3.12;3.93
Wed;3;2;2016;19:15;5.0;1.29;3.91
Wed;3;2;2016;19:30;6.0;2.21;3.91
Wed;3;2;2016;19:45;6.0;2.21;3.9
Wed;3;2;2016;20:00;6.0;2.15;3.91
Wed;3;2;2016;20:15;6.0;1.9;3.9
Wed;3;2;2016;20:30;6.0;1.89;3.9
Wed;3;2;2016;20:45;6.0;2.36;3.9
Wed;3;2;2016;21:00;7.0;2.53;3.91
Wed;3;2;2016;21:15;6.0;1.88;3.9
Wed;3;2;2016;21:30;5.0;1.8;3.91
Wed;3;2;2016;21:45;7.0;2.38;3.9
Wed;3;2;2016;22:00;6.0;2.4;3.91
Wed;3;2;2016;22:15;6.0;2.16;3.9
Wed;3;2;2016;22:30;6.0;1.87;3.91
Wed;3;2;2016;22:45;6.0;1.96;3.9
Wed;3;2;2016;23:00;6.0;2.46;3.91
Wed;3;2;2016;23:15;6.5;2.29;3.91
Wed;3;2;2016;23:30;6.5;2.29;3.91
Wed;3;2;2016;23:45;5.0;1.96;3.9
Thu;4;2;2016;00:00;6.0;2.06;3.9
Thu;4;2;2016;00:15;6.0;1.93;3.9
Thu;4;2;2016;00:30;7.0;2.65;3.91
Thu;4;2;2016;00:45;6.0;2.18;3.9
Thu;4;2;2016;01:00;6.0;2.19;3.91
Thu;4;2;2016;01:15;6.0;1.81;3.9
Thu;4;2;2016;01:30;6.0;1.77;3.91
Thu;4;2;2016;01:45;7.0;3.26;3.89
Thu;4;2;2016;02:00;5.0;1.56;3.9
Thu;4;2;2016;02:15;7.0;2.68;3.9
Thu;4;2;2016;02:30;5.0;1.18;3.9
Thu;4;2;2016;02:45;7.0;3.35;3.89
Thu;4;2;2016;03:00;6.0;1.47;3.9
Thu;4;2;2016;03:15;6.0;2.26;3.9
Thu;4;2;2016;03:30;6.0;2.3;3.9
Thu;4;2;2016;03:45;7.0;2.69;3.9
Thu;4;2;2016;04:00;5.0;1.17;3.9
Thu;4;2;2016;04:15;6.0;2.74;3.9
Thu;4;2;2016;04:30;6.0;1.98;3.9
Thu;4;2;2016;04:45;7.0;2.29;3.9
Thu;4;2;2016;05:00;6.0;2.35;3.9
Thu;4;2;2016;05:15;6.0;1.75;3.9
Thu;4;2;2016;05:30;6.0;2.54;3.9
Thu;4;2;2016;05:45;5.0;1.57;3.9
Thu;4;2;2016;06:00;8.0;3.12;3.9
Thu;4;2;2016;06:15;5.0;1.12;3.9
Thu;4;2;2016;06:30;7.0;3.34;3.9
Thu;4;2;2016;06:45;5.0;0.95;3.89
Thu;4;2;2016;07:00;7.0;3.33;3.9
Thu;4;2;2016;07:15;5.0;0.98;3.9
Thu;4;2;2016;07:30;7.0;3.15;3.9
Thu;4;2;2016;07:45;6.0;1.88;3.89
Thu;4;2;2016;08:00;6.0;2.15;3.9
Thu;4;2;2016;08:15;6.0;2.41;3.9
Thu;4;2;2016;08:30;6.0;2.27;3.9
Thu;4;2;2016;08:45;6.0;1.9;3.9
Thu;4;2;2016;09:00;6.0;2.08;3.91
Thu;4;2;2016;09:15;6.0;2.35;3.9
Thu;4;2;2016;09:30;7.0;2.78;3.91
Thu;4;2;2016;09:45;5.0;1.06;3.9
Thu;4;2;2016;10:00;7.0;2.96;3.92
Thu;4;2;2016;10:15;5.0;0.86;3.93
Thu;4;2;2016;10:30;8.0;3.21;3.94
Thu;4;2;2016;10:45;5.0;0.93;3.93
Thu;4;2;2016;11:00;8.0;3.27;3.93
Thu;4;2;2016;11:15;5.0;0.82;3.93
Thu;4;2;2016;11:30;7.0;3.13;3.96
Thu;4;2;2016;11:45;6.0;1.24;3.97
Thu;4;2;2016;12:00;7.0;2.9;3.98
Thu;4;2;2016;12:15;6.0;1.21;3.97
Thu;4;2;2016;12:30;7.0;3.0;3.97
Thu;4;2;2016;12:45;6.0;1.77;3.96
Thu;4;2;2016;13:00;6.0;1.59;3.96
Thu;4;2;2016;13:15;8.0;3.11;3.95
Thu;4;2;2016;13:30;6.0;1.55;3.93
Thu;4;2;2016;13:45;6.0;2.01;3.92
Thu;4;2;2016;14:00;7.0;2.82;3.92
Thu;4;2;2016;14:15;6.0;1.84;3.92
Thu;4;2;2016;14:30;6.0;1.87;3.92
Thu;4;2;2016;14:45;6.0;2.63;3.92
Thu;4;2;2016;15:00;7.0;2.53;3.94
Thu;4;2;2016;15:15;7.0;2.48;3.93
Thu;4;2;2016;15:30;6.0;1.97;3.95
Thu;4;2;2016;15:45;7.0;2.51;3.96
Thu;4;2;2016;16:00;6.0;1.79;3.96
Thu;4;2;2016;16:15;7.0;2.62;3.96
Thu;4;2;2016;16:30;6.0;1.77;3.96
Thu;4;2;2016;16:45;7.0;2.65;3.96
Thu;4;2;2016;17:00;6.0;1.56;3.96
Thu;4;2;2016;17:15;8.0;2.93;3.96
Thu;4;2;2016;17:30;5.0;1.45;3.96
Thu;4;2;2016;17:45;8.0;2.73;3.94
Thu;4;2;2016;18:00;6.0;1.7;3.95
Thu;4;2;2016;18:15;6.0;1.9;3.9
Thu;4;2;2016;18:30;6.0;2.8;3.91
