weekday;day;month;year;time;EA+ Geral ALF2A7+A8 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh);EA+ IT ALF2A7+A8 (KWh)
Tue;31;5;2016;23:15;128.33;39.94;75.49
Tue;31;5;2016;23:30;129.43;41.08;75.39
Tue;31;5;2016;23:45;126.27;38.11;75.22
Wed;1;6;2016;00:00;127.04;38.42;75.5
Wed;1;6;2016;00:15;129.51;41.87;75.22
Wed;1;6;2016;00:30;126.85;39.03;74.89
Wed;1;6;2016;00:45;126.95;38.57;75.32
Wed;1;6;2016;01:00;125.97;37.49;75.16
Wed;1;6;2016;01:15;128.78;40.15;75.37
Wed;1;6;2016;01:30;130.29;41.93;75.21
Wed;1;6;2016;01:45;125.77;37.61;74.74
Wed;1;6;2016;02:00;126.55;38.32;75.25
Wed;1;6;2016;02:15;126.0;37.8;75.33
Wed;1;6;2016;02:30;129.25;41.94;74.88
Wed;1;6;2016;02:45;126.46;39.01;75.16
Wed;1;6;2016;03:00;125.89;37.87;74.96
Wed;1;6;2016;03:15;125.45;37.4;75.18
Wed;1;6;2016;03:30;127.05;39.01;74.94
Wed;1;6;2016;03:45;130.17;42.17;74.99
Wed;1;6;2016;04:00;126.19;38.23;75.32
Wed;1;6;2016;04:15;126.56;38.87;74.79
Wed;1;6;2016;04:30;123.78;36.89;75.22
Wed;1;6;2016;04:45;126.86;39.5;75.13
Wed;1;6;2016;05:00;128.64;40.79;74.69
Wed;1;6;2016;05:15;125.69;38.05;75.28
Wed;1;6;2016;05:30;125.33;37.73;74.71
Wed;1;6;2016;05:45;126.08;38.39;75.06
Wed;1;6;2016;06:00;130.69;43.35;74.94
Wed;1;6;2016;06:15;124.38;37.74;74.85
Wed;1;6;2016;06:30;124.59;37.9;74.75
Wed;1;6;2016;06:45;125.76;38.18;74.99
Wed;1;6;2016;07:00;126.5;38.56;74.78
Wed;1;6;2016;07:15;129.27;41.5;74.95
Wed;1;6;2016;07:30;127.18;39.22;74.92
Wed;1;6;2016;07:45;127.18;39.48;75.08
Wed;1;6;2016;08:00;131.22;42.83;75.01
Wed;1;6;2016;08:15;132.25;44.2;75.02
Wed;1;6;2016;08:30;128.29;39.6;74.85
Wed;1;6;2016;08:45;127.59;38.83;75.27
Wed;1;6;2016;09:00;129.18;39.94;75.34
Wed;1;6;2016;09:15;132.82;44.16;75.42
Wed;1;6;2016;09:30;131.14;42.89;75.36
Wed;1;6;2016;09:45;126.82;38.89;75.46
Wed;1;6;2016;10:00;127.23;39.03;75.73
Wed;1;6;2016;10:15;132.51;43.63;75.57
Wed;1;6;2016;10:30;132.42;44.0;75.9
Wed;1;6;2016;10:45;133.15;44.69;75.71
Wed;1;6;2016;11:00;133.8;45.03;75.49
Wed;1;6;2016;11:15;131.89;44.04;75.61
Wed;1;6;2016;11:30;127.76;40.1;75.86
Wed;1;6;2016;11:45;131.19;42.92;75.35
Wed;1;6;2016;12:00;133.97;44.89;75.57
Wed;1;6;2016;12:15;134.03;44.76;75.4
Wed;1;6;2016;12:30;135.29;46.42;75.24
Wed;1;6;2016;12:45;133.52;46.18;75.21
Wed;1;6;2016;13:00;132.68;45.7;75.61
Wed;1;6;2016;13:15;133.93;46.56;75.24
Wed;1;6;2016;13:30;134.79;46.71;74.94
Wed;1;6;2016;13:45;134.67;46.23;75.35
Wed;1;6;2016;14:00;134.04;45.56;75.29
Wed;1;6;2016;14:15;135.33;47.34;75.35
Wed;1;6;2016;14:30;134.14;46.71;75.61
Wed;1;6;2016;14:45;133.52;46.17;75.07
Wed;1;6;2016;15:00;133.6;45.67;75.53
Wed;1;6;2016;15:15;136.33;47.14;75.39
Wed;1;6;2016;15:30;136.25;46.95;75.25
Wed;1;6;2016;15:45;134.93;46.27;75.54
Wed;1;6;2016;16:00;133.96;45.96;75.34
Wed;1;6;2016;16:15;131.57;44.06;75.34
Wed;1;6;2016;16:30;130.82;43.65;75.19
Wed;1;6;2016;16:45;133.26;45.81;75.43
Wed;1;6;2016;17:00;134.53;46.52;75.26
Wed;1;6;2016;17:15;134.69;46.34;75.17
Wed;1;6;2016;17:30;133.51;45.72;75.39
Wed;1;6;2016;17:45;132.91;45.33;75.68
Wed;1;6;2016;18:00;134.45;46.68;75.06
Wed;1;6;2016;18:15;132.3;44.36;75.48
Wed;1;6;2016;18:30;128.34;40.39;75.24
Wed;1;6;2016;18:45;131.34;43.65;75.49
Wed;1;6;2016;19:00;133.59;46.2;75.39
Wed;1;6;2016;19:15;132.5;45.31;75.32
Wed;1;6;2016;19:30;131.9;44.68;75.05
Wed;1;6;2016;19:45;133.28;45.48;75.63
Wed;1;6;2016;20:00;128.49;40.38;75.4
Wed;1;6;2016;20:15;129.97;41.99;75.23
Wed;1;6;2016;20:30;132.23;44.68;75.07
Wed;1;6;2016;20:45;132.29;45.29;74.95
Wed;1;6;2016;21:00;126.29;39.56;75.3
Wed;1;6;2016;21:15;131.63;43.72;74.95
Wed;1;6;2016;21:30;129.78;41.97;75.19
Wed;1;6;2016;21:45;128.79;41.21;75.02
Wed;1;6;2016;22:00;130.68;43.54;75.33
Wed;1;6;2016;22:15;126.9;40.18;75.25
Wed;1;6;2016;22:30;131.33;44.07;75.24
Wed;1;6;2016;22:45;131.78;43.82;75.23
Wed;1;6;2016;23:00;126.3;38.48;74.81
Wed;1;6;2016;23:15;131.49;43.64;75.39
Wed;1;6;2016;23:30;129.87;42.95;74.81
Wed;1;6;2016;23:45;125.91;39.09;74.98
Thu;2;6;2016;00:00;130.82;43.17;75.06
Thu;2;6;2016;00:15;130.24;42.22;75.08
Thu;2;6;2016;00:30;130.54;42.73;75.08
Thu;2;6;2016;00:45;129.14;41.54;74.9
Thu;2;6;2016;01:00;127.26;40.68;75.04
Thu;2;6;2016;01:15;126.87;40.33;74.83
Thu;2;6;2016;01:30;129.31;41.47;75.03
Thu;2;6;2016;01:45;129.28;41.4;74.58
Thu;2;6;2016;02:00;127.86;40.08;74.81
Thu;2;6;2016;02:15;129.04;41.57;74.7
Thu;2;6;2016;02:30;125.36;38.44;74.7
Thu;2;6;2016;02:45;128.36;41.61;74.6
Thu;2;6;2016;03:00;128.48;40.31;74.85
Thu;2;6;2016;03:15;127.19;40.18;74.53
Thu;2;6;2016;03:30;128.7;41.12;74.82
Thu;2;6;2016;03:45;127.18;39.54;74.67
Thu;2;6;2016;04:00;127.57;40.17;74.46
Thu;2;6;2016;04:15;126.82;40.27;74.92
Thu;2;6;2016;04:30;126.88;40.24;74.26
Thu;2;6;2016;04:45;126.08;38.67;75.0
Thu;2;6;2016;05:00;129.19;41.67;74.68
Thu;2;6;2016;05:15;125.48;38.36;74.62
Thu;2;6;2016;05:30;128.01;40.93;74.69
Thu;2;6;2016;05:45;126.46;39.79;74.42
Thu;2;6;2016;06:00;128.48;42.16;74.74
Thu;2;6;2016;06:15;126.06;39.31;74.28
Thu;2;6;2016;06:30;128.37;41.16;74.64
Thu;2;6;2016;06:45;127.79;40.35;74.69
Thu;2;6;2016;07:00;128.86;41.31;74.61
Thu;2;6;2016;07:15;127.95;41.01;74.82
Thu;2;6;2016;07:30;127.35;40.91;74.29
Thu;2;6;2016;07:45;126.33;40.08;74.42
Thu;2;6;2016;08:00;129.64;41.45;74.82
Thu;2;6;2016;08:15;131.03;43.0;74.51
Thu;2;6;2016;08:30;128.95;40.52;74.89
Thu;2;6;2016;08:45;131.08;43.06;74.64
Thu;2;6;2016;09:00;128.75;40.84;74.88
Thu;2;6;2016;09:15;129.8;42.63;75.12
Thu;2;6;2016;09:30;127.45;39.59;75.01
Thu;2;6;2016;09:45;130.67;42.57;75.33
Thu;2;6;2016;10:00;131.22;42.74;75.05
Thu;2;6;2016;10:15;129.4;42.05;75.29
Thu;2;6;2016;10:30;129.29;42.55;75.23
Thu;2;6;2016;10:45;130.65;43.46;75.31
Thu;2;6;2016;11:00;131.31;43.13;75.22
Thu;2;6;2016;11:15;131.22;42.91;75.39
Thu;2;6;2016;11:30;132.84;44.59;75.54
Thu;2;6;2016;11:45;128.91;41.22;75.06
Thu;2;6;2016;12:00;132.23;44.73;75.43
Thu;2;6;2016;12:15;128.25;41.45;75.64
Thu;2;6;2016;12:30;132.95;45.32;75.09
Thu;2;6;2016;12:45;131.14;42.95;75.22
Thu;2;6;2016;13:00;133.36;44.94;75.15
Thu;2;6;2016;13:15;131.7;43.98;75.37
Thu;2;6;2016;13:30;132.85;45.52;75.27
Thu;2;6;2016;13:45;130.48;43.23;75.03
Thu;2;6;2016;14:00;132.53;44.65;75.32
Thu;2;6;2016;14:15;131.96;43.98;75.3
Thu;2;6;2016;14:30;131.23;43.33;75.22
Thu;2;6;2016;14:45;132.63;44.69;75.21
Thu;2;6;2016;15:00;130.08;41.68;75.22
Thu;2;6;2016;15:15;133.04;44.36;75.26
Thu;2;6;2016;15:30;131.61;42.04;75.44
Thu;2;6;2016;15:45;136.41;46.34;75.18
Thu;2;6;2016;16:00;133.73;43.89;75.32
Thu;2;6;2016;16:15;133.44;43.63;75.51
Thu;2;6;2016;16:30;132.49;44.69;75.08
Thu;2;6;2016;16:45;130.99;43.19;75.43
Thu;2;6;2016;17:00;130.84;42.45;75.26
Thu;2;6;2016;17:15;131.34;42.15;75.38
Thu;2;6;2016;17:30;133.32;44.56;75.43
Thu;2;6;2016;17:45;131.19;42.42;75.66
Thu;2;6;2016;18:00;131.62;43.24;75.04
Thu;2;6;2016;18:15;130.49;42.76;75.52
Thu;2;6;2016;18:30;131.13;43.25;75.58
Thu;2;6;2016;18:45;130.93;42.24;75.12
Thu;2;6;2016;19:00;131.68;43.0;75.49
Thu;2;6;2016;19:15;131.83;43.24;75.01
Thu;2;6;2016;19:30;129.41;41.47;75.29
Thu;2;6;2016;19:45;129.69;42.77;75.41
Thu;2;6;2016;20:00;128.68;41.47;75.19
Thu;2;6;2016;20:15;130.21;41.98;75.2
Thu;2;6;2016;20:30;129.49;40.95;75.26
Thu;2;6;2016;20:45;129.48;41.33;75.34
Thu;2;6;2016;21:00;128.41;40.34;74.87
Thu;2;6;2016;21:15;129.69;42.0;75.25
Thu;2;6;2016;21:30;128.28;40.94;74.98
Thu;2;6;2016;21:45;127.85;39.95;75.5
Thu;2;6;2016;22:00;128.91;40.71;75.07
Thu;2;6;2016;22:15;127.61;39.6;75.17
Thu;2;6;2016;22:30;128.8;40.83;75.18
Thu;2;6;2016;22:45;128.64;40.53;75.08
Thu;2;6;2016;23:00;128.6;41.34;75.25
Thu;2;6;2016;23:15;126.07;39.07;75.02
Thu;2;6;2016;23:30;127.18;39.66;74.99
Thu;2;6;2016;23:45;130.03;42.36;74.94
Fri;3;6;2016;00:00;125.61;37.68;74.94
Fri;3;6;2016;00:15;128.48;40.71;75.06
Fri;3;6;2016;00:30;129.76;41.89;74.86
Fri;3;6;2016;00:45;128.94;41.18;74.85
Fri;3;6;2016;01:00;124.74;37.38;74.78
Fri;3;6;2016;01:15;124.84;37.94;75.06
Fri;3;6;2016;01:30;128.43;40.94;74.46
Fri;3;6;2016;01:45;125.05;37.54;74.85
Fri;3;6;2016;02:00;127.06;39.35;74.64
Fri;3;6;2016;02:15;126.88;39.28;75.04
Fri;3;6;2016;02:30;125.56;38.04;74.36
Fri;3;6;2016;02:45;127.51;39.8;74.74
Fri;3;6;2016;03:00;126.47;38.96;74.53
Fri;3;6;2016;03:15;126.22;39.19;75.26
Fri;3;6;2016;03:30;125.47;38.18;74.75
Fri;3;6;2016;03:45;126.45;38.58;74.57
Fri;3;6;2016;04:00;126.64;38.8;75.04
Fri;3;6;2016;04:15;126.1;38.69;74.64
Fri;3;6;2016;04:30;125.36;37.83;74.93
Fri;3;6;2016;04:45;127.97;40.43;74.68
Fri;3;6;2016;05:00;125.69;37.94;74.85
Fri;3;6;2016;05:15;125.08;38.47;74.73
Fri;3;6;2016;05:30;126.72;39.88;74.48
Fri;3;6;2016;05:45;125.3;38.08;74.86
Fri;3;6;2016;06:00;126.78;39.49;74.61
Fri;3;6;2016;06:15;124.35;37.32;74.72
Fri;3;6;2016;06:30;125.54;38.66;74.65
Fri;3;6;2016;06:45;124.99;38.11;74.25
Fri;3;6;2016;07:00;126.75;39.45;74.92
Fri;3;6;2016;07:15;127.02;40.23;74.55
Fri;3;6;2016;07:30;124.95;38.28;74.61
Fri;3;6;2016;07:45;127.16;39.99;74.46
Fri;3;6;2016;08:00;126.94;38.89;74.6
Fri;3;6;2016;08:15;127.58;39.34;74.83
Fri;3;6;2016;08:30;127.98;39.68;74.56
Fri;3;6;2016;08:45;128.83;40.29;74.93
Fri;3;6;2016;09:00;129.16;41.12;75.12
Fri;3;6;2016;09:15;126.36;39.13;75.15
Fri;3;6;2016;09:30;128.96;41.52;75.07
Fri;3;6;2016;09:45;128.98;40.84;75.2
Fri;3;6;2016;10:00;130.4;41.98;74.92
Fri;3;6;2016;10:15;127.41;38.75;75.4
Fri;3;6;2016;10:30;128.02;39.43;75.26
Fri;3;6;2016;10:45;127.58;39.12;75.12
Fri;3;6;2016;11:00;130.01;41.71;75.31
Fri;3;6;2016;11:15;126.99;38.83;75.4
Fri;3;6;2016;11:30;130.67;41.57;75.21
Fri;3;6;2016;11:45;129.44;40.65;75.47
Fri;3;6;2016;12:00;129.42;40.53;75.33
Fri;3;6;2016;12:15;130.52;42.4;75.72
Fri;3;6;2016;12:30;128.73;41.44;75.31
Fri;3;6;2016;12:45;130.96;43.46;75.38
Fri;3;6;2016;13:00;130.57;41.8;75.44
Fri;3;6;2016;13:15;130.45;41.62;75.72
Fri;3;6;2016;13:30;131.15;42.19;75.48
Fri;3;6;2016;13:45;130.6;41.88;75.49
Fri;3;6;2016;14:00;131.51;43.44;75.48
Fri;3;6;2016;14:15;131.23;43.04;75.43
Fri;3;6;2016;14:30;131.4;42.66;75.71
Fri;3;6;2016;14:45;127.17;38.36;75.6
Fri;3;6;2016;15:00;132.89;43.77;75.47
Fri;3;6;2016;15:15;131.46;42.73;75.5
Fri;3;6;2016;15:30;128.87;41.06;75.51
Fri;3;6;2016;15:45;132.05;44.3;75.45
Fri;3;6;2016;16:00;127.23;38.42;75.51
Fri;3;6;2016;16:15;134.56;45.5;75.56
Fri;3;6;2016;16:30;133.69;44.81;75.62
Fri;3;6;2016;16:45;134.51;45.57;75.56
Fri;3;6;2016;17:00;128.81;40.33;75.31
Fri;3;6;2016;17:15;128.47;40.74;75.52
Fri;3;6;2016;17:30;130.94;42.89;75.59
Fri;3;6;2016;17:45;131.0;42.22;75.63
Fri;3;6;2016;18:00;129.1;40.53;75.63
Fri;3;6;2016;18:15;127.41;39.09;75.54
Fri;3;6;2016;18:30;131.11;42.57;75.39
Fri;3;6;2016;18:45;133.7;45.29;75.53
Fri;3;6;2016;19:00;128.05;40.16;75.52
Fri;3;6;2016;19:15;126.59;39.29;75.3
Fri;3;6;2016;19:30;128.14;40.53;75.44
Fri;3;6;2016;19:45;131.18;43.24;75.33
Fri;3;6;2016;20:00;128.19;40.28;75.39
Fri;3;6;2016;20:15;128.17;40.35;75.41
Fri;3;6;2016;20:30;132.38;44.29;75.71
Fri;3;6;2016;20:45;127.63;39.95;75.46
Fri;3;6;2016;21:00;127.09;39.4;75.34
Fri;3;6;2016;21:15;127.49;39.5;75.1
Fri;3;6;2016;21:30;125.83;38.04;75.5
Fri;3;6;2016;21:45;126.49;39.5;75.15
Fri;3;6;2016;22:00;131.28;43.86;75.28
Fri;3;6;2016;22:15;127.17;39.01;75.48
Fri;3;6;2016;22:30;127.05;39.07;75.35
Fri;3;6;2016;22:45;127.71;39.7;75.47
Fri;3;6;2016;23:00;128.39;40.56;75.14
Fri;3;6;2016;23:15;130.59;42.73;74.96
Fri;3;6;2016;23:30;129.73;41.85;75.55
Fri;3;6;2016;23:45;125.7;38.04;75.16
Sat;4;6;2016;00:00;125.75;37.7;75.21
Sat;4;6;2016;00:15;128.64;40.63;75.0
Sat;4;6;2016;00:30;127.12;39.42;75.18
Sat;4;6;2016;00:45;124.95;37.96;74.99
Sat;4;6;2016;01:00;125.42;37.95;75.19
Sat;4;6;2016;01:15;125.14;37.26;74.98
Sat;4;6;2016;01:30;131.08;43.07;75.06
Sat;4;6;2016;01:45;127.36;39.71;75.08
Sat;4;6;2016;02:00;124.42;36.58;74.81
Sat;4;6;2016;02:15;126.39;38.51;75.17
Sat;4;6;2016;02:30;128.98;41.19;74.99
Sat;4;6;2016;02:45;125.2;37.48;74.8
Sat;4;6;2016;03:00;127.43;39.48;75.06
Sat;4;6;2016;03:15;127.87;40.07;74.94
Sat;4;6;2016;03:30;124.23;37.34;75.12
Sat;4;6;2016;03:45;125.78;38.48;74.69
Sat;4;6;2016;04:00;127.98;40.28;75.35
Sat;4;6;2016;04:15;126.28;38.64;74.86
Sat;4;6;2016;04:30;130.03;42.31;74.94
Sat;4;6;2016;04:45;124.52;36.97;74.9
Sat;4;6;2016;05:00;126.03;38.46;75.25
Sat;4;6;2016;05:15;128.54;40.9;74.72
Sat;4;6;2016;05:30;127.39;39.95;74.89
Sat;4;6;2016;05:45;125.59;38.32;74.8
Sat;4;6;2016;06:00;123.86;37.53;74.99
Sat;4;6;2016;06:15;128.28;41.4;74.76
Sat;4;6;2016;06:30;128.51;41.38;74.72
Sat;4;6;2016;06:45;127.6;40.46;75.0
Sat;4;6;2016;07:00;124.41;37.34;74.82
Sat;4;6;2016;07:15;129.29;41.98;74.52
Sat;4;6;2016;07:30;127.55;40.25;75.04
Sat;4;6;2016;07:45;125.01;38.05;74.53
Sat;4;6;2016;08:00;130.17;43.51;74.73
Sat;4;6;2016;08:15;125.37;39.25;75.17
Sat;4;6;2016;08:30;128.22;41.32;74.67
Sat;4;6;2016;08:45;129.45;42.22;74.99
Sat;4;6;2016;09:00;128.04;40.87;75.01
Sat;4;6;2016;09:15;125.97;38.71;75.0
Sat;4;6;2016;09:30;130.01;42.62;75.04
Sat;4;6;2016;09:45;128.11;41.04;74.77
Sat;4;6;2016;10:00;125.98;38.86;74.95
Sat;4;6;2016;10:15;126.19;39.85;74.97
Sat;4;6;2016;10:30;128.89;42.33;74.98
Sat;4;6;2016;10:45;131.07;43.82;74.85
Sat;4;6;2016;11:00;129.62;42.38;75.13
Sat;4;6;2016;11:15;125.57;38.25;74.83
Sat;4;6;2016;11:30;126.58;39.44;75.15
Sat;4;6;2016;11:45;131.43;44.19;74.83
Sat;4;6;2016;12:00;131.48;43.77;75.32
Sat;4;6;2016;12:15;126.5;40.46;74.77
Sat;4;6;2016;12:30;127.32;40.6;75.19
Sat;4;6;2016;12:45;131.07;43.62;74.83
Sat;4;6;2016;13:00;131.82;44.16;75.23
Sat;4;6;2016;13:15;127.98;40.69;74.82
Sat;4;6;2016;13:30;127.54;40.21;74.78
Sat;4;6;2016;13:45;131.74;44.24;75.19
Sat;4;6;2016;14:00;128.53;41.8;74.9
Sat;4;6;2016;14:15;124.92;38.56;74.95
Sat;4;6;2016;14:30;130.89;44.13;75.13
Sat;4;6;2016;14:45;131.16;43.83;74.94
Sat;4;6;2016;15:00;125.78;38.51;74.93
Sat;4;6;2016;15:15;130.89;43.69;74.91
Sat;4;6;2016;15:30;131.53;44.35;74.79
Sat;4;6;2016;15:45;128.0;41.59;74.91
Sat;4;6;2016;16:00;129.95;43.48;74.92
Sat;4;6;2016;16:15;131.34;44.48;74.9
Sat;4;6;2016;16:30;132.01;44.69;74.97
Sat;4;6;2016;16:45;131.98;44.7;74.88
Sat;4;6;2016;17:00;125.91;38.75;74.92
Sat;4;6;2016;17:15;128.9;41.5;74.95
Sat;4;6;2016;17:30;130.77;44.37;74.78
Sat;4;6;2016;17:45;130.48;44.14;74.82
Sat;4;6;2016;18:00;126.67;39.72;74.98
Sat;4;6;2016;18:15;131.14;43.91;74.94
Sat;4;6;2016;18:30;131.3;44.25;74.95
Sat;4;6;2016;18:45;127.32;40.73;75.08
Sat;4;6;2016;19:00;130.81;43.75;74.94
Sat;4;6;2016;19:15;128.8;41.92;74.79
Sat;4;6;2016;19:30;127.78;41.34;75.17
Sat;4;6;2016;19:45;130.78;43.97;74.65
Sat;4;6;2016;20:00;127.41;40.16;75.54
Sat;4;6;2016;20:15;128.19;40.78;74.81
Sat;4;6;2016;20:30;129.81;42.7;75.06
Sat;4;6;2016;20:45;130.01;42.71;74.78
Sat;4;6;2016;21:00;130.23;42.9;75.2
Sat;4;6;2016;21:15;129.88;42.4;74.94
Sat;4;6;2016;21:30;128.49;41.51;74.98
Sat;4;6;2016;21:45;127.61;40.82;74.99
Sat;4;6;2016;22:00;128.84;40.95;75.35
Sat;4;6;2016;22:15;128.93;41.04;75.09
Sat;4;6;2016;22:30;128.12;40.21;75.12
Sat;4;6;2016;22:45;128.06;40.32;75.22
Sat;4;6;2016;23:00;130.38;42.56;75.13
Sat;4;6;2016;23:15;131.57;43.76;75.22
Sat;4;6;2016;23:30;126.15;38.46;75.13
Sat;4;6;2016;23:45;130.15;42.47;74.82
Sun;5;6;2016;00:00;129.51;42.25;75.15
Sun;5;6;2016;00:15;128.87;41.18;75.03
Sun;5;6;2016;00:30;129.54;41.41;75.05
Sun;5;6;2016;00:45;130.75;42.89;75.04
Sun;5;6;2016;01:00;125.78;38.07;74.67
Sun;5;6;2016;01:15;130.63;42.8;75.22
Sun;5;6;2016;01:30;128.55;40.78;74.82
Sun;5;6;2016;01:45;128.76;41.07;74.75
Sun;5;6;2016;02:00;128.82;41.66;74.91
Sun;5;6;2016;02:15;127.07;40.3;74.83
Sun;5;6;2016;02:30;128.5;40.88;74.65
Sun;5;6;2016;02:45;130.18;42.58;74.81
Sun;5;6;2016;03:00;127.78;40.1;74.92
Sun;5;6;2016;03:15;127.32;39.79;74.43
Sun;5;6;2016;03:30;129.59;42.08;74.94
Sun;5;6;2016;03:45;125.97;38.6;74.79
Sun;5;6;2016;04:00;127.55;40.22;74.67
Sun;5;6;2016;04:15;126.48;39.14;74.99
Sun;5;6;2016;04:30;125.44;38.26;74.62
Sun;5;6;2016;04:45;125.33;38.45;74.55
Sun;5;6;2016;05:00;126.49;39.95;74.86
Sun;5;6;2016;05:15;124.77;38.1;74.52
Sun;5;6;2016;05:30;127.46;40.26;74.76
Sun;5;6;2016;05:45;126.07;39.12;74.77
Sun;5;6;2016;06:00;125.47;38.35;74.87
Sun;5;6;2016;06:15;126.06;39.17;74.55
Sun;5;6;2016;06:30;125.37;38.51;74.42
Sun;5;6;2016;06:45;125.49;38.67;74.79
Sun;5;6;2016;07:00;127.65;40.61;74.84
Sun;5;6;2016;07:15;125.88;39.01;74.69
Sun;5;6;2016;07:30;125.75;39.33;74.31
Sun;5;6;2016;07:45;126.44;40.37;74.58
Sun;5;6;2016;08:00;128.21;41.55;75.0
Sun;5;6;2016;08:15;126.62;39.7;74.63
Sun;5;6;2016;08:30;127.96;41.09;74.54
Sun;5;6;2016;08:45;128.47;41.46;74.89
Sun;5;6;2016;09:00;127.32;40.33;74.67
Sun;5;6;2016;09:15;127.25;40.46;74.52
Sun;5;6;2016;09:30;125.67;39.38;74.75
Sun;5;6;2016;09:45;127.53;41.5;74.71
Sun;5;6;2016;10:00;128.95;42.08;74.66
Sun;5;6;2016;10:15;129.22;42.16;74.84
Sun;5;6;2016;10:30;128.22;41.22;74.8
Sun;5;6;2016;10:45;127.8;40.74;74.7
Sun;5;6;2016;11:00;129.76;42.76;74.76
Sun;5;6;2016;11:15;129.53;43.0;74.85
Sun;5;6;2016;11:30;127.82;41.53;75.13
Sun;5;6;2016;11:45;127.54;41.11;74.51
Sun;5;6;2016;12:00;128.05;40.78;74.85
Sun;5;6;2016;12:15;129.29;42.15;75.04
Sun;5;6;2016;12:30;129.95;42.59;74.63
Sun;5;6;2016;12:45;130.5;43.59;75.11
Sun;5;6;2016;13:00;128.32;42.19;74.75
Sun;5;6;2016;13:15;129.47;43.36;74.85
Sun;5;6;2016;13:30;130.36;43.81;74.9
Sun;5;6;2016;13:45;129.13;42.4;74.61
Sun;5;6;2016;14:00;130.56;43.16;75.08
Sun;5;6;2016;14:15;130.85;43.77;74.77
Sun;5;6;2016;14:30;128.94;42.64;74.99
Sun;5;6;2016;14:45;130.24;43.92;74.67
Sun;5;6;2016;15:00;129.84;42.78;75.0
Sun;5;6;2016;15:15;129.62;42.44;74.71
Sun;5;6;2016;15:30;131.48;44.21;74.76
Sun;5;6;2016;15:45;130.41;43.16;75.2
Sun;5;6;2016;16:00;129.29;43.1;74.51
Sun;5;6;2016;16:15;129.87;44.02;74.98
Sun;5;6;2016;16:30;128.29;41.57;74.89
Sun;5;6;2016;16:45;131.83;44.3;74.91
Sun;5;6;2016;17:00;131.73;44.34;74.76
Sun;5;6;2016;17:15;130.1;43.28;74.69
Sun;5;6;2016;17:30;130.06;43.59;74.97
Sun;5;6;2016;17:45;130.38;43.66;74.77
Sun;5;6;2016;18:00;130.32;42.81;75.32
Sun;5;6;2016;18:15;131.52;44.01;74.58
Sun;5;6;2016;18:30;131.04;43.54;74.95
Sun;5;6;2016;18:45;129.69;42.36;74.93
Sun;5;6;2016;19:00;130.19;43.47;75.09
Sun;5;6;2016;19:15;128.5;42.34;74.87
Sun;5;6;2016;19:30;129.3;42.19;75.24
Sun;5;6;2016;19:45;130.89;43.49;74.91
Sun;5;6;2016;20:00;129.49;41.96;74.96
Sun;5;6;2016;20:15;127.56;40.37;75.02
Sun;5;6;2016;20:30;130.17;43.15;75.09
Sun;5;6;2016;20:45;125.79;39.54;74.86
Sun;5;6;2016;21:00;128.27;41.53;75.0
Sun;5;6;2016;21:15;129.35;41.7;74.79
Sun;5;6;2016;21:30;127.67;40.2;75.04
Sun;5;6;2016;21:45;130.24;42.81;74.91
Sun;5;6;2016;22:00;130.7;42.9;75.06
Sun;5;6;2016;22:15;127.13;39.49;75.06
Sun;5;6;2016;22:30;130.08;42.82;74.96
Sun;5;6;2016;22:45;127.67;41.01;75.09
Sun;5;6;2016;23:00;128.15;40.97;75.03
Sun;5;6;2016;23:15;129.97;42.29;75.09
Sun;5;6;2016;23:30;129.51;42.05;74.74
Sun;5;6;2016;23:45;128.91;41.53;74.91
Mon;6;6;2016;00:00;130.3;42.28;74.96
Mon;6;6;2016;00:15;127.79;40.08;74.93
Mon;6;6;2016;00:30;127.74;40.77;74.97
Mon;6;6;2016;00:45;129.43;42.34;74.69
Mon;6;6;2016;01:00;129.71;41.73;74.7
Mon;6;6;2016;01:15;126.53;38.96;74.81
Mon;6;6;2016;01:30;129.7;41.97;74.87
Mon;6;6;2016;01:45;129.99;42.32;74.61
Mon;6;6;2016;02:00;129.31;41.56;74.61
Mon;6;6;2016;02:15;126.24;39.56;74.99
Mon;6;6;2016;02:30;127.05;40.14;74.44
Mon;6;6;2016;02:45;129.13;41.48;74.72
Mon;6;6;2016;03:00;128.9;41.2;74.64
Mon;6;6;2016;03:15;130.15;42.45;74.61
Mon;6;6;2016;03:30;130.07;42.45;75.08
Mon;6;6;2016;03:45;126.15;38.55;74.33
Mon;6;6;2016;04:00;128.26;41.17;74.81
Mon;6;6;2016;04:15;128.95;42.46;74.8
Mon;6;6;2016;04:30;125.5;38.57;74.88
Mon;6;6;2016;04:45;129.11;41.78;74.46
Mon;6;6;2016;05:00;129.17;41.78;74.8
Mon;6;6;2016;05:15;126.68;39.57;74.82
Mon;6;6;2016;05:30;126.86;39.42;74.55
Mon;6;6;2016;05:45;127.39;40.38;74.38
Mon;6;6;2016;06:00;126.5;39.87;75.02
Mon;6;6;2016;06:15;127.39;41.17;74.42
Mon;6;6;2016;06:30;125.57;38.85;74.83
Mon;6;6;2016;06:45;128.99;41.49;74.47
Mon;6;6;2016;07:00;130.42;42.77;74.57
Mon;6;6;2016;07:15;128.92;41.24;74.88
Mon;6;6;2016;07:30;127.56;40.05;74.65
Mon;6;6;2016;07:45;128.94;42.7;74.66
