WiseMetering realtime, exported on November 19, 2016 17:38, by Pedro Castanheira of Vodafone.;;;;;;;;;;;
From January 01, 2016 00:00 to September 30, 2016 23:59, with a rate of 15 minutes.;;;;;;;;;;;
;;;;;;;;;;;
weekday;day;month;year;time;EA+ DTCs (KWh);EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ Geral ALF2A7+A8 (KWh)
Thu;21;04;2016;02:30;232,99;41,04;24,56;1,71;26;13;126,68
Thu;21;04;2016;02:45;229,63;39,66;25,45;1,65;26;11;125,87
Thu;21;04;2016;03:00;231,5;41,12;24,27;1,61;26;12;126,49
Thu;21;04;2016;03:15;232,04;39,49;25,59;1,77;26,3;11;127,89
Thu;21;04;2016;03:30;227,77;40,84;22,88;1,59;26;11;125,47
Thu;21;04;2016;03:45;230,06;40,17;24,95;1,77;26;11;126,17
Thu;21;04;2016;04:00;230,56;39,39;24,85;1,59;26;12;126,73
Thu;21;04;2016;04:15;232,67;41,03;25,47;1,79;26;12;126,39
Thu;21;04;2016;04:30;227,38;39,3;24,29;1,58;26;10;126,22
Thu;21;04;2016;04:45;229;39,52;24,95;1,77;26;13;123,76
Thu;21;04;2016;05:00;229,09;41,37;24,75;1,59;26;10;125,39
Thu;21;04;2016;05:15;232,67;39,35;23,02;1,78;26;13;129,53
Thu;21;04;2016;05:30;227,09;40,72;25,7;1,59;26;10;123,08
Thu;21;04;2016;05:45;231,09;39,49;23,67;1,77;26;14;126,17
Thu;21;04;2016;06:00;230,06;39,74;25,77;1,59;26;9;127,95
Thu;21;04;2016;06:15;231,22;41,25;24,47;1,77;26;14;123,73
Thu;21;04;2016;06:30;227,85;39,01;25,04;1,59;26;10;126,21
Thu;21;04;2016;06:45;227,21;40,25;24,69;1,76;26;10;124,51
Thu;21;04;2016;07:00;229,61;40,23;24,39;1,59;26;12;125,41
Thu;21;04;2016;07:15;228,06;39,4;25,52;1,78;26;9;126,36
Thu;21;04;2016;07:30;228,27;41,17;22,12;1,6;26;11;126,38
Thu;21;04;2016;07:45;228,89;39,94;24,5;1,71;26;12;124,75
Thu;21;04;2016;08:00;228,78;40,74;25,03;1,65;26;10;125,36
Thu;21;04;2016;08:15;235,93;42,85;25,5;1,76;26,5;13;126,33
Thu;21;04;2016;08:30;232,92;42,52;23,73;1,61;26;11;128,05
Thu;21;04;2016;08:45;233;41,83;26,21;1,77;26;10;127,2
Thu;21;04;2016;09:00;236,7;44,55;24,21;1,63;26,5;13;126,81
Thu;21;04;2016;09:15;234,18;44,35;26,18;1,82;26;9;126,83
Thu;21;04;2016;09:30;242,15;44,51;23,99;1,59;26;15;131,06
Thu;21;04;2016;09:45;235,15;45,37;25,68;1,84;26;9;127,26
Thu;21;04;2016;10:00;240;45,78;25,6;1,59;26;13;128,03
Thu;21;04;2016;10:15;237,78;44,16;24,97;1,87;26,2;11;129,58
Thu;21;04;2016;10:30;240,9;44,39;26,25;1,59;26,3;11;131,37
Thu;21;04;2016;10:45;229,54;43,18;22,5;1,82;26,2;8;127,84
Thu;21;04;2016;11:00;244,32;44,03;25,09;1,59;26,3;15;132,31
Thu;21;04;2016;11:15;236,04;45,37;26,28;1,83;26;9;127,56
Thu;21;04;2016;11:30;238,9;43,89;24,22;1,59;26;13;130,2
Thu;21;04;2016;11:45;243,08;45,58;26,39;1,85;26,5;11;131,75
Thu;21;04;2016;12:00;224,32;44,26;25,72;1,63;26;9;117,72
Thu;21;04;2016;12:15;216,05;43,71;24,68;1,88;26,2;12;107,59
Thu;21;04;2016;12:30;229,23;46,27;26,12;1,61;26,3;10;118,93
Thu;21;04;2016;12:45;237,81;42,85;25,54;1,9;26,2;9;132,33
Thu;21;04;2016;13:00;250;44,15;26,49;1,64;26;14;137,73
Thu;21;04;2016;13:15;239,69;45,45;25,02;1,85;26,3;9;132,08
Thu;21;04;2016;13:30;243,81;42,42;26,64;1,74;26;11;136,01
Thu;21;04;2016;13:45;241,98;43,76;26,58;1,74;26,5;11;132,41
Thu;21;04;2016;14:00;244,71;45,96;26,42;1,78;26;10;134,55
Thu;21;04;2016;14:15;239,98;43,28;24,2;1,67;26,2;12;132,64
Thu;21;04;2016;14:30;241,46;44,44;26,55;1,84;26,3;10;132,33
Thu;21;04;2016;14:45;242,53;45,03;26,12;1,61;26,2;10;133,57
Thu;21;04;2016;15:00;235,29;42,91;24,8;1,9;23,3;10;132,38
Thu;21;04;2016;15:15;233,56;45,23;26,12;1,58;17,5;11;132,12
Thu;21;04;2016;15:30;236,32;44,92;25,76;1,88;20,2;10;133,56
Thu;21;04;2016;15:45;240,49;43,52;25,14;1,59;26,8;13;130,44
Thu;21;04;2016;16:00;247,27;45,66;26,41;1,85;27;12;134,35
Thu;21;04;2016;16:15;241,4;43,54;26,56;1,58;27;10;132,72
Thu;21;04;2016;16:30;239,79;43,76;24,5;1,87;26,5;12;131,17
Thu;21;04;2016;16:45;238,48;44,86;26,12;1,58;27;9;129,91
Thu;21;04;2016;17:00;242,97;43,8;26,6;1,85;26,7;13;131,03
Thu;21;04;2016;17:15;236,24;44,64;25,13;1,59;26,8;8;130,08
Thu;21;04;2016;17:30;244,56;43,7;26,55;1,83;26,7;14;131,79
Thu;21;04;2016;17:45;237,32;42,91;24,49;1,59;26,8;10;131,53
Thu;21;04;2016;18:00;239,95;44,43;26,26;1,82;26,5;10;130,94
Thu;21;04;2016;18:15;240,04;42,9;26,07;1,59;26,7;10;132,78
Thu;21;04;2016;18:30;235,94;43,34;25,54;1,82;26,8;11;127,44
Thu;21;04;2016;18:45;236,29;43,88;25,66;1,59;26,5;11;127,66
Thu;21;04;2016;19:00;231,64;42,07;22,52;1,78;26,5;9;129,78
Thu;21;04;2016;19:15;241,22;42,47;26,27;1,59;27;13;130,89
Thu;21;04;2016;19:30;235,64;42,76;25,94;1,69;26,5;10;128,76
Thu;21;04;2016;19:45;234,44;41,37;25,5;1,68;26,7;11;128,19
Thu;21;04;2016;20:00;236,07;43,3;25,61;1,59;26,3;11;128,27
Thu;21;04;2016;20:15;234,03;40,83;24,87;1,77;26,7;10;129,87
Thu;21;04;2016;20:30;233,99;41,79;24,56;1,59;26,8;13;126,25
Thu;21;04;2016;20:45;234,33;41,41;26,49;1,77;26,5;10;128,16
Thu;21;04;2016;21:00;233,05;39,85;24,6;1,59;26,5;13;127,51
Thu;21;04;2016;21:15;234,56;41,52;25,85;1,78;26,5;9;129,92
Thu;21;04;2016;21:30;238,42;40,44;26,45;1,59;26,5;14;129,44
Thu;21;04;2016;21:45;227,11;40,1;24,45;1,78;26,5;8;126,29
Thu;21;04;2016;22:00;237,03;40,97;25,41;1,59;26,5;14;128,56
Thu;21;04;2016;22:15;228,37;40,12;25,03;1,75;26,5;10;124,97
Thu;21;04;2016;22:30;239,26;41,07;26,32;1,61;26,5;13;130,77
Thu;21;04;2016;22:45;231,74;39,48;24,31;1,71;26,2;10;130,05
Thu;21;04;2016;23:00;229,84;40,11;25,34;1,65;22,8;12;127,94
Thu;21;04;2016;23:15;224,65;41,43;25,15;1,67;18,2;11;127,2
Thu;21;04;2016;23:30;222,58;39,04;23,33;1,68;19,8;12;126,72
Thu;21;04;2016;23:45;234,86;39,91;26,12;1,63;28,7;12;126,49
Fri;22;04;2016;00:00;235,49;41,47;23,73;1,73;28,8;12;127,76
Fri;22;04;2016;00:15;233,98;39,41;25,91;1,59;28,2;12;126,88
Fri;22;04;2016;00:30;235,69;40,72;26,22;1,76;27,8;11;128,2
Fri;22;04;2016;00:45;232,66;39,96;25,04;1,59;28;10;128,06
Fri;22;04;2016;01:00;235,76;39,6;24,96;1,77;27,5;12;129,94
Fri;22;04;2016;01:15;233,87;40,71;24,94;1,59;27,2;11;128,43
Fri;22;04;2016;01:30;234,66;39,53;25,91;1,76;27,3;11;129,16
Fri;22;04;2016;01:45;229,89;39,84;26,22;1,59;27;10;125,24
Fri;22;04;2016;02:00;230,33;39,85;23,25;1,76;27;11;127,46
Fri;22;04;2016;02:15;232,45;39,41;25,95;1,59;27;12;126,5
Fri;22;04;2016;02:30;232,26;41,5;25,7;1,77;26,7;9;127,59
Fri;22;04;2016;02:45;228,33;38,74;22,49;1,59;26,8;13;125,71
Fri;22;04;2016;03:00;230,46;39,89;25,43;1,77;26,7;9;127,68
Fri;22;04;2016;03:15;233,69;40,54;25,55;1,59;26,8;13;126,21
Fri;22;04;2016;03:30;229,5;39,41;24,96;1,76;26,2;10;127,17
Fri;22;04;2016;03:45;231,88;40,52;25,33;1,59;26,3;13;125,13
Fri;22;04;2016;04:00;234,56;39,78;25,04;1,76;26,7;10;131,28
Fri;22;04;2016;04:15;231,52;39,6;24,63;1,59;26,5;13;126,21
Fri;22;04;2016;04:30;230,29;40,3;25,33;1,76;26,3;10;126,61
Fri;22;04;2016;04:45;231,02;39,44;25,64;1,59;26,5;12;125,86
Fri;22;04;2016;05:00;230,16;40,49;24,63;1,76;26,2;11;126,08
Fri;22;04;2016;05:15;228,33;39,13;24,88;1,59;26,3;10;126,43
Fri;22;04;2016;05:30;230,01;39,75;25,33;1,75;26,2;12;124,98
Fri;22;04;2016;05:45;227,76;41,04;23,08;1,59;26,3;10;125,76
Fri;22;04;2016;06:00;229,46;39,35;24,52;1,76;26;12;125,83
Fri;22;04;2016;06:15;228,11;39,83;25,55;1,59;26,5;9;125,64
Fri;22;04;2016;06:30;231,2;39,82;24,08;1,75;26;12;127,54
Fri;22;04;2016;06:45;233,2;39,88;26,1;1,59;26,2;10;129,43
Fri;22;04;2016;07:00;234,72;41,93;23,96;1,75;26,3;11;129,78
Fri;22;04;2016;07:15;229,71;40,42;25,61;1,59;26;9;127,08
Fri;22;04;2016;07:30;232,56;40,52;25,24;1,74;26,2;12;126,85
Fri;22;04;2016;07:45;232,47;43,29;25,41;1,6;26,3;8;127,87
Fri;22;04;2016;08:00;233,04;40,51;24,36;1,75;26;13;127,43
Fri;22;04;2016;08:15;229,87;40,93;25,22;1,6;26;8;128,12
Fri;22;04;2016;08:30;237,2;42,51;26,1;1,68;26,5;14;126,41
Fri;22;04;2016;08:45;231,66;41,57;25,01;1,67;26;8;129,41
Fri;22;04;2016;09:00;237,39;43,49;24,82;1,77;26,2;13;128,11
Fri;22;04;2016;09:15;235,35;43,5;26,22;1,59;26,3;8;129,73
Fri;22;04;2016;09:30;239,17;44,09;25,01;1,77;26;13;129,3
Fri;22;04;2016;09:45;239,25;45,26;25,01;1,59;26,2;10;131,18
Fri;22;04;2016;10:00;238,33;43,01;26,11;1,77;26,3;9;132,15
Fri;22;04;2016;10:15;238,54;43,91;26,44;1,71;26;10;130,49
Fri;22;04;2016;10:30;244,32;46,39;24,93;1,67;26,5;12;132,82
Fri;22;04;2016;10:45;236,57;43,25;26,43;1,77;26;10;129,12
Fri;22;04;2016;11:00;237,34;43,17;25,23;1,59;26;12;129,35
Fri;22;04;2016;11:15;215,79;45,03;24,92;1,77;26,5;9;108,57
Fri;22;04;2016;11:30;222,57;43,57;26,48;1,62;26,2;13;111,7
Fri;22;04;2016;11:45;231,49;44,14;26,48;1,76;26,3;10;122,82
Fri;22;04;2016;12:00;242,28;46;24,6;1,71;26;11;132,97
Fri;22;04;2016;12:15;245,32;43,72;25,66;1,65;26;12;136,3
Fri;22;04;2016;12:30;242,86;44,74;26,25;1,78;26,5;10;133,6
Fri;22;04;2016;12:45;247,15;46,09;26,38;1,59;26;11;136,09
Fri;22;04;2016;13:00;239,49;43,35;24,49;1,79;26,2;10;133,67
Fri;22;04;2016;13:15;246,77;43,71;26,53;1,59;26,3;12;136,65
Fri;22;04;2016;13:30;245,79;45,06;25,42;1,76;26,2;11;136,35
Fri;22;04;2016;13:45;248,24;44,57;25,51;1,7;26;11;139,46
Fri;22;04;2016;14:00;247,89;46,1;26,11;1,66;26,3;13;134,73
Fri;22;04;2016;14:15;243,35;44,89;26,49;1,78;26;10;134,2
Fri;22;04;2016;14:30;247,77;44,91;26,51;1,59;26,5;12;136,26
Fri;22;04;2016;14:45;243,99;46,11;24,99;1,77;26,2;10;134,92
Fri;22;04;2016;15:00;243,24;44,47;25,44;1,6;26,5;13;132,23
Fri;22;04;2016;15:15;244,48;45,27;26,53;1,77;26,3;10;134,6
Fri;22;04;2016;15:30;247,71;46,03;26,52;1,68;26,5;14;132,98
Fri;22;04;2016;15:45;236,47;43,75;25,19;1,71;26,2;9;130,63
Fri;22;04;2016;16:00;245,78;45,61;26,89;1,77;26,3;12;133,21
Fri;22;04;2016;16:15;241,34;45,14;25,72;1,63;26,2;11;131,66
Fri;22;04;2016;16:30;243,52;44,59;24,99;1,77;26,3;11;134,87
Fri;22;04;2016;16:45;246,34;46,96;26,46;1,59;26;12;133,33
Fri;22;04;2016;17:00;242,92;43,83;26,5;1,8;26;10;134,79
Fri;22;04;2016;17:15;242,32;44,15;25,97;1,59;26;13;131,6
Fri;22;04;2016;17:30;240,72;45,83;24,71;1,8;26,5;8;133,87
Fri;22;04;2016;17:45;241,21;43,23;26,49;1,64;26;12;131,86
Fri;22;04;2016;18:00;237,68;45,3;26,06;1,74;26;9;129,58
Fri;22;04;2016;18:15;239,25;43,74;24,76;1,73;26,2;12;130,83
Fri;22;04;2016;18:30;239,94;43,63;25,56;1,63;26,3;10;132,83
Fri;22;04;2016;18:45;222,07;23,52;26,16;4,18;26;12;130,22
Fri;22;04;2016;19:00;194,8;3,41;25,43;0,13;26,2;10;129,63
Fri;22;04;2016;19:15;228,39;33,86;25,81;1,37;26;12;129,36
Fri;22;04;2016;19:30;237,34;41,72;26,04;1,59;26,3;11;130,7
Fri;22;04;2016;19:45;236,56;42,61;24,77;1,76;26;11;130,42
Fri;22;04;2016;20:00;234,09;43,01;25,24;1,59;26;10;128,25
Fri;22;04;2016;20:15;216,74;24,8;26,19;1,02;26,2;11;127,52
Fri;22;04;2016;20:30;232,19;40,89;24,43;1,73;26;11;128,13
Fri;22;04;2016;20:45;233,05;41,87;26,06;1,59;26;10;127,53
Fri;22;04;2016;21:00;232,08;40,02;25,97;1,58;26,3;10;128,21
Fri;22;04;2016;21:15;232,03;41,46;24,85;1,59;26;11;127,14
Fri;22;04;2016;21:30;235,53;41,31;25,55;1,58;26;10;131,09
Fri;22;04;2016;21:45;233,48;39,89;25,65;1,59;26;11;129,35
Fri;22;04;2016;22:00;231,24;42,33;25,84;1,59;26;9;126,48
Fri;22;04;2016;22:15;230,43;39,8;22,97;1,59;26,2;12;127,88
Fri;22;04;2016;22:30;231,53;41,21;24,77;1,59;26,3;10;127,66
Fri;22;04;2016;22:45;232,24;40,86;26,26;1,59;26;11;126,53
Fri;22;04;2016;23:00;232,22;40,62;25,15;1,59;26;12;126,86
Fri;22;04;2016;23:15;231,49;42,04;25,1;1,59;26;10;126,77
Fri;22;04;2016;23:30;233,91;39,63;24,36;1,59;26;11;131,33
Fri;22;04;2016;23:45;232,73;41,23;26,16;1,59;26;12;125,75
Sat;23;04;2016;00:00;232,6;41,89;24,63;1,58;26;12;126,5
Sat;23;04;2016;00:15;227,29;40,05;23,22;1,59;26,5;10;125,93
Sat;23;04;2016;00:30;232,85;40,98;25,91;1,58;26;11;127,38
Sat;23;04;2016;00:45;230,64;40,69;25,35;1,58;26;11;126,02
Sat;23;04;2016;01:00;234,14;40,29;24,96;1,58;26;11;130,32
Sat;23;04;2016;01:15;230,85;41,34;24,97;1,58;26;10;126,96
Sat;23;04;2016;01:30;231,72;40,22;25,37;1,59;26;12;126,55
Sat;23;04;2016;01:45;229,73;41,5;25,45;1,58;26;10;125,19
Sat;23;04;2016;02:00;231,9;39,63;25,36;1,58;26;12;127,33
Sat;23;04;2016;02:15;232,42;41,44;25,56;1,58;26;11;126,83
Sat;23;04;2016;02:30;232,62;40,2;24,92;1,58;26;10;129,92
Sat;23;04;2016;02:45;230,36;39,69;24,73;1,58;26;12;126,36
Sat;23;04;2016;03:00;233,3;42,65;26,16;1,58;26;11;125,91
Sat;23;04;2016;03:15;228,07;39,31;24,84;1,58;26;10;126,33
Sat;23;04;2016;03:30;230,97;41,04;25,15;1,59;26;10;127,19
Sat;23;04;2016;03:45;230,29;41,12;24,89;1,58;26;11;125,7
Sat;23;04;2016;04:00;232,2;40,24;25,9;1,58;26;11;127,48
Sat;23;04;2016;04:15;236,36;41,45;25,01;1,58;26;12;130,32
Sat;23;04;2016;04:30;226,56;39,67;23,64;1,58;26;10;125,67
Sat;23;04;2016;04:45;231,56;41,45;24,41;1,58;26;11;127,11
Sat;23;04;2016;05:00;230,74;40,57;26,14;1,58;26;10;126,44
Sat;23;04;2016;05:15;230,33;40,23;24,34;1,58;25,5;12;126,68
Sat;23;04;2016;05:30;231,27;41,42;24,88;1,58;26;11;126,4
Sat;23;04;2016;05:45;230,8;40,22;25,61;1,58;26;11;126,38
Sat;23;04;2016;06:00;236,07;40,8;25,51;1,58;26;12;130,17
Sat;23;04;2016;06:15;230,16;40,13;25,22;1,58;25,7;10;127,54
Sat;23;04;2016;06:30;232,08;40,51;24,64;1,58;26;11;128,35
Sat;23;04;2016;06:45;233,58;41,5;26,15;1,58;25,8;12;126,55
Sat;23;04;2016;07:00;230,29;39,41;25,34;1,58;26;10;127,96
Sat;23;04;2016;07:15;229,95;41,08;24,27;1,58;26;11;126,01
Sat;23;04;2016;07:30;231,23;40,07;25,56;1,58;25,7;11;127,33
Sat;23;04;2016;07:45;231,11;40,32;25,9;1,59;26;11;126,31
Sat;23;04;2016;08:00;230,91;41,2;25,14;1,58;26;11;125,99
Sat;23;04;2016;08:15;230,82;39,95;25,35;1,59;25,8;11;127,14
Sat;23;04;2016;08:30;229,4;41,86;22,19;1,58;26;11;126,78
Sat;23;04;2016;08:45;234,2;40,09;26,16;1,58;26;13;127,36
Sat;23;04;2016;09:00;231,97;40,98;25,8;1,59;26;11;126,6
Sat;23;04;2016;09:15;232,92;41,03;24,65;1,58;26;11;128,65
Sat;23;04;2016;09:30;233,2;39,94;26,23;1,59;26;13;126,44
Sat;23;04;2016;09:45;236,32;42,28;26,44;1,59;26;11;129,01
Sat;23;04;2016;10:00;231,89;40,17;24,85;1,59;26;12;127,28
Sat;23;04;2016;10:15;236,16;40,94;25,77;1,59;26,5;13;128,37
Sat;23;04;2016;10:30;235,73;41,74;25,81;1,59;26;12;128,6
Sat;23;04;2016;10:45;231,49;40,31;25,92;1,59;25,5;11;127,18
Sat;23;04;2016;11:00;238,32;42,16;26,18;1,58;26,5;12;129,9
Sat;23;04;2016;11:15;233,75;40,34;26,5;1,59;26;12;127,32
Sat;23;04;2016;11:30;238,58;41,41;26,66;1,59;26;13;129,92
Sat;23;04;2016;11:45;233,41;42,58;25,44;1,59;26;11;126,8
Sat;23;04;2016;12:00;234,09;39,65;25,28;1,59;26;12;129,58
Sat;23;04;2016;12:15;233,31;42,16;26,24;1,59;26;11;126,32
Sat;23;04;2016;12:30;236,4;41,22;26,48;1,58;26;12;129,13
Sat;23;04;2016;12:45;236,96;40,58;26,56;1,59;26;13;129,24
Sat;23;04;2016;13:00;235,83;42,47;26,27;1,58;26;12;127,51
Sat;23;04;2016;13:15;233,34;40,19;25,06;1,59;26,5;13;127
Sat;23;04;2016;13:30;234,5;40,71;25,86;1,58;26;12;128,35
Sat;23;04;2016;13:45;238,15;43,24;26,63;1,59;26;13;127,69
Sat;23;04;2016;14:00;232,82;40,27;26,61;1,58;26;13;125,35
Sat;23;04;2016;14:15;237,82;40,82;26,44;1,58;26;11;131,97
Sat;23;04;2016;14:30;235,96;43,01;25,72;1,58;26;12;127,65
Sat;23;04;2016;14:45;237,68;40,13;26,73;1,58;26;13;130,25
Sat;23;04;2016;15:00;235,33;40,96;26,7;1,59;26;14;126,09
Sat;23;04;2016;15:15;239,07;42,42;26,77;1,59;26,5;12;129,8
Sat;23;04;2016;15:30;232,08;40,41;26,22;1,58;26;11;126,87
Sat;23;04;2016;15:45;239,21;41,76;26,12;1,58;26;14;129,76
Sat;23;04;2016;16:00;237,24;41,21;26,71;1,58;26;14;127,74
Sat;23;04;2016;16:15;236,86;41,23;26,71;1,59;26;13;128,34
Sat;23;04;2016;16:30;237,6;41,8;26,74;1,58;26;12;129,48
Sat;23;04;2016;16:45;234,1;40,49;25,76;1,58;26,5;12;127,76
Sat;23;04;2016;17:00;239,36;41,21;26,77;1,58;26;14;129,8
Sat;23;04;2016;17:15;238,24;42,42;26,79;1,58;26;13;128,45
Sat;23;04;2016;17:30;236,55;39,91;26,76;1,58;26;13;129,3
Sat;23;04;2016;17:45;234,91;41,91;26,61;1,58;26;11;127,8
Sat;23;04;2016;18:00;237,01;41,14;25,66;1,58;26;14;128,63
Sat;23;04;2016;18:15;236,23;39,97;26,75;1,59;26;13;128,93
Sat;23;04;2016;18:30;234,1;42,39;26,74;1,59;26;10;127,39
Sat;23;04;2016;18:45;237,5;40,27;26,71;1,59;26;14;128,94
Sat;23;04;2016;19:00;230,62;40,91;25,08;1,58;26,2;9;127,84
Sat;23;04;2016;19:15;238,09;42,33;25,55;1,59;26,3;14;128,32
Sat;23;04;2016;19:30;229,35;39,74;26,54;1,59;26;10;125,48
Sat;23;04;2016;19:45;235,83;41,55;26,46;1,59;26;14;126,24
Sat;23;04;2016;20:00;231,41;40,81;26,45;1,59;26;9;127,57
Sat;23;04;2016;20:15;231,79;40,07;23,34;1,59;26;13;127,79
Sat;23;04;2016;20:30;233,51;42,29;26,31;1,59;26;10;127,33
Sat;23;04;2016;20:45;231,78;39,64;26,25;1,59;26;12;126,3
Sat;23;04;2016;21:00;233,41;41,1;26,31;1,59;26,2;11;127,2
Sat;23;04;2016;21:15;232,17;41,05;24,56;1,59;26;11;127,98
Sat;23;04;2016;21:30;231,6;39,95;25,05;1,59;26,3;12;126,71
Sat;23;04;2016;21:45;232,96;41,8;25,91;1,59;26;11;126,66
Sat;23;04;2016;22:00;233,27;40,45;26,19;1,59;26;12;127,05
Sat;23;04;2016;22:15;228,78;40,4;24,44;1,59;26;10;126,35
Sat;23;04;2016;22:30;233,9;41,9;24,81;1,58;26;13;126,61
Sat;23;04;2016;22:45;231,95;39,76;26,32;1,58;26,2;10;128,09
Sat;23;04;2016;23:00;233,36;42,01;25,64;1,59;26;12;126,12
Sat;23;04;2016;23:15;229,17;39,93;25,53;1,58;26;9;127,14
Sat;23;04;2016;23:30;232,93;40,43;25,47;1,58;26;13;126,45
Sat;23;04;2016;23:45;229,75;42,11;24,47;1,58;26;9;126,59
Sun;24;04;2016;00:00;231,61;39,62;25,33;1,59;26,3;13;125,77
Sun;24;04;2016;00:15;228,7;41,54;24,09;1,59;26;10;125,48
Sun;24;04;2016;00:30;230,43;40,66;24,82;1,58;26;11;126,36
Sun;24;04;2016;00:45;231,16;39,97;24,97;1,58;26;12;126,65
Sun;24;04;2016;01:00;230,79;42,43;24,81;1,59;26;10;125,97
Sun;24;04;2016;01:15;230,45;39,61;25,64;1,58;26;12;125,62
Sun;24;04;2016;01:30;229,02;40,4;25,94;1,58;26;10;125,1
Sun;24;04;2016;01:45;232,79;41,69;24,24;1,58;26;12;127,28
Sun;24;04;2016;02:00;229,53;39,57;24,88;1,58;26;9;128,49
Sun;24;04;2016;02:15;235,36;41,62;26,14;1,59;26;13;127,01
Sun;24;04;2016;02:30;228;39,82;25,08;1,58;26;9;126,52
Sun;24;04;2016;02:45;231,15;40,34;24,35;1,58;25,7;13;126,17
Sun;24;04;2016;03:00;226,16;41,38;22,61;1,58;26;9;125,6
Sun;24;04;2016;03:15;232,42;39,88;26,02;1,59;26;13;125,94
Sun;24;04;2016;03:30;228,77;41,16;24,64;1,58;25,8;9;126,59
Sun;24;04;2016;03:45;232,72;40,24;25,48;1,58;26;13;126,42
Sun;24;04;2016;04:00;227,92;40,47;24,76;1,58;26;10;125,1
Sun;24;04;2016;04:15;231,2;40,97;25,37;1,58;26;11;126,28
Sun;24;04;2016;04:30;228,49;39,39;25,16;1,58;25,5;11;125,86
Sun;24;04;2016;04:45;229,34;41,64;24,93;1,58;26;10;125,2
Sun;24;04;2016;05:00;229,9;39,73;25,04;1,58;26;12;125,56
Sun;24;04;2016;05:15;227,87;40,8;25,13;1,58;25,7;10;124,66
Sun;24;04;2016;05:30;227,25;39,83;22,94;1,58;25,8;11;126,1
Sun;24;04;2016;05:45;227,38;40,03;24,88;1,58;26;9;125,89
Sun;24;04;2016;06:00;229,89;40,9;23,62;1,58;26;12;125,79
Sun;24;04;2016;06:15;227,6;39,62;25,02;1,58;25,7;9;126,67
Sun;24;04;2016;06:30;230,74;41,14;26,46;1,58;25,8;11;124,76
Sun;24;04;2016;06:45;227,6;40,06;24,38;1,59;26;9;126,58
Sun;24;04;2016;07:00;230,68;39,93;25,55;1,58;26;12;125,62
Sun;24;04;2016;07:15;229,37;41,45;24,42;1,58;26;10;125,93
Sun;24;04;2016;07:30;226,87;39,47;25,69;1,59;25,5;10;124,63
Sun;24;04;2016;07:45;225,96;40,17;23,02;1,58;26;10;125,18
Sun;24;04;2016;08:00;229,16;41,27;24,88;1,59;26;11;124,42
Sun;24;04;2016;08:15;229,37;39,58;24,41;1,58;26;11;126,8
Sun;24;04;2016;08:30;230,97;41,73;26,49;1,59;26;10;125,16
Sun;24;04;2016;08:45;230,64;40,18;25,36;1,58;26;12;125,51
Sun;24;04;2016;09:00;228,83;40,92;25,07;1,58;25,7;9;126,56
Sun;24;04;2016;09:15;232,96;41,41;26,08;1,59;26;12;125,89
Sun;24;04;2016;09:30;230,37;40,07;26,51;1,58;26,3;10;125,92
Sun;24;04;2016;09:45;233,66;41,71;26,54;1,59;26;13;124,83
Sun;24;04;2016;10:00;229,39;40,71;23,93;1,58;26;10;127,17
Sun;24;04;2016;10:15;233,88;41,07;25,9;1,59;26;13;126,32
Sun;24;04;2016;10:30;233,09;42,16;26,61;1,58;26;10;126,74
Sun;24;04;2016;10:45;233,27;39,98;26,6;1,58;26;13;126,11
Sun;24;04;2016;11:00;230,91;41,93;26,1;1,58;25,5;10;125,8
Sun;24;04;2016;11:15;233,67;41,09;24,45;1,58;26,5;14;126,04
Sun;24;04;2016;11:30;231,97;40,64;26,58;1,58;26;11;126,17
Sun;24;04;2016;11:45;236,48;42,49;26,63;1,58;25,7;14;126,08
Sun;24;04;2016;12:00;231,58;41,18;26,64;1,58;26;10;126,18
Sun;24;04;2016;12:15;235,8;41,34;25,93;1,58;26;14;126,94
Sun;24;04;2016;12:30;235,46;43,21;26,46;1,58;26;12;126,21
Sun;24;04;2016;12:45;233,63;40,94;26,65;1,58;26;12;126,46
Sun;24;04;2016;13:00;234,23;41,61;26,64;1,58;26;13;125,41
Sun;24;04;2016;13:15;239,19;41,88;26,68;1,58;26,3;12;130,75
Sun;24;04;2016;13:30;232,98;40,73;25,68;1,58;26;12;126,99
Sun;24;04;2016;13:45;234,49;42,13;26,73;1,58;26;11;127,05
Sun;24;04;2016;14:00;233,08;41,52;25,38;1,58;26;12;126,6
Sun;24;04;2016;14:15;239,81;40,43;26,69;1,58;26;13;132,11
Sun;24;04;2016;14:30;234,49;42,85;26,45;1,58;26;10;127,61
Sun;24;04;2016;14:45;234,73;39,92;26,25;1,58;26;14;126,98
Sun;24;04;2016;15:00;233,74;40,59;26,83;1,57;26;12;126,75
Sun;24;04;2016;15:15;237;42,58;26,84;1,58;26,2;13;126,79
Sun;24;04;2016;15:30;238,36;40,09;26,77;1,58;26;12;131,92
Sun;24;04;2016;15:45;234,73;41,76;26,84;1,58;26;12;126,55
Sun;24;04;2016;16:00;234,98;41,53;26,07;1,58;26;12;127,8
Sun;24;04;2016;16:15;231,95;40,59;26,5;1,58;26;12;125,28
Sun;24;04;2016;16:30;234,14;42,25;26,67;1,58;26;11;126,64
