Vodafone - Realtime Data;;;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;;;
At: January 30, 2018 16:22 (Europe/Lisbon);;;;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;;;
Rate: 15 minutes;;;;;;;;;;;
Exported by WiseMetering;;;;;;;;;;;
;;;;;;;;;;;
weekday;day;month;year;time;EA+ DTCs (KWh);EA+ GERAL 1 BVTP1 (KWh);EA+ QGD 1 ALF2A1 (KWh);EA+ GERAL 2 BVTP1 (KWh);EA+ QGD 2 ALF1P0 (KWh);EA+ QGD 1 ALF1P0 (KWh);EA+ QGBT PT ALF2A7+A8 (KWh)
Sat;22;07;2017;21:30;222,22;38,76;22,21;1,72;26,2;8;125,33
Sat;22;07;2017;21:45;228,28;41,53;24,12;1,72;25,8;11;124,11
Sat;22;07;2017;22:00;221,68;38,59;23,09;1,72;26;12;120,27
Sat;22;07;2017;22:15;220,83;38,81;21,79;1,71;26;9;123,52
Sat;22;07;2017;22:30;225,3;41,23;23,21;1,72;26;13;120,14
Sat;22;07;2017;22:45;229,2;38,46;23,7;1,72;26;14;125,32
Sat;22;07;2017;23:00;219,63;39,76;22,49;1,72;26;10;119,67
Sat;22;07;2017;23:15;228,91;41,46;23,01;1,72;25,7;12;125,03
Sat;22;07;2017;23:30;225,66;38,35;23,4;1,72;26,3;13;122,89
Sat;22;07;2017;23:45;215,6;38,93;22,5;1,72;25,7;8;118,75
Sun;23;07;2017;00:00;226,54;41,76;22,65;1,73;26,3;11;123,11
Sun;23;07;2017;00:15;224,99;39,47;22,96;1,72;25,7;12;123,13
Sun;23;07;2017;00:30;213,45;37,74;22,2;1,72;26,3;7;118,48
Sun;23;07;2017;00:45;222,75;41,11;22,5;1,71;25,7;13;118,72
Sun;23;07;2017;01:00;228,48;39,77;22,84;1,72;25,8;14;124,35
Sun;23;07;2017;01:15;220,85;38,26;22,62;1,71;26,5;8;123,76
Sun;23;07;2017;01:30;225,73;40,35;22,51;1,72;25,5;15;120,65
Sun;23;07;2017;01:45;221,69;39,61;23,21;1,72;26;11;120,16
Sun;23;07;2017;02:00;216,24;38,32;22,64;1,72;26;7;120,56
Sun;23;07;2017;02:15;222,81;40,1;22,09;1,72;26;13;119,9
Sun;23;07;2017;02:30;222,64;40,74;22,8;1,72;25,7;10;121,69
Sun;23;07;2017;02:45;217,49;37,49;23,2;1,72;25,8;8;121,28
Sun;23;07;2017;03:00;223,04;39,79;21,93;1,72;26,2;12;121,41
Sun;23;07;2017;03:15;216,92;39,95;22,75;1,72;25,8;9;117,7
Sun;23;07;2017;03:30;225,48;37,98;23,31;1,72;26;12;124,48
Sun;23;07;2017;03:45;224,53;40,52;21,77;1,72;25,7;14;120,83
Sun;23;07;2017;04:00;216,5;39,03;22,82;1,72;26,3;8;118,64
Sun;23;07;2017;04:15;222,56;38,35;23,22;1,72;25,7;14;119,58
Sun;23;07;2017;04:30;219,27;41,32;21,57;1,72;25,8;10;118,86
Sun;23;07;2017;04:45;221,37;37,8;23,05;1,71;26;9;123,81
Sun;23;07;2017;05:00;220,85;38,94;22,94;1,72;25,5;11;120,76
Sun;23;07;2017;05:15;219,07;41,26;21,75;1,72;26;9;119,35
Sun;23;07;2017;05:30;222,67;38,27;23,13;1,72;26;10;123,56
Sun;23;07;2017;05:45;219,11;38,19;22,52;1,71;26;12;118,68
Sun;23;07;2017;06:00;220,82;41,31;22,15;1,72;25,7;8;121,95
Sun;23;07;2017;06:15;219,2;38,55;22,78;1,72;25,8;11;119,36
Sun;23;07;2017;06:30;220,27;38,68;22,84;1,72;26;12;119,03
Sun;23;07;2017;06:45;217,68;41,1;22,1;1,71;25,5;9;118,27
Sun;23;07;2017;07:00;222,56;37,97;22,83;1,72;26;13;121,04
Sun;23;07;2017;07:15;228,61;38,54;22,96;1,72;26,2;13;126,19
Sun;23;07;2017;07:30;219,85;40,74;21,72;1,72;25,8;9;120,87
Sun;23;07;2017;07:45;222,29;40,02;23,14;1,72;25,7;14;117,71
Sun;23;07;2017;08:00;217,81;37,81;22,96;1,72;25,8;9;120,53
Sun;23;07;2017;08:15;224,24;40,41;21,69;1,72;26;10;124,42
Sun;23;07;2017;08:30;228,45;40,06;23,17;1,72;25,7;13;124,81
Sun;23;07;2017;08:45;218,42;38,21;23,05;1,72;25,8;8;121,64
Sun;23;07;2017;09:00;221,73;40,66;21,91;1,72;26,2;12;119,24
Sun;23;07;2017;09:15;229,63;38,82;22,96;1,72;25,8;15;125,33
Sun;23;07;2017;09:30;218,73;39,3;23,08;1,72;26;8;120,63
Sun;23;07;2017;09:45;226,1;40,95;22,12;1,72;25,5;16;119,8
Sun;23;07;2017;10:00;224,6;38,36;23,11;1,72;26,5;11;123,91
Sun;23;07;2017;10:15;224,63;41,31;22,7;1,72;25,5;10;123,41
Sun;23;07;2017;10:30;226,41;40;21,61;1,72;26;14;123,09
Sun;23;07;2017;10:45;215,94;38,37;22,6;1,72;25,7;8;119,55
Sun;23;07;2017;11:00;230,15;41,42;22,6;1,72;26,3;12;126,12
Sun;23;07;2017;11:15;224,35;39,32;22,15;1,72;25,7;13;122,46
Sun;23;07;2017;11:30;218,78;40,13;22,01;1,72;26,3;8;120,62
Sun;23;07;2017;11:45;231,28;41,71;23,74;1,72;26;15;123,12
Sun;23;07;2017;12:00;231,52;38,88;23,59;1,72;25,5;15;126,84
Sun;23;07;2017;12:15;224,74;40,13;22,25;1,72;26,5;9;125,14
Sun;23;07;2017;12:30;232,66;42,02;22,36;1,72;25,5;16;125,07
Sun;23;07;2017;12:45;224,26;39,36;22,96;1,72;26;14;120,22
Sun;23;07;2017;13:00;220,53;39,14;22,86;1,72;26;8;122,82
Sun;23;07;2017;13:15;233,38;42,24;22,4;1,72;26;14;127,02
Sun;23;07;2017;13:30;225,84;39,58;22,49;1,72;26;12;124,06
Sun;23;07;2017;13:45;223,33;38,74;23,1;1,72;26;10;123,77
Sun;23;07;2017;14:00;234,88;42;24,32;1,72;25,7;14;127,14
Sun;23;07;2017;14:15;228,55;40,02;22,05;1,72;26,3;13;125,46
Sun;23;07;2017;14:30;222,68;36,74;23,54;1,72;25,7;12;122,97
Sun;23;07;2017;14:45;230,62;40,5;22,76;1,72;25,8;15;124,84
Sun;23;07;2017;15:00;228,14;39,67;23,63;1,72;26,5;12;124,62
Sun;23;07;2017;15:15;221,47;37,72;21,73;1,72;25,5;13;121,8
Sun;23;07;2017;15:30;229,85;41,16;23,35;1,72;26,5;12;125,12
Sun;23;07;2017;15:45;225,41;40,53;22,92;1,72;25,5;9;125,74
Sun;23;07;2017;16:00;229,43;38,21;24,42;1,72;26;15;124,08
Sun;23;07;2017;16:15;224,91;40,44;22,53;1,72;26;14;120,23
Sun;23;07;2017;16:30;225,48;40,58;23,5;1,72;26;12;121,67
Sun;23;07;2017;16:45;230,48;38,07;22,55;1,72;25,7;15;127,45
Sun;23;07;2017;17:00;230,64;40,53;23,61;1,72;26,3;12;126,48
Sun;23;07;2017;17:15;224,6;40,62;21,78;1,72;25,7;12;122,79
Sun;23;07;2017;17:30;224,93;37,84;23,34;1,72;26,3;14;121,74
Sun;23;07;2017;17:45;225,57;40,75;22,62;1,72;26;9;125,48
Sun;23;07;2017;18:00;228,4;39,68;24,1;1,72;25,5;13;124,4
Sun;23;07;2017;18:15;227,12;38,26;21,99;1,72;26,5;13;125,66
Sun;23;07;2017;18:30;229,91;40,96;24,12;1,72;25,5;12;125,62
Sun;23;07;2017;18:45;227,1;39,65;23,11;1,72;26,5;15;121,12
Sun;23;07;2017;19:00;221,46;38,22;24,04;1,72;25,5;12;119,98
Sun;23;07;2017;19:15;227,93;39,96;21,73;1,72;26,5;13;125,01
Sun;23;07;2017;19:30;227,95;41,08;23,86;1,72;25,5;13;122,8
Sun;23;07;2017;19:45;218,28;37,69;23;1,72;26,5;10;119,37
Sun;23;07;2017;20:00;223,3;39,11;24,02;1,72;25,7;11;121,74
Sun;23;07;2017;20:15;227,75;41;21,8;1,72;25,8;12;125,43
Sun;23;07;2017;20:30;224,83;38,58;24,03;1,72;26,2;10;124,31
Sun;23;07;2017;20:45;228,85;38,92;23,02;1,72;25,8;16;123,39
Sun;23;07;2017;21:00;221,75;40,28;23,42;1,72;26,2;11;119,13
Sun;23;07;2017;21:15;223,69;38,53;22,76;1,72;25,8;12;122,87
Sun;23;07;2017;21:30;231,45;40,21;22,96;1,72;26;15;125,56
Sun;23;07;2017;21:45;221,46;40,87;24,09;1,72;26;9;119,78
Sun;23;07;2017;22:00;221,04;37,7;22,09;1,72;26;10;123,53
Sun;23;07;2017;22:15;229,77;40,1;23,19;1,72;26;14;124,76
Sun;23;07;2017;22:30;219,58;41,57;24,08;1,72;26;8;118,2
Sun;23;07;2017;22:45;225,36;37,79;22,93;1,72;25,7;15;122,23
Sun;23;07;2017;23:00;229,86;40,78;22,12;1,72;26,3;13;125,94
Sun;23;07;2017;23:15;223,1;41,23;24,03;1,72;25,7;9;121,42
Sun;23;07;2017;23:30;224,71;37,87;23;1,72;26,3;16;119,82
Sun;23;07;2017;23:45;221,88;40,37;22,2;1,72;25,7;11;120,89
Mon;24;07;2017;00:00;225,87;41,04;23,28;1,72;26,3;9;124,53
Mon;24;07;2017;00:15;224,45;38,27;23,02;1,72;25,7;13;122,75
Mon;24;07;2017;00:30;217,67;39,3;22,53;1,72;26,3;9;118,82
Mon;24;07;2017;00:45;226,21;41,17;22,12;1,72;25,7;13;122,5
Mon;24;07;2017;01:00;228,65;38,44;23,1;1,72;26,3;14;125,09
Mon;24;07;2017;01:15;222,81;39,48;23,52;1,72;25,7;9;123,39
Mon;24;07;2017;01:30;224,83;40,88;21,79;1,72;25,8;16;118,65
Mon;24;07;2017;01:45;221,67;38,04;22,98;1,72;26,2;10;122,73
Mon;24;07;2017;02:00;225,27;39,14;23,28;1,72;25,8;13;122,33
Mon;24;07;2017;02:15;224,81;39,78;22,55;1,72;26;15;119,76
Mon;24;07;2017;02:30;219,16;38;22,86;1,72;26;10;120,58
Mon;24;07;2017;02:45;232,92;42,52;23,03;1,72;26;15;124,65
Mon;24;07;2017;03:00;204,47;39,98;22,39;1,72;25,7;13;101,68
Mon;24;07;2017;03:15;223,25;37,43;23,11;1,72;26,3;12;122,68
Mon;24;07;2017;03:30;232,04;40,38;22,72;1,72;25,7;14;127,52
Mon;24;07;2017;03:45;228,85;40,32;22,93;1,72;25,8;10;128,09
Mon;24;07;2017;04:00;225,11;38,37;22,1;1,72;26;15;121,92
Mon;24;07;2017;04:15;224,16;41,17;23,39;1,72;25,5;11;121,39
Mon;24;07;2017;04:30;224,4;40,02;22,84;1,72;26;13;120,82
Mon;24;07;2017;04:45;222,93;37,66;22,14;1,72;25,7;14;121,71
Mon;24;07;2017;05:00;223,43;40,32;22,97;1,72;26,3;10;122,12
Mon;24;07;2017;05:15;228,01;40,49;23,24;1,72;25,7;15;121,86
Mon;24;07;2017;05:30;221,21;37,8;22,61;1,72;25,8;11;122,27
Mon;24;07;2017;05:45;224,43;39,56;21,93;1,72;26;11;124,21
Mon;24;07;2017;06:00;228,75;40,28;22,98;1,72;25,7;15;123,07
Mon;24;07;2017;06:15;219,3;37,56;23,45;1,72;25,8;11;119,76
Mon;24;07;2017;06:30;223,5;40,1;22,35;1,72;26;13;120,32
Mon;24;07;2017;06:45;229,06;41,71;22,73;1,72;25,5;14;123,4
Mon;24;07;2017;07:00;219,25;38,9;22,8;1,72;26;9;120,82
Mon;24;07;2017;07:15;227,02;40,3;23,02;1,72;25,7;16;120,28
Mon;24;07;2017;07:30;224,66;42,31;22,59;1,72;25,8;10;122,24
Mon;24;07;2017;07:45;229,51;40,56;22,82;1,72;26,2;15;123,21
Mon;24;07;2017;08:00;223,4;40,55;23,3;1,72;25,8;11;121,02
Mon;24;07;2017;08:15;227,24;43,97;22,64;1,72;26;12;120,91
Mon;24;07;2017;08:30;229,57;41,91;23,18;1,72;25,5;15;122,26
Mon;24;07;2017;08:45;226,44;41,12;23,47;1,72;26,5;10;123,63
Mon;24;07;2017;09:00;235,37;45,05;22,96;1,72;25,7;16;123,94
Mon;24;07;2017;09:15;228,07;43,79;23;1,72;25,8;9;124,77
Mon;24;07;2017;09:30;231,43;41,95;23,3;1,72;26,2;15;123,25
Mon;24;07;2017;09:45;232,78;44,71;23,46;1,72;25,8;11;126,1
Mon;24;07;2017;10:00;235,94;43,01;22,88;1,72;26,2;14;128,13
Mon;24;07;2017;10:15;229,61;42,28;23,26;1,72;25,8;14;122,55
Mon;24;07;2017;10:30;234,68;45,68;24,27;1,72;26,2;11;125,82
Mon;24;07;2017;10:45;233,28;43,12;22,34;1,72;25,8;15;125,3
Mon;24;07;2017;11:00;230,83;42,49;24,18;1,72;26,2;10;126,25
Mon;24;07;2017;11:15;240,11;45,88;24,43;1,72;25,8;16;126,28
Mon;24;07;2017;11:30;233,06;43,94;25,1;1,72;26,2;11;125,09
Mon;24;07;2017;11:45;231,93;42,2;22,54;1,72;25,8;15;124,68
Mon;24;07;2017;12:00;242,13;45,23;23,11;1,72;26,2;14;131,88
Mon;24;07;2017;12:15;235,16;44,14;22,79;1,72;26,3;11;129,22
Mon;24;07;2017;12:30;234,39;42,15;23,85;1,72;26;16;124,67
Mon;24;07;2017;12:45;231,12;44,87;22,18;1,72;26;10;126,35
Mon;24;07;2017;13:00;244,3;44,31;23,42;1,72;26;17;131,85
Mon;24;07;2017;13:15;234,4;41,35;22,89;1,72;26;13;129,44
Mon;24;07;2017;13:30;239,15;44,64;24,94;1,72;26;13;128,85
Mon;24;07;2017;13:45;240,27;45,01;24,44;1,72;26;16;127,1
Mon;24;07;2017;14:00;233,81;42,1;21,91;1,72;26,2;13;128,88
Mon;24;07;2017;14:15;238,45;43,32;23,88;1,72;25,8;14;129,73
Mon;24;07;2017;14:30;242,96;45,89;23,4;1,72;26,5;15;130,46
Mon;24;07;2017;14:45;236,06;43,67;23,49;1,72;25,5;13;128,68
Mon;24;07;2017;15:00;233,42;42,14;23,27;1,72;26,5;13;126,8
Mon;24;07;2017;15:15;238,37;46,05;22,35;1,72;25,5;16;126,75
Mon;24;07;2017;15:30;239,44;43,75;24,37;1,72;26,5;13;130,1
Mon;24;07;2017;15:45;235,96;42,05;24,64;1,72;25,5;13;129,04
Mon;24;07;2017;16:00;237,24;45,35;23,26;1,72;26,5;15;125,42
Mon;24;07;2017;16:15;233,23;44,29;22,78;1,72;25,5;13;125,94
Mon;24;07;2017;16:30;233,74;42,05;24,05;1,72;26,5;13;126,42
Mon;24;07;2017;16:45;240,57;45,4;23,22;1,72;25,7;15;129,53
Mon;24;07;2017;17:00;235,7;44,32;23,29;1,72;26,3;12;128,07
Mon;24;07;2017;17:15;229,18;39,78;22,84;1,72;26;14;124,85
Mon;24;07;2017;17:30;235,03;43,35;23,05;1,72;26;16;124,91
Mon;24;07;2017;17:45;235,38;44,84;24,74;1,72;26;12;126,09
Mon;24;07;2017;18:00;233,04;40,06;23,27;1,72;26;14;128
Mon;24;07;2017;18:15;231,94;41,56;22,95;1,72;26;15;124,72
Mon;24;07;2017;18:30;231,79;43,6;24,1;1,72;26;11;125,36
Mon;24;07;2017;18:45;230,28;40,11;23;1,72;26;14;125,44
Mon;24;07;2017;19:00;234,04;40,47;24,01;1,72;26,5;15;126,35
Mon;24;07;2017;19:15;228,66;42,63;21,93;1,72;25,7;12;124,68
Mon;24;07;2017;19:30;226,83;39,81;23,98;1,72;26,3;13;122,01
Mon;24;07;2017;19:45;229,82;39,99;23,04;1,72;26;15;124,07
Mon;24;07;2017;20:00;226,05;41,92;22,91;1,72;26;10;123,5
Mon;24;07;2017;20:15;229,24;39,12;22,85;1,72;26;15;124,55
Mon;24;07;2017;20:30;228,52;38,7;22,98;1,72;26;13;126,13
Mon;24;07;2017;20:45;224,64;40,5;23,93;1,72;26;11;121,49
Mon;24;07;2017;21:00;224,29;38,73;21,91;1,72;26;14;121,94
Mon;24;07;2017;21:15;226,57;39,34;23,68;1,72;26;13;122,84
Mon;24;07;2017;21:30;225,27;41,14;23,07;1,72;26;11;122,34
Mon;24;07;2017;21:45;226,51;38,32;22,75;1,72;26,2;15;122,52
Mon;24;07;2017;22:00;223,67;39,35;23;1,72;25,8;11;122,81
Mon;24;07;2017;22:15;225,8;40,68;23,16;1,72;26,2;12;122,04
Mon;24;07;2017;22:30;224,7;37,91;23,06;1,72;25,8;15;121,22
Mon;24;07;2017;22:45;224,31;40,2;21,76;1,72;26,2;11;123,43
Mon;24;07;2017;23:00;231,71;41,06;23,92;1,72;25,8;13;126,21
Mon;24;07;2017;23:15;223,95;37,99;22,94;1,72;26;14;121,3
Mon;24;07;2017;23:30;222,4;39,63;22,31;1,72;26;10;122,74
Mon;24;07;2017;23:45;227,9;41,23;23,15;1,72;26;13;122,8
Tue;25;07;2017;00:00;225,26;38,94;23,25;1,72;25,5;13;122,85
Tue;25;07;2017;00:15;220,82;38,72;22,93;1,72;26,5;10;120,95
Tue;25;07;2017;00:30;225,64;40,88;22,51;1,72;25,7;14;120,83
Tue;25;07;2017;00:45;225,8;38,82;22,96;1,72;26,3;13;123,01
Tue;25;07;2017;01:00;223,58;38,84;23,15;1,72;25,7;10;124,17
Tue;25;07;2017;01:15;228,06;41,21;22,26;1,72;25,8;15;122,07
Tue;25;07;2017;01:30;220,82;39,23;23,57;1,72;26;9;121,3
Tue;25;07;2017;01:45;222,82;37,89;23,03;1,72;26;13;121,18
Tue;25;07;2017;02:00;228,92;41,49;22,25;1,72;26;14;123,46
Tue;25;07;2017;02:15;221,92;38,66;23,22;1,72;25,5;11;121,82
Tue;25;07;2017;02:30;222,51;38,68;23,1;1,72;26;12;121,01
Tue;25;07;2017;02:45;226,66;41,01;22,57;1,72;25,7;14;121,66
Tue;25;07;2017;03:00;221,12;39,44;22,47;1,72;26,3;9;122,19
Tue;25;07;2017;03:15;223,96;37,49;23,08;1,72;25,7;13;122,98
Tue;25;07;2017;03:30;226,67;40,89;22,81;1,72;25,8;13;122,44
Tue;25;07;2017;03:45;221,08;40,08;22,05;1,72;26;10;121,23
Tue;25;07;2017;04:00;222,68;37,38;22,98;1,72;25,7;14;120,9
Tue;25;07;2017;04:15;223,97;40,24;22,99;1,72;25,8;11;122,22
Tue;25;07;2017;04:30;221,83;40,37;22,19;1,72;25,7;11;120,84
Tue;25;07;2017;04:45;222,34;37,49;22,75;1,72;25,8;14;120,58
Tue;25;07;2017;05:00;221,99;40,41;23,12;1,72;26;10;120,74
Tue;25;07;2017;05:15;225,62;40,69;22,31;1,72;25,7;13;122,19
Tue;25;07;2017;05:30;221,78;37,89;22,93;1,72;26,3;12;120,94
Tue;25;07;2017;05:45;219,62;38,63;23,06;1,72;25,7;11;119,51
Tue;25;07;2017;06:00;224,78;41,37;22,69;1,72;25,8;13;120,2
Tue;25;07;2017;06:15;219,09;37,5;22,25;1,72;26;10;121,62
Tue;25;07;2017;06:30;223,02;38,57;22,8;1,72;25,5;14;120,43
Tue;25;07;2017;06:45;223,39;41,84;22,68;1,72;26;11;120,15
Tue;25;07;2017;07:00;222,83;39,21;21,76;1,72;25,7;13;121,45
Tue;25;07;2017;07:15;224,35;40,04;23,16;1,72;25,8;12;121,63
Tue;25;07;2017;07:30;225,35;42,56;23,06;1,72;26;11;121,01
Tue;25;07;2017;07:45;223,24;40,54;21,98;1,72;25,5;13;120,51
Tue;25;07;2017;08:00;221,74;39,28;23,26;1,72;26;11;120,48
Tue;25;07;2017;08:15;227,06;41,17;22,69;1,71;25,7;14;121,79
Tue;25;07;2017;08:30;233,66;44,66;23,39;1,72;26,3;14;123,59
Tue;25;07;2017;08:45;226,22;42,16;23,35;1,72;25,7;10;123,3
Tue;25;07;2017;09:00;233,39;43,21;22,82;1,72;25,8;16;123,84
Tue;25;07;2017;09:15;234,32;45,52;23,18;1,72;26,5;12;125,4
Tue;25;07;2017;09:30;235,94;43,46;23,44;1,71;26;16;125,32
Tue;25;07;2017;09:45;239,34;43,59;24,02;1,72;26;14;130,01
Tue;25;07;2017;10:00;238,05;46,76;21,73;1,72;26;14;127,83
Tue;25;07;2017;10:15;234,83;44,2;23,55;1,72;26;13;126,36
Tue;25;07;2017;10:30;237,28;44,32;23,18;1,72;26;14;128,06
Tue;25;07;2017;10:45;243,65;46,61;23,13;1,72;26;15;131,2
Tue;25;07;2017;11:00;236,7;45,18;22,68;1,72;26;13;128,13
Tue;25;07;2017;11:15;234,63;42,93;22,79;1,72;26;15;126,19
Tue;25;07;2017;11:30;239,45;46,03;24,46;1,72;26;13;128,24
Tue;25;07;2017;11:45;243,47;46,41;23,23;1,72;26;16;130,12
Tue;25;07;2017;12:00;238,76;44,92;23,34;1,72;26;12;130,78
Tue;25;07;2017;12:15;240,38;45,75;23,03;1,71;26;17;126,89
Tue;25;07;2017;12:30;237,13;47,7;23,71;1,72;26;12;126,01
Tue;25;07;2017;12:45;241,99;43,48;24,09;1,72;26;17;129,7
Tue;25;07;2017;13:00;238,62;44,55;23,86;1,72;26;12;130,48
Tue;25;07;2017;13:15;246,09;46,03;22,32;1,72;26;18;132,02
Tue;25;07;2017;13:30;243,51;44,59;24,3;1,72;26,2;14;132,7
Tue;25;07;2017;13:45;238,68;46,16;23,76;1,72;25,8;15;126,24
Tue;25;07;2017;14:00;247,68;46,57;24,59;1,72;26,2;17;131,6
Tue;25;07;2017;14:15;244,42;45,17;24,12;1,72;25,8;14;133,61
Tue;25;07;2017;14:30;244,21;43,58;23,38;1,72;26,2;17;132,33
Tue;25;07;2017;14:45;242,93;47,85;22,82;1,72;25,8;13;131,75
Tue;25;07;2017;15:00;250,19;47,96;24,08;1,72;26,2;18;132,23
Tue;25;07;2017;15:15;236,94;42,93;24,12;1,72;26,3;13;128,87
Tue;25;07;2017;15:30;246,63;46,42;23,29;1,72;25,7;18;131,5
Tue;25;07;2017;15:45;243,69;46,41;24,71;1,72;25,8;14;131,06
Tue;25;07;2017;16:00;242,92;43,32;23,55;1,72;26,2;17;131,14
Tue;25;07;2017;16:15;244,56;45,87;23,32;1,72;26,3;14;133,35
Tue;25;07;2017;16:30;239,85;46,8;23,93;1,72;25,7;16;125,71
Tue;25;07;2017;16:45;239,01;43,48;23,99;1,72;25,8;16;128,04
Tue;25;07;2017;17:00;238,6;43,22;22,83;1,72;26,5;13;131,33
Tue;25;07;2017;17:15;242,17;46,03;23,1;1,72;26;17;128,33
Tue;25;07;2017;17:30;234,3;43,84;24,2;1,72;26;14;124,54
Tue;25;07;2017;17:45;242,85;42,65;23,62;1,72;26;18;130,86
Tue;25;07;2017;18:00;243,03;44,06;24,46;1,72;26,2;15;131,59
Tue;25;07;2017;18:15;236,53;43,82;22,21;1,72;26,3;14;128,48
Tue;25;07;2017;18:30;231,8;40,71;23,64;1,72;25,7;17;123,04
Tue;25;07;2017;18:45;233,47;41,94;23,19;1,71;26,3;13;127,32
Tue;25;07;2017;19:00;239,4;42,81;23,17;1,72;25,7;16;130,01
Tue;25;07;2017;19:15;230,29;40,62;21,85;1,72;26,3;12;127,81
Tue;25;07;2017;19:30;234,74;41,41;23,43;1,72;26;17;125,18
Tue;25;07;2017;19:45;228,71;42,92;22,97;1,72;26;12;123,11
Tue;25;07;2017;20:00;233,16;39,19;23,83;1,72;26;16;126,42
Tue;25;07;2017;20:15;233,12;41,31;22,7;1,72;25,5;13;128,9
Tue;25;07;2017;20:30;233,23;43,65;23,28;1,72;26,5;14;124,09
Tue;25;07;2017;20:45;227,48;39,31;23,5;1,75;25,5;15;122,42
Tue;25;07;2017;21:00;226,63;39,74;22,74;1,86;26,5;13;122,8
Tue;25;07;2017;21:15;229,95;41,54;23,22;1,72;25,7;15;122,77
Tue;25;07;2017;21:30;222,43;38,89;23,24;1,73;25,8;12;120,78
Tue;25;07;2017;21:45;231,85;40,22;22,27;1,72;26,2;16;125,44
Tue;25;07;2017;22:00;230,55;42,09;23,8;1,92;25,8;11;125,94
Tue;25;07;2017;22:15;230,52;38,81;23,52;1,72;26,2;16;124,28
Tue;25;07;2017;22:30;221,81;38,48;22,57;1,83;25,8;11;122,13
Tue;25;07;2017;22:45;229,88;41,09;22,88;1,85;26,2;16;121,86
Tue;25;07;2017;23:00;224,13;39,84;23,24;1,72;25,8;11;122,54
Tue;25;07;2017;23:15;228,81;40,11;23,01;1,96;26,2;15;122,53
Tue;25;07;2017;23:30;224,72;40,61;22,71;1,73;25,8;12;121,88
Tue;25;07;2017;23:45;227,16;39,07;24,05;1,96;26;14;122,07
Wed;26;07;2017;00:00;226,64;38,19;23,31;1,72;26;13;124,41
Wed;26;07;2017;00:15;233,51;43,64;22,25;1,93;26;14;125,69
Wed;26;07;2017;00:30;225,01;39,33;23,29;1,77;25,7;12;122,92
Wed;26;07;2017;00:45;225,26;37,31;23,32;1,78;26,3;14;122,54
Wed;26;07;2017;01:00;228,42;41,4;22,8;1,9;25,7;14;122,61
Wed;26;07;2017;01:15;222,54;38,91;22,92;1,73;25,8;12;121,18
Wed;26;07;2017;01:30;227,69;41,04;23,62;1,98;26;14;121,06
Wed;26;07;2017;01:45;227,35;40,25;22,55;1,73;26;13;123,82
Wed;26;07;2017;02:00;225,23;39,03;23,34;1,94;26;13;121,93
Wed;26;07;2017;02:15;221,92;38,21;23,28;1,73;25,5;13;120,2
Wed;26;07;2017;02:30;224,08;40,81;22,48;1,97;26,5;12;120,33
Wed;26;07;2017;02:45;226,97;41,38;23,11;1,73;25,5;12;123,25
Wed;26;07;2017;03:00;225,85;37,64;23,21;1,94;26;14;123,06
Wed;26;07;2017;03:15;223,1;40,55;23,51;1,73;26,2;10;121,11
Wed;26;07;2017;03:30;224,55;39,96;22,12;1,98;25,8;14;120,69
Wed;26;07;2017;03:45;218,12;37,38;23,17;1,73;25,7;10;120,15
Wed;26;07;2017;04:00;227,28;41,14;23,53;1,91;25,8;14;120,9
Wed;26;07;2017;04:15;222,95;40,93;22,22;1,8;26;11;121,02
Wed;26;07;2017;04:30;223,12;37,37;22,93;1,81;25,7;14;121,31
Wed;26;07;2017;04:45;221,14;39,69;22,97;1,88;25,8;10;120,8
Wed;26;07;2017;05:00;225,11;41,17;22,25;1,74;26;13;120,96
Wed;26;07;2017;05:15;222,25;38,63;23,21;1,95;25,5;12;120,96
Wed;26;07;2017;05:30;223,15;40,58;23,13;1,73;26;12;119,71
Wed;26;07;2017;05:45;223,27;40,36;22,07;1,96;25,7;13;120,19
Wed;26;07;2017;06:00;220,85;38,19;23,15;1,73;25,8;11;120,97
Wed;26;07;2017;06:15;224,7;38,59;23,59;1,96;26;14;120,55
Wed;26;07;2017;06:30;220,58;40,33;22,27;1,73;25,5;10;120,75
Wed;26;07;2017;06:45;226,25;41,58;22,63;1,96;26;14;120,08
Wed;26;07;2017;07:00;219,32;38,77;23,01;1,73;26;9;120,81
Wed;26;07;2017;07:15;229,75;41,94;22,84;1,96;26;15;122,02
Wed;26;07;2017;07:30;220,52;40,67;22,87;1,73;25,7;9;120,56
Wed;26;07;2017;07:45;228,38;38,59;22,92;1,93;25,8;15;124,15
Wed;26;07;2017;08:00;227,56;44,84;23,65;1,72;26;9;122,35
Wed;26;07;2017;08:15;228,91;39,48;22,16;1,93;25,7;16;123,64
Wed;26;07;2017;08:30;225,33;40,65;23,38;1,73;25,8;10;123,77
Wed;26;07;2017;08:45;232,22;43,88;23,39;1,94;26,2;14;122,81
Wed;26;07;2017;09:00;230,67;45,93;23,17;1,72;25,8;11;123,05
Wed;26;07;2017;09:15;231,64;41,36;23,37;1,96;26;14;124,94
Wed;26;07;2017;09:30;234,35;45,87;23,18;1,72;26;11;126,58
Wed;26;07;2017;09:45;239,45;45,45;23,66;1,94;26;15;127,42
Wed;26;07;2017;10:00;228,96;43,02;22,39;1,79;26;10;125,77
