Vodafone - Realtime Data;;;;;;;;;
Generated by: Tobias Conde;;;;;;;;;
At: January 30, 2018 17:18 (Europe/Lisbon);;;;;;;;;
From: January 01, 2017 00:00, To: December 31, 2017 23:59;;;;;;;;;
Rate: 15 minutes;;;;;;;;;
Exported by WiseMetering;;;;;;;;;
;;;;;;;;;
weekday;day;month;year;time;EA+ AVAC IT DTCs (KWh);EA+ AVAC IT ALF1P0 (KWh);EA+ AVAC IT BVTP1 (KWh);EA+ AVAC IT ALF2A1 (KWh);EA+ AVAC IT ALF2A7+A8 (KWh)
Tue;06;06;2017;14:15;78,43;14,4;13,5;9,31;41,22
Tue;06;06;2017;14:30;79;12,4;12,77;11,37;42,46
Tue;06;06;2017;14:45;85,16;15,1;14,98;9,53;45,55
Tue;06;06;2017;15:00;75,02;11,5;13,13;10,98;39,41
Tue;06;06;2017;15:15;81,25;13,8;12,86;10,7;43,9
Tue;06;06;2017;15:30;84,8;14,5;15,33;10,28;44,68
Tue;06;06;2017;15:45;80,1;11,9;14,14;11,38;42,68
Tue;06;06;2017;16:00;81,81;14,6;12,5;11,03;43,68
Tue;06;06;2017;16:15;81,08;13,5;14,07;11,12;42,39
Tue;06;06;2017;16:30;76,35;12;14,33;10,14;39,88
Tue;06;06;2017;16:45;79,24;14,7;12,31;10,95;41,28
Tue;06;06;2017;17:00;82,06;12,8;14,55;9,65;45,06
Tue;06;06;2017;17:15;79,45;12,4;14,39;11,67;40,99
Tue;06;06;2017;17:30;77,12;13,5;12,58;9,29;41,76
Tue;06;06;2017;17:45;83,23;14;14,11;12,13;42,99
Tue;06;06;2017;18:00;81,19;12,2;14,26;10,4;44,33
Tue;06;06;2017;18:15;80,65;11,9;11,87;11,52;45,36
Tue;06;06;2017;18:30;83,39;15,3;14,17;10,84;43,08
Tue;06;06;2017;18:45;75,21;11,5;14,38;10,35;38,98
Tue;06;06;2017;19:00;79,7;13,8;12,38;11,6;41,92
Tue;06;06;2017;19:15;80,6;15;14,35;10,63;40,62
Tue;06;06;2017;19:30;82,84;12,8;13,93;10,49;45,62
Tue;06;06;2017;19:45;76,98;12,4;12,44;11,56;40,58
Tue;06;06;2017;20:00;76,82;12,3;14,51;10,44;39,58
Tue;06;06;2017;20:15;79,54;11,4;12,98;10,71;44,46
Tue;06;06;2017;20:30;78,07;14,6;12,92;11,5;39,05
Tue;06;06;2017;20:45;76,72;11,5;15,16;10,4;39,66
Tue;06;06;2017;21:00;79,91;11,9;13,55;10,34;44,12
Tue;06;06;2017;21:15;78,02;13;11,99;11,61;41,43
Tue;06;06;2017;21:30;73,76;11,7;14,58;10,57;36,91
Tue;06;06;2017;21:45;76,71;11,4;13,26;10,36;41,69
Tue;06;06;2017;22:00;77,06;13,6;12,5;11,16;39,8
Tue;06;06;2017;22:15;75;10,6;14,86;10,61;38,93
Tue;06;06;2017;22:30;78,39;12,7;13,03;10,72;41,94
Tue;06;06;2017;22:45;77,16;11,8;13,05;11,63;40,68
Tue;06;06;2017;23:00;77,17;12,4;14,69;10,57;39,5
Tue;06;06;2017;23:15;75,54;11,7;13,11;10,4;40,33
Tue;06;06;2017;23:30;74,86;12,9;12,73;10,98;38,26
Tue;06;06;2017;23:45;77,2;12,4;15,44;10,63;38,74
Wed;07;06;2017;00:00;76,53;12,4;11,82;10,3;42,01
Wed;07;06;2017;00:15;76,16;12;13,9;10,66;39,6
Wed;07;06;2017;00:30;76,09;12,9;13,74;11,07;38,39
Wed;07;06;2017;00:45;74,93;12;12,39;10,65;39,89
Wed;07;06;2017;01:00;74,89;11,9;14,79;10,45;37,76
Wed;07;06;2017;01:15;77,24;12,2;12,6;11,05;41,39
Wed;07;06;2017;01:30;74,38;11,7;12,41;10,33;39,94
Wed;07;06;2017;01:45;75,02;12,4;14,33;10,31;37,98
Wed;07;06;2017;02:00;73,09;11,9;11,97;10,97;38,25
Wed;07;06;2017;02:15;74,91;12;12,6;10,55;39,76
Wed;07;06;2017;02:30;76,22;12,1;14,66;10,18;39,29
Wed;07;06;2017;02:45;73,71;11,5;11,82;10,94;39,45
Wed;07;06;2017;03:00;76,75;12,8;13,61;10,43;39,91
Wed;07;06;2017;03:15;76,88;11,4;14,27;10,27;40,94
Wed;07;06;2017;03:30;72,19;11,7;12,24;11,07;37,18
Wed;07;06;2017;03:45;79,71;11,9;14,63;10,59;42,59
Wed;07;06;2017;04:00;77,17;11,8;13,9;10,59;40,87
Wed;07;06;2017;04:15;72,36;11,8;11,35;10,73;38,48
Wed;07;06;2017;04:30;78,16;12,1;14,32;10,99;40,76
Wed;07;06;2017;04:45;68,83;10,9;12,34;8,44;37,15
Wed;07;06;2017;05:00;73,8;12,1;12,18;9,97;39,54
Wed;07;06;2017;05:15;79,03;12,1;14,49;10,89;41,55
Wed;07;06;2017;05:30;74,52;12,6;11,98;10,34;39,6
Wed;07;06;2017;05:45;75,19;11,3;13,17;10,81;39,91
Wed;07;06;2017;06:00;76,14;12,2;14,46;10,53;38,95
Wed;07;06;2017;06:15;73,03;11,5;12,49;10,17;38,87
Wed;07;06;2017;06:30;75,07;12,2;12,3;10,94;39,63
Wed;07;06;2017;06:45;77,18;12,5;14,63;10,66;39,38
Wed;07;06;2017;07:00;77,67;12,1;11,86;10,3;43,41
Wed;07;06;2017;07:15;77,58;12,6;13,54;10,93;40,52
Wed;07;06;2017;07:30;76,24;11,5;14,42;10,64;39,67
Wed;07;06;2017;07:45;79,13;12,6;11,82;10,35;44,36
Wed;07;06;2017;08:00;77,53;12,9;14,28;11,06;39,29
Wed;07;06;2017;08:15;80,13;12,8;14,7;11,06;41,58
Wed;07;06;2017;08:30;79,85;12,9;12,66;10,34;43,95
Wed;07;06;2017;08:45;78,75;13,2;15,38;10,98;39,2
Wed;07;06;2017;09:00;80,8;13,1;14,43;10,7;42,58
Wed;07;06;2017;09:15;75,15;13,1;12,63;9,77;39,66
Wed;07;06;2017;09:30;82,27;12,8;15,03;10,19;44,25
Wed;07;06;2017;09:45;82,97;13,2;14,68;10,47;44,62
Wed;07;06;2017;10:00;77,39;13;12,32;10,36;41,72
Wed;07;06;2017;10:15;83,28;14;15,06;10,04;44,19
Wed;07;06;2017;10:30;82,43;13,1;15,67;10,25;43,42
Wed;07;06;2017;10:45;81,63;14,1;11,84;11,43;44,27
Wed;07;06;2017;11:00;81,45;13,4;14,63;10,6;42,82
Wed;07;06;2017;11:15;82,78;14,2;15,75;11,03;41,8
Wed;07;06;2017;11:30;84,4;13,7;13,1;10,24;47,36
Wed;07;06;2017;11:45;84,3;13,8;14,34;10,68;45,49
Wed;07;06;2017;12:00;84,62;14;15,63;10,9;44,1
Wed;07;06;2017;12:15;82,62;13,9;13;9,91;45,82
Wed;07;06;2017;12:30;87,75;14,5;13,9;11,85;47,5
Wed;07;06;2017;12:45;86,25;14,7;15,51;10,83;45,21
Wed;07;06;2017;13:00;86,62;15,1;13,35;11,75;46,42
Wed;07;06;2017;13:15;87,02;14,9;13,93;11,9;46,3
Wed;07;06;2017;13:30;86,93;14,4;15,62;9,92;47
Wed;07;06;2017;13:45;89,47;16,1;12,86;11,92;48,59
Wed;07;06;2017;14:00;86,64;13,2;14,15;11,34;47,96
Wed;07;06;2017;14:15;89,21;16,1;15,42;10,06;47,63
Wed;07;06;2017;14:30;82,19;12,5;12,99;11,89;44,81
Wed;07;06;2017;14:45;81,89;16,8;11,8;10,79;42,49
Wed;07;06;2017;15:00;82,92;13;11;12,47;46,45
Wed;07;06;2017;15:15;88,46;15,2;13,99;11,52;47,76
Wed;07;06;2017;15:30;80,42;12,4;9,29;11,29;47,44
Wed;07;06;2017;15:45;89,16;15,6;16,75;9,11;47,7
Wed;07;06;2017;16:00;89;15,7;16,49;9,11;47,7
Wed;07;06;2017;16:15;80,37;12,4;13,76;9,11;45,1
Wed;07;06;2017;16:30;82,98;16,2;14,07;9,11;43,61
Wed;07;06;2017;16:45;83,82;15,2;15,37;9,11;44,14
Wed;07;06;2017;17:00;82,64;13,4;14,16;9,11;45,97
Wed;07;06;2017;17:15;81,91;14,8;12,83;8,9;45,38
Wed;07;06;2017;17:30;85,45;12,2;15,61;11,69;45,96
Wed;07;06;2017;17:45;89,47;16,6;15,25;11,29;46,33
Wed;07;06;2017;18:00;82,46;11,9;12,47;12,11;45,98
Wed;07;06;2017;18:15;88,25;15,8;14,41;11,35;46,69
Wed;07;06;2017;18:30;87,49;13,9;15,64;11,57;46,38
Wed;07;06;2017;18:45;84,02;13,7;12,74;12,27;45,31
Wed;07;06;2017;19:00;84,8;16,3;12,78;10,42;45,31
Wed;07;06;2017;19:15;85,09;12,5;15,21;12,22;45,16
Wed;07;06;2017;19:30;82,34;16;12,36;11,98;42
Wed;07;06;2017;19:45;83,45;15,8;13,13;8,69;45,84
Wed;07;06;2017;20:00;86,16;12,3;15,17;11,82;46,87
Wed;07;06;2017;20:15;83,96;16,1;13,77;11,71;42,38
Wed;07;06;2017;20:30;78,06;14,6;12,3;10,87;40,28
Wed;07;06;2017;20:45;81,69;12,6;15,29;11,85;41,96
Wed;07;06;2017;21:00;82,8;12,3;15,1;11,49;43,91
Wed;07;06;2017;21:15;83,97;15,8;11,54;11,15;45,47
Wed;07;06;2017;21:30;80,6;12,1;13,84;12,37;42,29
Wed;07;06;2017;21:45;80,39;12,6;15,08;10,63;42,08
Wed;07;06;2017;22:00;78,95;12,9;13,01;11,76;41,28
Wed;07;06;2017;22:15;82,4;14,3;12,25;11,63;44,22
Wed;07;06;2017;22:30;79,28;11,6;15,12;10,85;41,71
Wed;07;06;2017;22:45;75,91;11,8;13,83;12,39;37,89
Wed;07;06;2017;23:00;79,85;15,2;11,48;10,26;42,91
Wed;07;06;2017;23:15;78,93;11,5;15,12;11,73;40,58
Wed;07;06;2017;23:30;78,26;12,9;13,53;10,95;40,88
Wed;07;06;2017;23:45;80,13;12,1;11,96;11,3;44,78
Thu;08;06;2017;00:00;84,98;13;14,93;11,85;45,2
Thu;08;06;2017;00:15;76,45;12,2;13,64;10,65;39,95
Thu;08;06;2017;00:30;76,42;12;11,5;11,4;41,52
Thu;08;06;2017;00:45;80,19;12,1;14,21;11,08;42,81
Thu;08;06;2017;01:00;81,03;12,3;14,72;11,49;42,52
Thu;08;06;2017;01:15;74,84;10,7;11,29;11,02;41,83
Thu;08;06;2017;01:30;76,74;10,8;14,25;10,56;41,13
Thu;08;06;2017;01:45;79,13;11,2;14,36;11,34;42,23
Thu;08;06;2017;02:00;71,97;11,8;11,7;11,21;37,26
Thu;08;06;2017;02:15;78,17;11,4;13,42;11,3;42,05
Thu;08;06;2017;02:30;78,36;11,3;14,78;10,61;41,66
Thu;08;06;2017;02:45;73,2;11,2;11,84;11,04;39,12
Thu;08;06;2017;03:00;80,33;11,7;13,09;11,4;44,14
Thu;08;06;2017;03:15;77,85;11,8;14,9;11,09;40,06
Thu;08;06;2017;03:30;74,17;11,7;12,36;11,46;38,65
Thu;08;06;2017;03:45;76,13;11,5;12,59;10,23;41,81
Thu;08;06;2017;04:00;84,14;12,9;14,66;11,35;45,24
Thu;08;06;2017;04:15;75,04;11;12,38;10,87;40,8
Thu;08;06;2017;04:30;76,05;11;12,63;11,25;41,17
Thu;08;06;2017;04:45;79,76;12;14,35;11,65;41,76
Thu;08;06;2017;05:00;74,37;12,2;12,49;10,31;39,37
Thu;08;06;2017;05:15;76,77;11;12,06;11,33;42,38
Thu;08;06;2017;05:30;77,41;10,6;14,9;10,44;41,47
Thu;08;06;2017;05:45;77,1;13,1;13,33;11,28;39,39
Thu;08;06;2017;06:00;77,73;11,3;11,59;11,16;43,69
Thu;08;06;2017;06:15;75,25;10,8;14,94;11,19;38,31
Thu;08;06;2017;06:30;74,74;11,6;13,41;11,52;38,21
Thu;08;06;2017;06:45;75,28;11,4;11,49;10,34;42,05
Thu;08;06;2017;07:00;78;11,2;14,42;11,32;41,06
Thu;08;06;2017;07:15;75,12;11,4;14,06;10,76;38,9
Thu;08;06;2017;07:30;76,1;11,2;11,62;10,96;42,33
Thu;08;06;2017;07:45;75,36;10,4;14,42;11,31;39,23
Thu;08;06;2017;08:00;78,08;13;14,7;10,36;40,03
Thu;08;06;2017;08:15;77,25;10,9;11,53;11,51;43,32
Thu;08;06;2017;08:30;76,45;11,5;13,35;10,86;40,75
Thu;08;06;2017;08:45;80,04;12,2;14,68;11,42;41,74
Thu;08;06;2017;09:00;77,98;12,7;13,86;10,67;40,75
Thu;08;06;2017;09:15;77,65;12,4;14,03;9,91;41,31
Thu;08;06;2017;09:30;77,45;10,9;15,4;11,51;39,64
Thu;08;06;2017;09:45;78,77;14;12,65;9,79;42,33
Thu;08;06;2017;10:00;77,67;14,4;12,43;10,57;40,26
Thu;08;06;2017;10:15;75,84;11,2;15,24;11,71;37,69
Thu;08;06;2017;10:30;80,6;14,3;13,92;10,03;42,36
Thu;08;06;2017;10:45;79,95;11,9;11,98;11,52;44,55
Thu;08;06;2017;11:00;78,92;12,5;14,72;11,38;40,32
Thu;08;06;2017;11:15;77,95;12,5;14,33;10,46;40,66
Thu;08;06;2017;11:30;80,86;13,1;12,11;11,74;43,91
Thu;08;06;2017;11:45;75,24;10,6;14,64;9,56;40,44
Thu;08;06;2017;12:00;80,71;15;14,41;11,75;39,55
Thu;08;06;2017;12:15;77,8;12;11,97;9,93;43,9
Thu;08;06;2017;12:30;81,42;12,9;14,38;11,15;43
Thu;08;06;2017;12:45;83,16;15,2;14,28;11,35;42,34
Thu;08;06;2017;13:00;75,56;10,7;12,2;12,26;40,4
Thu;08;06;2017;13:15;79,9;15,5;14,41;11,59;38,4
Thu;08;06;2017;13:30;79,67;12,8;14,52;9,95;42,4
Thu;08;06;2017;13:45;79,46;12,5;11,42;11,35;44,2
Thu;08;06;2017;14:00;79,49;12,9;14,26;10,97;41,37
Thu;08;06;2017;14:15;76,2;11,4;14,25;10,14;40,41
Thu;08;06;2017;14:30;76,98;11,4;12,55;10,66;42,37
Thu;08;06;2017;14:45;82,53;13;13,53;11,7;44,31
Thu;08;06;2017;15:00;77,9;9,1;15,62;10,99;42,2
Thu;08;06;2017;15:15;75,44;13,3;12,49;11,05;38,61
Thu;08;06;2017;15:30;79,76;13,4;13,34;10,56;42,46
Thu;08;06;2017;15:45;79,24;11;15,47;10,56;42,21
Thu;08;06;2017;16:00;82,5;14,3;14,17;10,56;43,46
Thu;08;06;2017;16:15;76,25;10,1;11,74;10,56;43,86
Thu;08;06;2017;16:30;79,6;12,3;14,26;10,56;42,47
Thu;08;06;2017;16:45;74,48;10,8;14,54;7,9;41,24
Thu;08;06;2017;17:00;81,86;14,3;12,12;11,88;43,57
Thu;08;06;2017;17:15;75,67;12,1;13,85;11,19;38,53
Thu;08;06;2017;17:30;84,87;13,4;14,61;12,53;44,34
Thu;08;06;2017;17:45;82,08;13,5;12,05;12,22;44,31
Thu;08;06;2017;18:00;75,1;11,4;13,08;9,81;40,81
Thu;08;06;2017;18:15;78,69;11,3;15,33;11,29;40,78
Thu;08;06;2017;18:30;79,76;12,6;12,54;11,76;42,86
Thu;08;06;2017;18:45;80,6;13,8;12,54;10,73;43,53
Thu;08;06;2017;19:00;74,59;11,4;14,1;10,51;38,59
Thu;08;06;2017;19:15;82,11;13,2;13,43;11,55;43,94
Thu;08;06;2017;19:30;78,18;11,6;11,54;12,17;42,87
Thu;08;06;2017;19:45;80,03;11,7;13,65;11,02;43,67
Thu;08;06;2017;20:00;74,6;11,5;14,74;11,11;37,25
Thu;08;06;2017;20:15;75,37;10,8;11,6;11,71;41,27
Thu;08;06;2017;20:30;76,15;13,1;13,19;10,99;38,87
Thu;08;06;2017;20:45;79,08;10,7;14,99;11,41;41,97
Thu;08;06;2017;21:00;78,62;12,8;12,43;10,89;42,5
Thu;08;06;2017;21:15;73,41;10,5;12,03;11,35;39,52
Thu;08;06;2017;21:30;78,26;10,6;15,23;10,64;41,78
Thu;08;06;2017;21:45;73,58;10,1;13,42;11,97;38,09
Thu;08;06;2017;22:00;70,19;10;11,41;10,91;37,87
Thu;08;06;2017;22:15;81,32;11,3;15,01;11,57;43,44
Thu;08;06;2017;22:30;76,56;12,1;13,61;10,71;40,14
Thu;08;06;2017;22:45;73;10,7;11,65;11,5;39,15
Thu;08;06;2017;23:00;77,55;12,4;14,18;11,51;39,46
Thu;08;06;2017;23:15;76,81;10,7;14,02;10,59;41,51
Thu;08;06;2017;23:30;72,56;10,3;11,64;11,9;38,72
Thu;08;06;2017;23:45;71,57;10,7;13,84;10,3;36,73
Fri;09;06;2017;00:00;75,88;10,9;14,67;11,14;39,17
Fri;09;06;2017;00:15;76,99;12,6;11,88;11,63;40,88
Fri;09;06;2017;00:30;71,81;11,3;12,78;9,95;37,78
Fri;09;06;2017;00:45;79,18;12,6;14,49;11,9;40,19
Fri;09;06;2017;01:00;75,06;10,4;12,26;11,06;41,34
Fri;09;06;2017;01:15;73,42;9,7;12,63;10,73;40,36
Fri;09;06;2017;01:30;72,01;10,3;14,62;11,19;35,9
Fri;09;06;2017;01:45;71,86;10,6;11,79;11,04;38,43
Fri;09;06;2017;02:00;74,04;12,6;13,24;10,84;37,36
Fri;09;06;2017;02:15;76,36;11,1;15,03;11,97;38,26
Fri;09;06;2017;02:30;73,01;11,7;12,12;10,13;39,05
Fri;09;06;2017;02:45;77,72;10,3;12,58;11,7;43,14
Fri;09;06;2017;03:00;78,31;9,8;14,84;10,66;43,01
Fri;09;06;2017;03:15;70,24;9,5;12,77;11,16;36,82
Fri;09;06;2017;03:30;71,83;11,6;11,55;10,99;37,7
Fri;09;06;2017;03:45;79,92;11,9;15,18;11,2;41,65
Fri;09;06;2017;04:00;73,32;10,7;14,63;10,85;37,15
Fri;09;06;2017;04:15;72,97;11,9;12;11,94;37,13
Fri;09;06;2017;04:30;76,78;10,4;13,55;9,83;43
Fri;09;06;2017;04:45;76,18;9,4;14,25;12,06;40,47
Fri;09;06;2017;05:00;70,97;10,9;11,79;10,19;38,09
Fri;09;06;2017;05:15;74,2;10,9;13,28;11,6;38,42
Fri;09;06;2017;05:30;75,51;12,1;14,74;10,83;37,84
Fri;09;06;2017;05:45;71,94;11;11,48;11;38,47
Fri;09;06;2017;06:00;76,32;11,4;13,92;10,85;40,15
Fri;09;06;2017;06:15;79,75;10,2;14,8;11,66;43,09
Fri;09;06;2017;06:30;75,24;10,1;12,26;10,23;42,66
Fri;09;06;2017;06:45;73,31;9,8;12,79;11,11;39,62
Fri;09;06;2017;07:00;73,99;10,4;15,4;11,23;36,96
Fri;09;06;2017;07:15;75,03;11,2;12,97;10,59;40,27
Fri;09;06;2017;07:30;76,06;11,9;12,1;12,28;39,78
Fri;09;06;2017;07:45;79,13;11,3;15,08;9,41;43,34
Fri;09;06;2017;08:00;76,18;11,1;13,8;12,26;39,02
Fri;09;06;2017;08:15;73,84;10,2;11,86;10,51;41,27
Fri;09;06;2017;08:30;75,86;10,1;14,12;11,57;40,07
Fri;09;06;2017;08:45;77,73;10,1;15,16;10,88;41,58
Fri;09;06;2017;09:00;73,49;11,5;12,42;11,56;38
Fri;09;06;2017;09:15;79,39;12,5;14,32;10,41;42,16
Fri;09;06;2017;09:30;80;10,6;15,43;11,79;42,19
Fri;09;06;2017;09:45;73,29;13,1;12,69;8,95;38,55
Fri;09;06;2017;10:00;80,39;10,4;14,13;11,76;44,11
Fri;09;06;2017;10:15;79,91;11,3;15,6;11,84;41,17
Fri;09;06;2017;10:30;72,36;10,3;13,06;9,05;39,95
Fri;09;06;2017;10:45;78,38;13,1;13,99;11,8;39,48
Fri;09;06;2017;11:00;84,53;12,3;15,91;12,7;43,62
Fri;09;06;2017;11:15;81,17;12,7;13,88;10,51;44,09
Fri;09;06;2017;11:30;76,25;13,2;12,9;10,46;39,69
Fri;09;06;2017;11:45;82,33;10,7;15,85;11,82;43,97
Fri;09;06;2017;12:00;79,86;11,1;14,34;11,6;42,82
Fri;09;06;2017;12:15;75,85;12;13,12;10,88;39,85
Fri;09;06;2017;12:30;86,46;14,1;16,43;11,85;44,08
Fri;09;06;2017;12:45;78;11,1;13,73;11,4;41,77
Fri;09;06;2017;13:00;77,85;14,6;12,94;10,52;39,79
Fri;09;06;2017;13:15;82,69;11,2;15,43;12,47;43,59
Fri;09;06;2017;13:30;84;12,6;14,69;11,93;44,79
Fri;09;06;2017;13:45;75;10,3;12,73;11,04;40,93
Fri;09;06;2017;14:00;86,89;15,2;15,85;11,54;44,3
Fri;09;06;2017;14:15;81,51;11,4;15,04;11,91;43,16
Fri;09;06;2017;14:30;81,73;14,1;12,58;11,53;43,52
Fri;09;06;2017;14:45;83,34;12,2;15,67;11,15;44,32
Fri;09;06;2017;15:00;79,67;12,5;13,23;12,76;41,18
Fri;09;06;2017;15:15;77,64;10,1;14,5;12,07;40,97
Fri;09;06;2017;15:30;86,93;14,3;15,64;11,39;45,6
Fri;09;06;2017;15:45;79,07;12,5;13,63;9,8;43,14
Fri;09;06;2017;16:00;76,46;13,3;13,46;11,37;38,33
Fri;09;06;2017;16:15;79,44;12,6;16,13;11,16;39,55
Fri;09;06;2017;16:30;83,33;13,3;13,91;11,9;44,22
Fri;09;06;2017;16:45;80,68;11,5;12,27;11,44;45,47
Fri;09;06;2017;17:00;83,14;9,3;15,8;11,9;46,14
Fri;09;06;2017;17:15;81,67;14,3;14,65;12,52;40,21
Fri;09;06;2017;17:30;80,04;16,6;12,26;9,47;41,71
Fri;09;06;2017;17:45;78,79;9;14,84;10,81;44,15
Fri;09;06;2017;18:00;86,88;16,8;14,99;11,91;43,18
Fri;09;06;2017;18:15;75,08;11,4;11,59;11,04;41,04
Fri;09;06;2017;18:30;77,34;10,5;14,36;11,49;41
Fri;09;06;2017;18:45;80,62;12,6;15,43;10,9;41,69
Fri;09;06;2017;19:00;77,94;15;11,12;11,45;40,37
Fri;09;06;2017;19:15;80,43;12,7;12,88;11,65;43,2
Fri;09;06;2017;19:30;82,36;11,7;14,86;11,63;44,18
Fri;09;06;2017;19:45;76,3;12,1;12,83;11,64;39,74
Fri;09;06;2017;20:00;77,59;14,4;12,58;11,26;39,35
Fri;09;06;2017;20:15;80,61;9;15;11,42;45,19
Fri;09;06;2017;20:30;80,95;12,2;12,69;10,99;45,06
Fri;09;06;2017;20:45;79,14;13,4;12,84;12,14;40,76
Fri;09;06;2017;21:00;79,7;12,3;15,06;10,49;41,85
Fri;09;06;2017;21:15;73,63;11,8;11,73;11,84;38,26
Fri;09;06;2017;21:30;77,94;12,2;13,31;11,02;41,41
Fri;09;06;2017;21:45;81,19;11,4;14,96;11,15;43,69
Fri;09;06;2017;22:00;75,05;9,7;12,05;11,27;42,03
Fri;09;06;2017;22:15;75,04;10,8;13,21;11,39;39,64
Fri;09;06;2017;22:30;81,27;12;14,7;10,66;43,92
Fri;09;06;2017;22:45;79,1;11,8;12,76;12,34;42,2
Fri;09;06;2017;23:00;72,02;10,8;12,84;10,19;38,19
Fri;09;06;2017;23:15;82,38;13,5;15,05;12;41,83
Fri;09;06;2017;23:30;75,85;9;12,21;11,25;43,39
Fri;09;06;2017;23:45;74,24;12;13,21;10,41;38,62
Sat;10;06;2017;00:00;80,68;10,4;14,64;12,18;43,46
Sat;10;06;2017;00:15;74,05;10,7;12,52;10,11;40,72
Sat;10;06;2017;00:30;77,98;14,6;12,42;11,39;39,58
Sat;10;06;2017;00:45;76,38;10,3;15,14;11,53;39,4
Sat;10;06;2017;01:00;73,51;12,4;13,03;10,38;37,7
Sat;10;06;2017;01:15;76,69;12,1;12,24;11,69;40,67
Sat;10;06;2017;01:30;79,69;9,3;14,97;10,58;44,83
Sat;10;06;2017;01:45;77,86;10,9;13,23;11,2;42,53
Sat;10;06;2017;02:00;71,47;11,1;11,92;11,09;37,37
Sat;10;06;2017;02:15;77,75;11,6;15,03;11,24;39,88
Sat;10;06;2017;02:30;78,35;11,8;12,87;11,14;42,54
Sat;10;06;2017;02:45;76,58;12,9;12,05;10,48;41,15
Sat;10;06;2017;03:00;77,32;11,8;15,12;11,82;38,58
Sat;10;06;2017;03:15;74,66;9,3;12,89;11,24;41,22
Sat;10;06;2017;03:30;77,06;12,2;12,31;10,07;42,47
Sat;10;06;2017;03:45;74,55;8,1;14,72;12,28;39,44
Sat;10;06;2017;04:00;77,01;13,8;13,38;10,52;39,31
Sat;10;06;2017;04:15;74,13;11,3;11,56;10,63;40,64
Sat;10;06;2017;04:30;76,3;11,1;14,85;11,82;38,53
Sat;10;06;2017;04:45;80,97;13,3;13,42;10,47;43,78
Sat;10;06;2017;05:00;73,55;8,8;11,55;11,08;42,12
Sat;10;06;2017;05:15;76,34;12,4;14,66;11,53;37,74
Sat;10;06;2017;05:30;74,97;8,4;13,27;10,64;42,67
Sat;10;06;2017;05:45;72,36;10,7;11,62;11,25;38,79
Sat;10;06;2017;06:00;76,57;13;14,27;10,86;38,45
Sat;10;06;2017;06:15;76,2;11,1;13,91;11,48;39,71
Sat;10;06;2017;06:30;75,53;11,8;11,15;10,6;41,99
Sat;10;06;2017;06:45;80,74;12,6;13,66;11,18;43,29
Sat;10;06;2017;07:00;73,98;8,1;15,1;11,78;38,99
Sat;10;06;2017;07:15;77,38;12,7;11,98;10,1;42,6
Sat;10;06;2017;07:30;71,73;9;12,68;11,27;38,79
Sat;10;06;2017;07:45;80,49;12,9;15,29;11,82;40,49
Sat;10;06;2017;08:00;77,63;10,6;12,26;10,5;44,27
Sat;10;06;2017;08:15;80,53;12,9;12,86;11,18;43,59
Sat;10;06;2017;08:30;76,57;11,6;15,01;11,46;38,51
Sat;10;06;2017;08:45;72,36;9,5;12,46;10,75;39,66
Sat;10;06;2017;09:00;79,45;13;13,19;11,5;41,76
Sat;10;06;2017;09:15;74,76;9,2;15,07;10,74;39,76
Sat;10;06;2017;09:30;80,44;16,2;12,95;11,19;40,1
Sat;10;06;2017;09:45;78,88;9,9;12,85;11,82;44,32
Sat;10;06;2017;10:00;81,84;13,4;15,1;10,2;43,14
Sat;10;06;2017;10:15;76,1;10,8;13,32;11,59;40,38
Sat;10;06;2017;10:30;78,95;12,9;12,48;9,72;43,85
Sat;10;06;2017;10:45;79,85;9,3;15,42;11,41;43,72
Sat;10;06;2017;11:00;86,19;16,2;13,73;10,92;45,34
Sat;10;06;2017;11:15;78,99;11,1;12,17;10,85;44,86
Sat;10;06;2017;11:30;81,26;14,4;15,2;11,11;40,55
Sat;10;06;2017;11:45;84,58;13,6;13,23;12,54;45,22
Sat;10;06;2017;12:00;80,25;10,2;12,28;10,82;46,96
Sat;10;06;2017;12:15;86,2;13,9;15,1;10,81;46,39
Sat;10;06;2017;12:30;81,06;14,8;13,21;11,98;41,07
Sat;10;06;2017;12:45;77,16;11,4;12,84;10,64;42,28
Sat;10;06;2017;13:00;85,18;13,6;15,15;10,71;45,73
Sat;10;06;2017;13:15;86,38;13,5;13,76;11,94;47,18
Sat;10;06;2017;13:30;83,3;12,9;12,03;12,06;46,31
Sat;10;06;2017;13:45;81,55;11,3;15,23;11,98;43,04
Sat;10;06;2017;14:00;84,22;15,7;14,67;11,75;42,1
Sat;10;06;2017;14:15;81,01;13,7;12,11;10,12;45,08
Sat;10;06;2017;14:30;82,3;12,4;14,76;11,15;43,99
Sat;10;06;2017;14:45;85,78;15,2;14,59;11,92;44,07
Sat;10;06;2017;15:00;80,6;11,6;11,93;11,73;45,33
Sat;10;06;2017;15:15;82,76;12,3;14,45;10,89;45,12
Sat;10;06;2017;15:30;86,01;14,3;14,59;12,45;44,67
Sat;10;06;2017;15:45;81,78;11,6;12,43;12,55;45,2
Sat;10;06;2017;16:00;85,19;15,3;14,9;9,88;45,11
Sat;10;06;2017;16:15;79,79;13;14,83;11,3;40,65
Sat;10;06;2017;16:30;75,58;11,5;11,88;11,89;40,32
Sat;10;06;2017;16:45;81,42;12;13,83;10,3;45,3
